titulo,valor
Moro onde nao mmora ninguem,190
Pra Me Livrar do Mal,190
Ouro do Meu Peito,190
Zanzibar,190
Moça do Café,190
Moça Bonita,190
Na Fé,190
Tema Prá Narinha,190
"A Profecia / Segura, Nega ",190
Em minha memória,190
Os Sertóes,190
Das Origens,190
Com Vontade de Viver,190
Com Você Sou,190
Onisuáquimalipanse,190
Sambas,190
Oração De Mãe Menininha,190
Enquanto Houver Mangueira / Lá Em Mangueira / Mundo De Zinco,190
Mô,190
Brasil Nagô,190
Aula De Matemática,190
Orgulho de Zumbi,190
Caminhão,190
Só de Olhar / Franqueza,190
Mutação,190
Libertador,190
Leva Prego,190
Gostava Tanta de Você / Reggae Power,190
Mãe D'água,190
Fio da Navalha / Nega Olívia / Minha Preta,190
Onze e Pouquinho,190
Santinha,190
Santinha,190
Basta Um Dia,190
Enredo do Meu Samba (Ao Vivo),190
Caramba,190
Todo Tempo É Pouco,190
Retalhos de cetim – Camisa 10 – Boa Noite,190
Brega do Clube do Remo,190
Olhos de blue jeans,190
Pra Falar De Um Novo Amor,190
De Manhã,190
Cuando Calenta El Sol,190
Entra na Minha Casa,190
Uma Só Mulher (feat. Mumuzinho),190
Licuri e o Dendê,190
Santo forte (Participação especial Arlindo Cruz e Sombrinha),190
Até de Avião / Povo de Aruana (Ao Vivo),190
À sombra da amendoeira,190
A Vez do Amor / Mas Quem Disse Que Te Esqueço,190
Ziriguidum,190
Santo Santo,190
Mulher Perfeita,190
Tentando,190
Logo Alí,190
Zabele e Mãe d'Agua,190
Tá Mal Na Moldura,190
Luz do Nosso Povo,190
Adoniran Barbosa,190
"Estácio, Holly Estácio / Menino do Rio",190
Vou Recomeçar,190
São Mateus Lado Leste Brasil,190
Servente de Pedreiro,190
Estácio Holly Estácio,190
Amor Sensible,190
Samba Rave,190
Vovó Desata Esse Nó,190
Deixa eu te querer / Opções,190
Samba ao Samba,190
Meu Sapat Já Furou,190
Por um dia de Graça,190
Bola Oito,190
Voz Da Massa,190
Acorde do Tempo,190
Serei sempre tua,190
Quando vim de minas,190
Meu nome escrito / Prá me livrar,190
"Lugares / Por Enquanto / Na Rua, na Chuva, na Fazenda ",190
Samba da minha Terra (Samba of My Homeland) Gilberto Gil,190
Meu Único Desejo,190
Vai Lá Vai Lá / Caciqueando,190
Samba da moreninha,190
Eta Povo Para Lutar,190
Eterna Busca,190
Linha de Passe,190
Quiribamba,190
Agora é Cinza,190
Eu Fui Atrás de um Caminhão,190
Quero um Dia pra Nós Dois / Adivinha,190
Stars,190
Parasita,190
Tá Sempre Mastigando,190
Tempo Êh / A Vida Me Valeu / Dono da Cor,190
Vou Deitar e Rolar,190
Parabéns da Xuxa,190
Eu Cheguei na Mauá,190
Confissão,190
Eu Avenida e Você,190
Para Uso Exclusivo Da Casa,190
Por Causa De Você/ Menina / Chove Chuva / Mas Que Nada,190
Canoeiro,190
Meu Fraco É Mulher,190
Para Ficar,190
Eu Acho,190
Meu Grito,190
Batuque de Pirapora,190
Coroné Antonio Bento,190
Felicidade Escondida,190
Sobrenatural,190
Condenados,190
São Mateus Cenário de Beleza,190
Candeeiro de Deus,190
Correndo Perigo,190
Como?,190
Amor ao Vento,190
Hino do Corinthians (Oficial),190
Bom Te Ter,190
Hino do Clube Remo,190
Só No Chat,190
Minhas madrugadas,190
Esperança mil,190
Esperança Mil,190
Esperando Na Janela,190
Loka / Olha a Explosão,190
Vida Dá,190
Coisas De Amor,190
Hino Nacional,190
A briga do edificio Italia com o Hilton Hotel,190
Samba do grande amor,190
Todo Mundo Quer / Nem É Bom Falar,190
Lição,190
América Do Norte,190
Pot Pourri: Sentimento Nu / Quando O Sol Nascer,190
Listen to the Music,190
Morango do Nordeste (Ao Vivo),190
Borbulhas de Amor (Tenho um Coração),190
Deixa a Fumaça Entrar / Som Original,190
Samba sem letra,190
A Volta do Malandro / Cenário de Mangueira / O Sol Nascerá,190
Era Só Pra Relaxar,190
Right Here Right Now,190
Amor de trapo e farrapo,190
Pagode da saideira,190
Vale Tudo,190
Festa No Morrão / Rap do Silva,190
Mil Pedaços,190
Como É Grande o Meu Amor por Você,190
Desenredo (G.R.E.S. Unidos Do Pau Brasil),190
Samba de Fundamento,190
Deserto,190
História de Nós Dois,190
Como você,190
Lua No Jardim,190
Bom Dia Portela,190
Festa do Zé,190
Essa menina,190
Festejo,190
Rio antigo,190
Minha Fantasia,190
Abre a Roda Iaiá / Festa na Fazenda,190
Abre O Peito E Chora,190
Desistiu de Mim,190
Bom Jesus (Participação especial de Zeca Pagodinho),190
Abraço Afro,190
What A Fool Believes,190
Essa Menina,190
Qué Amá Mamãe,190
Minha Metade (Take Me Now),190
Cuidado Com A Outra,190
O Último Dos Mohicanos,190
Olha Nos Ai De Novo,190
Sonho De Criança,190
Dois De Fevereiro,190
Dicionário,190
O Navegante Negro,190
O Mãe (feat. Bruninho & Davi),190
A Brisa e o Tempo,190
É mentira (Participação especial de Sorriso Maroto),190
Arerê,190
Ares Do Céu,190
Carioca,190
Projeto,190
Não Largo o Leme,190
Promessa De Pescador,190
Isn't She Lovely,190
Intriga da Oposição,190
Cadé a Farinha,190
Doce Melodia,190
Iraê,190
Iracema,190
As Mães do Samba,190
Chorar Jamais,190
Tapinha,190
Velho Sambista/ Violão Gentil,190
Invocada (Participação especial de Léo Santana),190
Investida Fatal,190
Te ensinei certin,190
Prá nunca mais dizer adeus,190
Produto Brasileiro (Tá Maneiro),190
Ive Brussel / O Namorado da Viúva,190
Não Complica,190
Garota Dos Discos,190
A Deusa da Passarela (E Ela),190
Joga No Passinho,190
Clara,190
Capital Do Samba / Exaltação A Mangueira / A Mangueira E Muito Grande / Sempre Mangueira / Semente Do Samba / Boa Noite,190
Francisco de Oxum,190
Se o Caminho é Meu,190
Sintonia,190
Vem Me Dar um Beijo / To Querendo,190
Decida,190
Chora Vagabundo,190
A Culpa Foi Quitéria,190
Seca Do Nordeste,190
A Cor do Meu País,190
Jeito Atrevido,190
Seca do Nordeste,190
Frevo,190
Nunca Mais Ter Que Sentir Saudade,190
Também Pede Bis,190
A Chapa Vai Esquenta,190
Princípio Do Infinito,190
Princípio do Infinito,190
Fria Lição,190
Raio do Meu Peito,190
Trem das Onze / Tristeza / Bom Dia,190
Frisson,190
Velho Menino,190
Psiquiatra,190
A Paz Que Faltava,190
As Coisas Simples da Paixão,190
O Dono da Jogada,190
Incompatibilidade De Genios (feat. Elza Soares),190
As Andorinhas,190
Toque de Tico,190
Pé na Areia (Ao Vivo),190
O Amor Tava Ali,190
Velho Armário,190
Velha Guarda da Mangueira,190
O Amor e o Desejo,190
O Amore É Assim,190
O Apito No Samba,190
Toque de Idalina,190
Te Cantei Pro Mundo,190
Razões de Sobra,190
Chuva De Cajus,190
Rap Do Salgueiro (A Curtição Do Funk),190
Imperador do Samba,190
Imbelezô / Coroa do Mar / Santo Amaro,190
Vai Casar,190
Toque de Cavalaria,190
Disritmia / Deixa Eu Te Amar,190
Qualidade De Vida,190
Bailarina do Mar,190
Iluminada,190
"Dança do Carimbo / Bala de Rifle / Tia Luzia, Tio José",190
Quando Chegares,190
O Famoso Quem,190
Graça,190
Ô Morena Como É Bom Viajar / O Pai da Alegria,190
2005,190
Cidade Tiradentes,190
Do jeito que a vida quer,190
Cafe Com Leite,190
Seja Sambista Também / Sagrado Respeito / Canto Maior / Nosso Fogo / Minha Verdade,190
Não Tem Hora e Nem Lugar,190
Grito de Guerra,190
Tarde de chuva,190
Não Vai Embora,190
Insegurança / Desliga e Vem / Eu Choro,190
Tia Eulalia,190
Cicatrizes / Favela / Amor de Verdade / Caminhos Distantes,190
Tarefas Árduas,190
Trabalhador / Citação Musical: Meu Nome É Trabalho,190
Inimigos por acaso,190
Dizendo por Dizer,190
Diz que Fui Por Aí (Ao Vivo),190
Chorei/ Euforia,190
O Homem Do Pacoval / Sonhar Com Rei Dá Leão / Os Sertões / Arte Neegra Na Legendária Bahia,190
Cajueiro,190
Fé,190
Não É um Sonho a Mais,190
Baile na Casa do Vado,190
Velho Camarada,190
Página Marcada,190
Ô Abre Alas!,190
Aquele Frevo Axé,190
Bahia Morena,190
O Que Será de Mim,190
O Tímido E A Manequim,190
O mundo é de nós dois,190
Labirinto,190
Senhoras Do Ventre Do Mundo,190
Coisa Do Destino,190
As rosas não falam,190
Edredom,190
Quando O Samba Sair,190
O Xamego Da Guiomar,190
Apaixonadamente,190
E o Vento Levou,190
E o Mundo Não Se Acabou,190
É Bom Demais / Caçamba,190
Saí no Rolé,190
O Que Você Fez,190
Bugre do Milênio,190
Apareça,190
Kissamba (Ao Vivo),190
Apartheid,190
Cheiro De Rosa,190
E Se Ela Ligar?,190
Cheiro De Saudade,190
"Vai Sacudir, Vai Abalar ",190
Negro Sim Senhor,190
Sobrenatural / Só pro Meu Prazer / Casinha de Sapê,190
Gostoso Demais (feat. Guadalupe),190
Foi Deus,190
Naquela mesa,190
A Melhor Saída,190
Banho de Cheiro,190
A Minha Fantasia / Ela Mexe Comigo / Paixão Verdadeira,190
"Em Barco Que Navega Malandro Não Navega, Mané",190
Gostava Tanto de Você,190
Brigar Não Tá Com Nada,190
Coisas Da Paixão,190
Oi Nego,190
Tem Tudo a Ver (O Lado B) [Ao Vivo],190
Uma nova paixão,190
Deus É Brasileiro,190
Tropeços Naturais,190
Brigas (feat. Cauby Peixoto),190
Na cara do gol,190
Ao Voltar do Samba,190
Lamento De Exu,190
Água de Oxum,190
Tem Que Ser num Tom,190
Direitos da Mulher,190
Florisbela,190
Nada pra Fazer,190
Cuidar De Mim,190
Mestre Jonas,190
Gosto Como Ninguém,190
Saudade louca,190
Namoradinha,190
O sândalo,190
Cheguei,190
Cheiro de Cerveja,190
Foi Deus,190
A Loura,190
O Samba Melhor do Brasil,190
A Força do Amor,190
Tributo ao Preto Forro,190
Prefixo De Verao (Ao Vivo),190
Cabeça Feita,190
Presença De Paz,190
Noites De Magia,190
Cabeça de Porco,190
Se Você Me Deixar Como Diz,190
Terra de caruaru,190
Nos Braços do Amor,190
Nos bailes da vida,190
Forrofiá,190
Vem Neném / Agachadinho / Nova Dança,190
A Filha Da Vizinha,190
Prestes a Chegar,190
Dona de mim,190
Nosso Amor É Perfeito,190
O Que É Que Essa Nega Quer,190
A Festa Do Santo Reis,190
Jorge De Capadocia,190
Sonho de Amar,190
Dona bêja,190
Sonho Tão Real,190
Força de Golias,190
O Que É Carnaval,190
Cabelo Molhado,190
A Galera,190
Quando O Galo Cantou,190
No Mundo da Lua,190
E Depois (Que Sorte A Minha),190
Nem Tudo Que Sobra É Resto,190
Decepção,190
Neto Alemão,190
Já Que Ta Gostoso Deixa (Mata Papai),190
Cá Pra Nós,190
Se For para Ir,190
O Seu Olhar,190
Senhora Das Águas,190
Chica da Silva,190
Ninguém notou,190
Trilhos,190
Vem Pro Samba / Aquarela Na Quixaba,190
Clube do Remo 100% Campeão,190
No Carnaval Da Paixão,190
Dumingaz,190
Se Levar Fé / Cardápio de Amor / Sou de Arerê,190
Duas saudades,190
O Samba Vem Me Chamar / Samba de Coração,190
Bananeira Mangara,190
O Samba Que Vem Lá de São Mateus,190
Guerreiro Menino (Um Homem Também Chora),190
Dia Do Fico,190
Justiça Gratuita,190
Preciso Te Amar / Coração Radiante / Derê,190
"Violão, Sardinha E Pão",190
A Tua Sombra,190
Quanto Ao Tempo,190
Pisa Nesse Chão Com Força,190
Coração Vadio,190
"Menina, amanha de manha ",190
Matemática do Amor,190
Que Lapa!,190
Você Me Venceu / Paraíso / Nunca Mais Sofrer / Um Dia,190
Pela Vida Inteira Jeito / Moleque de Ser,190
Bicho Solto,190
Pela Sombra,190
Mel Na Boca / Se a Fila Andar,190
Aliás,190
Peixe Com a Mão,190
Hoje Eu Vou pro Samba,190
Amazonia (Inferno Verde),190
Coração brasileiro,190
Eu Nunca Mais Vou Te Esquecer,190
Eu Vou Cuidar de Mim,190
Atrás Da Porta,190
Pisa na Fulô,190
Ah! Se Eu Soubesse,190
Pelos Caminhos Do Som,190
Partido de Fato,190
Mariposas / Volta por Cima,190
Samba Guerreiro,190
Pelo Sinal,190
Mariô,190
Stone Cold Heart,190
"Gererê, Cesta de Ovos, Tô Melado",190
Coracao Leviano,190
Vai Lá Tristeza,190
Madeira e Madureira,190
Sexy Iemanjá,190
Salve São Sebastião,190
Melhor Assim,190
Bloco 1,190
Beijinho no Ombro,190
Bloco Zeca,190
Mensangem De Adeus,190
Bloco Maria Rita,190
Rumo dos ventos,190
Cantando Eu Aprendi,190
Paula e Bebeto,190
Cavaco Emprestado,190
Eu Te Quero So Pra Mim,190
Favela Fashion Week,190
Medley 1,190
Medley 2,190
Pobre Louco,190
Pocotó Beat,190
Vamo Dale,190
Show Particular,190
Pedacinhos Do Céu,190
Bloco Alcione,190
"Medley: Mangueira / Fala, Mangueira / Exaltação À Mangueira / Mundo De Zinco / Levanta, Mangueira / Despedida De Mangueira / Pra Machucar meu Coração",190
Pois é,190
Mais que Amigo,190
Blitz Funk,190
Menino Jesus De Praga,190
Medley: Quando o Sol Brilhar / Surra de Amor,190
Bloco Afoxé,190
Eu Sonhei Com Você,190
"Hoje Tem, Chama as Zamiga",190
Mal Entendido,190
Eu Vacilei / Beijo Doce / Apaixonado pela Sua Amiga,190
Eu Vi o Nosso Amor,190
Você Não Sabe Escutar,190
Quarentena,190
Me Espera / Tira Ela de Mim,190
Paulicéia Desvairada,190
Amigo É pra Essas Coisas,190
Você Não Tem Noção / Minha Namorada,190
Piui,190
Tentações da Vida,190
Eu Tô Contigo,190
Pavio,190
Me Redimi / Megastar / Sinais,190
Farol das Estrelas,190
Cavaleiro Do Cavalo Imaculado,190
Conselho De Pai,190
Mal Resolvida,190
Tenha Pena De Mim (Ai Meu Deus),190
Beijar Na Boca,190
Viva o Sol,190
Corda Bamba,190
Cantigo A Natureza,190
Maratona da Vida,190
Pensei que Era Feliz,190
Pior é que eu gosto,190
Sagrado Respeito,190
De Bobeira,190
Maravilha Te Amar / Cheia de Manias,190
Menina Me dá o Seu Amor,190
Faço fé no amor da gente,190
De Frente pro Crime / Cicatrizes,190
Betcha Wouldn't Hurt Me,190
Expresso 2222,190
Marcas do Sofrimento,190
Conquistador De Cera,190
Pingos De Amor,190
Vai Levando (feat. Chico Buarque),190
Solteirão,190
Sai Dessa,190
Amante Amado,190
Você é a paz que me acalma,190
Pastora dos Olhos Castanhos (feat. Paulinho da Viola),190
Perfume Siamês,190
Caso encerrado,190
Caso Encerrado (Studio),190
Maria das Mercês / Bananeira,190
Vontade Dividida,190
Depois Daquele Adeus,190
Pimba Na Pitomba,190
Faixa de Gaza,190
Manual Da Mulher,190
Swing do Campo Grande,190
Tô Pronto Pra Você,190
Pipoca,190
Quase um Segundo,190
"Maria, Maria",190
Falangeiro de Ogum,190
Mangueira É uma Mãe,190
Casal Sem Vergonha / Malandro Sou Eu / Dor de Amor,190
Vivência no morro,190
Mar De Carinhos,190
Perseguir a Paz,190
Um Bilhete Pra Didi,190
Volta Comigo,190
"Madureira, Lugar Da Raça",190
Summertime,190
Quatorze anos,190
Águas do Senhor,188
Ao Velho Poeta Pixinguinha,187
Última Folia,187
Sonhar Não Custa Nada! Ou Quase Nada...,186
Coincidência,185
Pretexto,185
Ziriguidum 2001,185
Reprise,184
"A lenda das sereias, rainhas do mare",183
Todos Os Sentidos,183
Pra Te Abrigar,183
Rainha Da Pérsia,182
Feitico Da Vila,182
Samba E Amor,182
Chave De Cadeia,182
Novo amor,181
Amor Indeciso,181
Esperanças Perdidas/ Trem das Onze/ Vai Vadiar,180
A Volta Do Ponteiro,179
Carro De Boi,179
Sorte,179
Fotografia De Papel,179
Um a Zero,179
Meu Cobertor,178
Batuqueiro,178
Tudo é Alegria,178
"Quero, Quero (feat. Dexter, Kamau, Melanina MC's, Rappin' Hood & Rashid)",178
Conselho de Vizinha,178
Nem Pra Desconfiar,178
A Cigana,177
Então Leva,177
Poema,177
Contrariedade,177
Chinelo Traidor,177
O Trovador,177
Bebedeira do Zé,177
"Canta Meu Povo, Canta",177
O Galocantô,177
A Forca Do Criador,177
Vou Levando Meu Canto,177
Canto II,177
Corpo Lúcido / Ainda Resta uma Bagagem,177
Alucinação,177
Cuidado Vovó,177
No Meu Barraco,177
Manchou Bordeaux,176
Cadê Maria,176
Profecia,176
Malango Bê,176
Som original,176
Don Juan Virtual,176
"Mané Marcou, Dançou",176
Da Fuga Fez Sua Verdade,176
Oxum,176
Surpresa de Amor,175
Tá Chegando Fevereiro,173
Malandragem Dá um Tempo (Ao Vivo),173
Seu Zezé,173
Golfinho,173
A Casa Aberta,172
Eu Sei Que Vou Te Amar,172
Acalentava,172
"Samba, Ciência da Graça",172
Receita pra Sorrir,172
Acho Que É Meu,172
Mocotó do Tião,171
O Amor É Mais,171
Baile Na Piedade,171
Cantar a Paz,171
Nova Era,171
Amor de Sabiá,171
Por um Triz,171
Sambaião,171
O Vendedor de Caranguejo,170
Prece a Inspiração,170
Mato Queimado / Reunião de Bacana / Mordomia,170
O Lado Bom da Incerteza,170
Madeixa,170
Xodó de Lamparina,170
Profissional,170
Estrela de madureira,170
Branda Liberdade,170
Falsa Patroa,170
Eterno Filme,169
Falsa Bahiana,168
Tarde Em Itapuan,168
Agua De Beber,166
Me Olha Nos Olhos,166
Horas Iguais,166
Pra Cima,166
Antes e depois (Participação especial de Dilsinho),166
Fogo de Saudade / Chorando Estrelas / Aquela Dama (Ao Vivo),166
Quem Tem Carinho Me Leva,166
Dorme Com Deus,165
Leva,165
Sinal Vital,165
Diz Pra Mim,165
Tudo Tem Saída,165
Ruínas,165
Maria De Um Só João,165
Predador (Ao Vivo),164
Melhor Que Nada,164
Vai e Chora,164
Ioiô (feat. Ivete Sangalo),164
Reticências,164
Insensatez,164
Chave e Cadeado,164
Anjo Sem Asa,164
Feliz da Vida,163
Xingú,163
Carol ou Clarisse,163
Um Sim Pra Quem Te Gosta,163
Ilusão Maior,163
De donga a marte,163
Hino da noite,162
Meu Canto Sem Paz,162
Minha Saudade,162
Frevo do Sabere,162
Terça Parte,162
Festa do Círio de Nazaré,162
O Samba Não Tem Fronteiras,162
Tente Outra Vez,162
Fanfarra,162
Sonho de um Carnaval,161
Nega,161
O Bonde Do Dom,161
Voce Confessou,161
Fiz por Você o Que Pude,161
Na Mesa de um Botequim,161
Refazendo a Cabeça,161
Acabou a Colher,161
Saudades da Portela,160
Segundo plano,160
Sabia Cantador,160
Amor Dividido,160
Saudades da Guanabara,160
Candeia,160
"Sem Amor, Sou Ninguém",159
Carrinho De Mao,159
Foi o Teu Amor,159
Vocação,159
Arruda de Guiné (Ao Vivo),159
Cálice,159
Tonga Da Mironga Do Kambulete,159
Elos da Raça,159
Se Segura Malandro,159
Partido Rico,159
Agora Sim,159
Moço da Balinha / Feito Aventureiro,158
Para Tudo / Loucuras do Seu Coração (Ao Vivo),158
Conversa de Malandro: Responsabilidades,158
Coé Jhou,158
Raças Brasil,158
Oceano,158
Até Amanhã,158
Sangue Bom,158
Teco Teco,158
Valeu Pra Aprender,157
A Luz De Tieta,157
Meu querubim,157
Filhos da Mata,157
Pode Acreditar em Mim,157
Narinha e Eu,157
Nada Será Como Antes,157
Cantar,157
Marina,157
Rabo de Saia,157
Vai Saudade (Vinheta),157
Passa e Vira a Cabeça,157
O verdadeiro amor,156
Ela Une Todas as Coisas / Do Jeito Que For,156
Deixa Meu Nome Em Paz,156
O Rock Do Rato,156
Chega de Demanda,156
O Tempo Não Para,156
Fechei a Porta,156
Guardei Minha Viola: Jurar Com Lágrimas,156
Á Primeira Vista,156
Motoboy,156
Meu Caminho,155
Gamação danada,155
Remanso / Liberdade Sonhada / Quero Sentir de Novo,155
O Bonde Do Dom,155
Flores Em Vida (Para Nelson Sargento),155
Criola,155
Apoteose ao samba,155
Nossa Canção,155
Madureira Chorou,155
"Minha Teimosia, Uma Arma Pra Te Conquistar",155
Pode Sorrir,155
Samba de uma Nota Só,155
"Amante, Amor, Amiga",155
Moça Bonita,155
Homenagem À Velha Guarda da Camisa Verde e Branco,155
"Estácio, Eu E Você",155
Vendedor de Bananas,155
De Janeiro a Janeiro,155
Atotô,155
Parabéns pra Você,155
Safado é Safado Mesmo,155
Estou Dez Anos Atrasado,155
Aquarela Do Brasil / Nega Do Cabelo Duro,155
"Devagar, Coração",155
Sem Cavaco Não,155
Lá Vem O Salgueiro,155
A que Mais Deixa Saudade / Tendência / Coisa de Partideiro (Ao Vivo),155
Samba Que Agente Exalta,155
Luiza Manequim,155
Quem Dera Coração,155
Casa De Marimbondo,155
Vem Morena Vem,155
Derramando Lágrimas,155
Jongo do Irmão Café,155
Tropicana,155
Meu Samba,155
Madalena Foi Pro Mar,155
Das Maravilhas do Mar Fez,155
A Fé Remove Montanhas,154
Verdadeiro Bloco,154
Cansei,154
Mulheres / Pôxa / O meu destino é ela,154
Chiclete de Hortelá,154
Simplesmente,154
Vou Ficar No Pagode,154
Louco (Ela é Seu Mundo) (feat. Alcione),154
Menininha do Gantois,154
Pra Ter Seu Bem Querer,154
Candeia,154
Indomável (Participação especial de Belo),154
Música Urbana,154
Aprendendo A Jogar,154
Palladiun,154
"Aguenta a Mão, João",154
Festa O Ano Inteiro,154
Trovador Urbano,154
Merece Respeito (feat. Vou pro Sereno),154
São Gonça,154
Sou O Cara Pra Você,154
Arte de Sonhar,154
Padê Onã,154
Vida Que A Gente Leva,154
Check My Machine [edit],154
Pena Verde,154
Bad Romance,154
Voce Abusou,154
Pintando o Sete,154
Moda Da Barriga,154
Meu cavaco,154
Corre Neguin,154
Eu Vim Da Bahia,154
Coisa de Pele / Utopia / Ôa Ôa (Canção do Amor) / Teu Cheiro / Canto da Razão,154
Foi Ela,154
Vou Deixar,154
Coisa de Partideiro / Jogo de Caipira / Facho de Esperança / Negra / Batucada dos Nossos Tantans,154
Manha De Carnaval,154
O Canto de Oxum,154
Suíte do Pescador (Minha Jangada) / Eu Quero É Botar Meu Bloco na Rua,154
Conselho Amigo / Vida da Minha Vida / Opção,154
Na Fé de Jorge,154
"Vem Cá, Vem Vê",154
Coladinho / Esqueci de te esquecer / Grades do coração / Sabor do teu beijo,154
Que Batuque É Esse,154
Uma Praça é Você,154
33 Destino D. Pedro II,154
O Negócio É Amar,154
Rainha Quelê,154
Beija Eu,154
Morrendo Verso Em Verso,154
Êta Fuzuê,154
E Eles Verão a Deus,154
Lero,154
Amarrei Meu Bode,154
Nega Dadivosa / Talarico,153
Pedaços,153
Na Hora Que a Barriga Ronca,153
Olhar Assim,153
Hora de Partir,153
Nega,153
Demonstração,153
Sem o Teu Calor / Feitiço no Cais,153
Ainda Te Amo,153
Ernesto Galhardo,153
Nega Lili,153
Vou Brigar Com Ela,153
Só Quem Cantou Fui Eu,153
África,153
Buquê De Flores,153
Seja bem,153
Negro É Lindo,153
Quem Me Ouvir Cantar,153
O Namorado Da Viúva,153
Sonhar Com o Rei Dá Leão / A Grande Constelação das Estrelas Negras,153
Cupido Amigo,153
Kid cavaquinho,153
Na Gira do Mundo,153
Nem Dormindo Eu Consigo Te Esquecer,153
Osso Duro De Roer,153
Realidade,153
Cupido Amigo / Lugar Lindo,153
Pau Que Nasce Torto / Melo Do Tchan,153
Em Nome do Amor,153
Isto Aqui O Que É (Silver Sandal),153
Palladium,153
Só um Desabafo,153
Pará Savedra,153
Ela É Carioca,153
Tempo A Bessa,153
Lapa,153
Pra Ser Feliz,153
Deusa Menina / Pra Gente Matar a Saudade / Separação,153
Alegria,153
Verde Que Te Quero Rosa,153
Meu Regresso,153
Lama,153
Vai Vadiar / Coração em Desalinho,153
Tô Achando Que É Amor,153
Brazil (Aka Aquarela do Brasil),153
Você Vai Ver,153
Pra Te Consolar,153
Lambada,153
Pode Chorar,153
Ê Favela,153
Repaginado,153
Você Sabia?,153
Intervalo entre carros,153
Sentimento Enganador,153
Cruel Verdade,153
Quando Sábado Chegar,153
Bole Bole / Pimpolho / Só Quero um Xodó,153
Me Namora,153
Ai Foi Que o Barraco Desabou / O Show Tem Que Continuar / Lábios de Mel / Cohab City,153
Que Paixão Tão Linda É Essa,153
Na Hora do Recreio,153
Deixa Isso pra Lá,153
Meu Pitel,153
"Felicidade, o Seu Nome é uma Favela",153
La Nave Va,153
Interessa,153
La Vem a Baiana,153
Vai Buscar o Meu Banjo,153
O grande presidente,153
Só É Feliz Quem Sabe Amar,153
Serenando,153
Ajoelha,153
Está Chegando A Hora,153
Canção em Madrigais,153
Ela Me Disse,153
Chorando Pelos Dedos,153
Os Bons Sambistas Vão Voltar,153
Samba Valente,153
Ponteiro Tá Girando,153
Nao me deixaste ir ao samba,153
Quem Foi,153
Doce Ilusão,153
Samba da Esperança,153
Luz da Paz,153
Arte do Povo,153
Errare Humanum Est,153
Orixá De Frente,153
Boiadeiro Navizala,153
O Casamento Dos Pequenos Burgueses,153
Coracao Vagabundo,153
Primeira Mão,153
Dona Mariquinha,153
Pro Panamá,153
Viva a Natureza / Doce Felicidade / Tudo É Festa,153
Preciso Desse Amor,153
Samba Internacional,153
Palavra Que Reza,153
Minha Decisão,153
O Segredo Do Feijão,153
Baby,153
Turbilhão,153
Doralice,153
Eu Agradeço,153
Cosa Nostra,153
Boogie,153
Para De Pirraca,153
Nunca mais,153
Tirou Onda,153
Homem Que Chora,153
Massagem,153
Nossa música,153
Bananeira (Remastered),153
Fortaleza / Tempo / Lugarzinho (Participação especial de Tiee),153
Casinha E Luar,153
Cachaça no Tanque,153
Essa Moca Ta Diferente,153
Só Louco,153
Pelo Amor De Deus,153
Baile Familiar,153
Seca no Sertão,153
As Rosas Murcharam,153
Pro Dia Nascer Feliz,153
Bafo De Boca,153
Cara a Cara,153
A Dança Do Bumbum,153
Que Vida É Essa?,153
Já Ninei Neném,153
Tem De Dia Que De Noite É Assim Mesmo,153
Cheiro de Saudade,153
Se o Samba me Chamar,153
Quem Vive de Amor Não Morre,153
Dissimulata,153
Amor Que Eu Nunca Vi,153
Trevas! Luz! A Explosão Do Universo,153
Ralando O Tchan (Dança Do Ventre),153
Cabelos brancos,153
Ave Maria do Salgueiro,153
Alucinado,153
Só Felicidade / Nosso Grito,153
Eu sou assim,153
Batucada,153
Salgueiro Na Avenida,153
Mas Que Menininha,153
Quando eu te Olhei,153
Lua Prateada,153
O Olhar,153
Samba para um Sambista Maior,153
Paixão,153
De Onde Vens,152
Num Impurra Ki É Pió,152
Feliz,152
Aquela Carioca,152
Vagabundo / Música Incidental: Exceções,152
Guerra De Almofada,152
Peleja,152
Céu e Firmamento,152
Sensação (Acústico),152
Na nossa sala,152
Alerta Geral,152
Tá Perdoado,152
Gin,152
Rockin' Robin,152
Um Só Lugar,152
Vou De Samba Com Você,152
Dancin (feat. Luvli),152
Domingas,152
Classificado,152
Noites de Magia,152
O Último Dos Moicanos,152
Lady Furação,152
Me Fala,152
Solitude,152
Coisa da Gente,152
Billionaire (feat. Bruno Mars),152
"Meu Brasil, Meu Doce Amado",152
Mas Quem Disse Que Eu Te Esqueco,152
A Flor do Velho Engenho,152
"O Que é, o Que é (Ao Vivo)",152
Cê Ki Pensa,152
Som da Tamarineira,152
Idade Não É Documento,152
Desde que o samba e samba,152
Dono De Buteco,152
Agora que o Samba Esquentou,152
Ela vai à feira,152
Malandro Bombardeado,152
Luz Que Vem De Lá,152
Sorri pra Mim,152
Dona dos Meus Sonhos (Acústico),152
A Noite,152
Sonho de Malandro,152
Danadinho Danado / Disritmia,152
Oh! Bela,152
Só tinha de ser com você,152
Made In Brasil,152
Chora Chora,152
Tô Ouvindo Alguém Me Chamar,152
O Que Será (À Flor Da Terra),152
Replay (O Meu Time E Alegria Da Cidade),152
Me Solta,152
De Tombar Caminhão,152
Você Não Vale Nada (Ao Vivo),152
Eu To na Boa / Atacante,152
Mambo No. 8,152
Receio O Amor,152
