titulo,valor
Quem Não Sabe Beber,481
Preciso me encontrar,481
Chega de Fazer Pirraça,481
Já Fui Um Aprendiz,481
Quem Tá Com Deus Não Tem Medo,481
Olhando pra Frente,481
Barracão Pegou Fogo/abrigo de Vagabundo,481
A Festa é da Massa,480
Lugarzinho,480
Reinventar,479
No Morro É Assim,479
No Silêncio da Madrugada,479
Me Erra,479
Defunto Morto Não Fala,479
Cavaquinho Camarada,478
Preciso de Carinho,478
Tô Te Querendo,478
Garota de Ipanema,478
Lua de Poeta,477
Máscara Negra,477
A Luz Do Vencedor / O Sonho Não Acabou,477
Amor Atrevido,476
Perco a linha,476
Lindo É Você Ser a Minha Mulher,476
Sequestraram Minha Sogra (Ao Vivo),476
Pedindo Bis,476
Nas Rimas do Amor,475
Renascer das Cinzas / Tudo Menos Amor,475
Logo Eu?,475
Fim Da Tristeza,475
Faz Parte Do Meu Show,475
"Rio, Samba, Amor e Tradição",475
Coração em Desalinho,475
Rio,475
Geni E O Zepelim,475
Manha de Carnaval,474
Canto de Ossanha,474
Prudente,474
O Rei da Felicidade,474
"Canta, Sabiá",474
Samba da Matrafona,474
"Zé Inácio, Pai Véio",474
Deixa Clarear / Sou de Arerê / Dança do Caxumbu,474
Rei Do Gatilho,474
Só Vendo Que Beleza (Marambaia),474
Lua Vem Me Ver,474
Até Ver Você (hahaha),474
Perdeu pra Cerveja,474
Deixa pra Amanhã,474
O Xote das Meninas,474
Renúncia,474
Celeuma / Fato Consumado,474
Boate Azul,474
Elza Deusa Soares,474
Zamba Ben,474
"Insensato destino / Vai lá, vai lá",474
Pra Que Negar,474
Voltar a Paz,474
Bem no Íntimo / Primavera,473
Tá Tudo Errado,473
Brasil Mestiço Santuário Da Fé,473
Assobiar Ou Chupar Cana,473
Sampa,473
Você Em Mim,473
Ela É Carioca,473
Eterna Alegria,473
Estou Mal,473
O Que É Que a Baiana Tem?,473
Samba De Uma Nota Só,473
"Meu Samba é Luz, É Céu e Mar",473
Não Tem Hora Nem Lugar,473
Angela / Eu e Ela (feat. Neguinho Da Beija Flor),473
Mais Que Amigo/Nuance/Acordar Com Você,473
Do Lado Direito Da Rua Direita,473
O Morro Não Tem Vez,473
Riquezas do Brasil,473
Rei da Madrugada,473
Preta,473
Pode Me Chamar,473
Tarde em Itapuan,472
Meu Mundo É Hoje,472
Dolores,472
Moeda,472
Nó,472
Mel pra Minha Dor (feat. Katinguelê),472
Fim da Nossa Aliança,472
Vem Ni Mim,472
Esses moços,472
Lei do silêncio,472
"Tá Rindo, É?!",472
Quero Ver Você De Perto,472
Se Todos Fossem Iguais A Você,472
Espumas Ao Vento,472
Vai Atrás da Kombi,472
Amada Amante,472
Malandrando,472
Folha morta,472
Neon,472
Sem Saída,472
O Morro Não Engana,472
Seu Rio Meu Mar,472
Alimenta Meu Sonho: Para de Bobeira,472
Falso Malandro,472
Nervos de aço,472
Saudade da Bahia,472
Pedro e Teresa,472
O Bêbado e a Equilibrista,472
Nem Todos São Amigos / Dona Carola,471
Papel De Pão,470
Fria lição,470
Na Propria Palma,469
Incondicionalmente,465
Trevo de Paz: Arco,464
Lágrimas,463
Encanto Da Paisagem,463
Saudade E Flores,463
Batuque de Crioulo / Hora do Seu Tempo,463
O Som Do Samba / Música Incidental: Estrada Do Sol,463
É Bom Demais,462
Amaro a Xerém,462
Olerê Olará (Se Duvidas),462
Saco cheio / Quando eu contar iaiá / Quem não dança segura a criança / Moleque atrevido,462
Universo de Prazer,462
Senhora liberdade,462
Três Palavras/Perd¦o E Paz/Canto Pra N¦o Você Chorar,461
Sonho de Amor,461
Vai Amigo,460
Sujeito Enjoado,460
Sujeito Pacato,460
Nego Vem Sambar,460
Eu Não Vou Pedir Maleme,460
Dona Maria Luiza,459
Linda Mimi,459
"Saigon / Na Rua, na Chuva, na Fazenda / Oceano / Encontro das Águas ",458
Começaria Tudo Outra Vez,458
Deixa Eu Ir a Luta,457
Balanço por Você,457
Coração Deserto,457
Ponto De Interrogação,457
Aliança no Dedo,456
Metamorfose Ambulante,455
Nervos de Aço,455
Nelson Sargento,454
Lendas E Mistérios Da Amazônia,454
"Maria Bethânia, A Menina Dos Olhos De Oyá",453
Mas quem disse que eu te esqueço,453
Telegrama / Mega Star,453
Linha De Frente,453
Cartão Postal / Gamei,453
Qualquer Dia Desses,452
Rapaz Folgado,452
Ingrata,452
Um Amor Só Meu,452
Me Dê Motivo,452
Eu Bebo Sim / Salve a Mocidade / Ôba,450
Malígna Mania de Amar,450
Mambembe,450
É isso aí (Isso é problema dela),450
Doido por Xodó,449
Jornal da morte (Uma edição extra),449
Mãos,448
Anjo Meu,448
Vem Meu Amor,447
O Canto da Razão,447
Clube Da Esquina Nº2,447
Benditas,446
Pixote / Alô Gatinha,446
Pra Que Discutir Com Madame?,446
Coisa Louca / A Razão Da,446
Menina de Cabelos Longos / Deixa Eu Te Amar,446
Ilusão,445
Desencana,445
Idioma Esquisito,445
Lá De Angola,445
PERFUME DE CHAMPANHE,445
A primavera e nós dois,445
Tá Faltando Boi,445
Lilás,445
Se o Samba Começar,445
Adepto do samba sincopado,445
Mais Que Um Sorriso,445
Enlouqueci,445
Sambinha Bom,444
Negro Drama,444
Pra Nossa Vida Amanhecer,444
Dama Ideal,444
Fermento pra Massa,444
"Silêncio, Tamborim",444
A Vida E Dura,444
Fuga,444
Casal Maluco (Ao Vivo na Fonte Nova),444
Chico Buarque Da Mangueira,444
Divino Maravilhoso,444
Cabritada Mal Sucedida,444
Lá vem o Brasil descendo a ladeira,444
"Vem Quem Tem, Vem Quem Não Tem",444
Milhares de Sambas,444
Bamba de Berço,444
Sinhá de Minas,444
Charlie Brown,443
Magia do Amor,443
Efeito Do Amor,443
Doce Paixão,443
Bem Além,443
A Volta Da Gafieira,443
Forró do Xenhenhem,443
Conflito Interior,443
Queri Tanto Lhe Ver,443
Receita de um Samba Raíz,443
Mini,443
Parei na Quebrada,443
Linguagem do morro,443
Extrapolei,443
Ja Que Ta Gostoso Deixa (Mata Papai),443
Fim de Semana no Parque,443
Sem Hora para Voltar,443
Formula Mágica de Paz,443
Sacanagenzinha (Ao Vivo),443
Só Vou De Gíria,443
Proteção As Borboletas,443
Massarandupió,443
O Tic,443
A Profecia,443
Diário de um Detento,443
Lundu Da Rapariga,443
O Dono da Dor,443
Tem Que Ser Malandro,443
Amor A Vera,443
Numa cidade muito longe daqui (Polícia e bandido) (Participação especial de Marcelo D2),440
Nunca Mais,438
Noites Traiçoeiras (feat. Padre Marcelo Rossi),437
Juracy,436
Testemunha Ocular,433
Chão de Giz,431
Da Melhor Qualili,430
"Que Preta, Que Nega ",428
Samba Cura (Noite Fria),427
Quem De Nós,426
Pimenteira,425
Lá Vem Salgueiro,425
Pra conquistar teu coração,425
"Você, eu e a orgia",424
Povo Guerreiro,422
Quer Bagunçar,420
Cheia de Manias / Cilada / Mata Papai / Fricote / Pimpolho / Bom Bocado,419
Amantes,418
Falando Segredo / A Gente Bota pra Quebrar,418
Toalha de Mesa / Pedrinhas de Cor / Idade de Fazer Bobagem / Marina / Bolada Nº 7 / O Negrinho e a Senhorita / A Volta por Cima,418
Partidos: Ô Irene / Bagaço da Laranja,417
Negaboy,417
Mulata Faceira,417
Trocando em miúdos,416
Ainda É Tempo pra Ser Feliz,414
Além Dos Sonhos da Ilusão,413
Chamego de Pai,413
Vida Alheia,413
"O Daqui, o Dali e o de Lá ",413
Pétalas De Rosas,412
Multirão de Amor,412
Mar de Carinho,411
Me dá teu amor,410
O Samba / Mulher Perversa / Abra as Vistas Rapaz,409
Fermento Pra Massa,409
Ao Som do Tambor,409
Outro Recado,409
O Samba É a Nossa Cara,409
Mandei um Toque,409
Fui bandido,406
De Latinha Na Mão,406
São Paulo Chapadão Da Glória,406
Vê Se Não Demora,405
Pagode da Saideira (Não Vou Tomar Mais Saideira),405
Amor Demais,405
Festa para um Rei Negro (Samba Reizado) [Pega no Ganzê],405
De Álcool ou Poesia,404
Me Socorre Aê,404
Samba Do Aviao,404
Saudade Arregaça,404
Chega Pra Sambar,403
Olhos Sentimentais,403
Causa Mais Nobre,403
Cama e mesa,401
Minta meu sonho,401
O Homem Falou,400
O Tempo Não Pára,400
A Mangueira mora em mim,400
24 Meses,399
Meu Samba É Duro Na Queda,399
O Morro Nao Tem Vez,399
Minha Razão,399
Trago No Meu Pandeiro,399
Andei Lá,399
Amantes Da Noite,399
Aquela Dama,398
Nosso Jeito De Amar,398
Ya Yá do Cais Dourado,398
Gente Bonita,398
Saudosa maloca,398
O que é o que é,398
Curto Circuito,397
Trilha Sonora,397
Neguinho Poeta,397
Só Me Dá Prazer / Na Palma da Mão,397
"O ""X"" do Problema",396
Cuidado Com a Inveja,395
Samba Da Preguiça,395
Noites Cariocas,394
Esqueci de Te Esquecer,394
Rosalina,394
Duas Paixões / Shortinho Saint,393
Horizonte Melhor,393
Milla,393
Casa Amarela / Madrugada Linda,392
Amor Barato,391
Sob A Luz Do Candeeiro,390
Exaltação a Tiradentes,389
Chico Rei,389
Obsessão,389
Vai Vadiar (Ao Vivo),388
Lugar Que Eu Quero Morar,388
Tim Dom Dom,388
Aquele Abraco,388
Dormi no Molhado,387
Sintoma De Amor,387
Eu nunca amei assim,387
É o Amor,387
Quero Você,386
O Tempero de Iaiá,386
Bangú I,386
Samba no Chão,386
O Rato Roeu,386
O Amor,386
Oferendas / Pra Gente Se Amar,385
A Vitória Demora Mas Vem,385
Minha deusa,385
Parei e Pensei,385
Sargento,385
Din Din Din,385
Navio Desengano / Minha Confissão,385
Alma Gêmea,384
Escravo da Dor,384
Pau De Arara,384
Moema Morenou,384
Consolação / Formosa / Pra Que Chorar,384
Rajada Na Idéia,384
Passado De Glória,384
O Pacto,384
Riquezas Do Brazil (Samba Enredo),383
Santa Clara Clareou / Emoriô,383
Medley: Viola De Maçaranduba / Mocotó Com Pimenta,383
Caro Amigo Bezerra,383
Rei do Gatilho,383
Esqueço da Hora,383
Chave de Cadeia,383
Coração Bobo,383
Homenagem Ao Mestre Cartola,383
Sem Rancor,383
Desabafo do Juarez da Boca do Mato,383
Ninguém Vale Dor e Despedida,383
Senhora Da Canção / Sonho Meu / Mas Quem Disse Que Eu Te Esqueço / Tiê,383
O Mar,383
O Medo de Ficar Pobre,383
Filhos De Vera Cruz,382
Estação Derradeira,382
Cuidado Com a Outra,382
Na Subida do Morro,382
Dona Da Minha Alegria,382
Milagre Brasileiro,382
Coisa Ruim,382
Cor de Brigadeiro,382
Sublime Pergaminho,382
Tem Gente,382
A Cigarra e o Samba,382
O Grande Presidente,382
O Bom Sonhador,382
Taxi Lunar,382
O Político,382
Deixa Estar,382
Eu Nasci,382
Vigia Sagáz,382
Pra Oxossi Dançar,382
Rua da Amargura,382
Pra conquistar teu coração,382
O Nosso Canto,382
Fenômeno,382
Aqueles morros,381
"Portela Querida/Ausência/Dinheiro Vem, Dinheiro Vai",381
"Polícia, Bandido, Cachorro, Dentista / O Que Pintar Pintou",381
Sururu,381
Murmúrio,381
Na Palma Da Mão,381
Rosas Do Mar,381
Eu Quero É Mais,381
Zé Meningite,381
A Bandeira Do Acari,381
Na Linha do Mar / Beija,381
Samba Sem Viola,381
Cabrochinha,381
Migalhas De Amor,381
Sincopado Ensaboado,381
Calmaria e Vendaval,381
Abertura: É D’Oxum / Sou de Arerê,381
Catatau Nervoso,381
Meu Refrão,381
Altas Horas,381
Lua Nova (Pra Balançar),380
Deusa Da Minha Paixão,380
La Traviata / Act 1: Libiamo ne'lieti calici,380
Praieiro,380
Cuida de Mim,380
Nega Olívia,380
Sem Você,380
Ela Mexe Comigo / Minha Fantasia / Para de Papo,380
Qual É,380
Fica Depois De Madureira,380
Porta Estandarte,380
Não Te Dou Meu Perdão,380
Tempo de Aprender/Momentos,380
Vou Vivendo,380
O Apito Zuou,380
Monalisa,380
Será Que Isso É Vida,380
Tire O Cavalo Da Chuva,380
Tempo de Glória,380
"Eta Mulher Traiçoeira/Tô Legal, Chega",380
Chegou a Bonitona,380
"Deixa, Deixa",380
Viajando No Espaço,380
Malandro Já Nasce Malandro,380
A Lã E O Cobertor,380
A Deusa da Passarela,380
Penetra Por Profissão,380
Perdido Na Madrugada,380
Salve Ela,380
Salve Ela,380
Greve De Amor,380
Búzios e Tarôs,380
Tributo a um Bamba,380
Mamãe Passou Açúcar Em Mim,380
Quem É de Deus,380
Razão Corinthiana,380
Feito Pra Durar,379
"Verdade / O Que É, O Que É? ",378
Raiz,378
O Gás Acabou,378
Já curei minha dor,378
Disritmou,376
Quando louvar partideiro,376
Segura a Nega,375
Amor à primeira vista,375
A Roda Morreu,375
Nao Quero Saber Mais Dela,374
"Chora, Carolina ",374
"Zé Ferreira/Trepa No Coqueiro/Poeira Do Caminho/Chora Viola, Chora",374
Mel Pra Minha Dor,373
Ideologia,373
Suor no Rosto,373
Dizem Que o Amor,373
Tudo Tem Seu Tempo,373
Bola Pra Frente,372
Pode Guardar As Panelas / Perdoa,372
Bela Manhã,372
Samba de Botequim,372
Vizinha,372
Deixa eu te querer,372
Belo Encontro,371
Não posso viver sem ela,371
Começar De Novo,371
Pra Dor Me Esquecer,371
Paz E Arroz,371
Dona da Casa,371
"Vem Sambar, Vem Sambar",371
Campo Minado,371
Pra ser feliz,371
Que Pais É Este,371
Depois do Prazer,370
Falso Pai de Santo/ Rabo de Saia,370
Sonhos e Planos (Sou Eu),370
Resto De Esperança,370
Ninguém Tasca,370
Carro de Boi,370
Mal Acostumada,370
Liberdade Plena,370
Disfarça e Chora,369
Você Não Entende Nada,369
Coisa Mais Linda,369
Depois do Temporal,369
Cohab City,369
Salaminho,369
Maior é Deus,369
Iolanda,369
Boate Azul,369
Ói nóis aqui tráveis,369
Respeito As Favelas,369
A paz (Participação especial de Reinaldo),369
As Andorinhas,369
Cuca Quente / Se a Fila Andar,368
O Samba Me Chamou,368
De Volta Pro Aconchego,368
Samba da Minha Terra,368
Pra Você Voltar,368
Caco Velho,368
Rio Antigo,367
Poeira Da Idade,367
Mulher de Paletó,367
A Giria É Cultura Do Povo,367
Encontro Das Aguas,367
Bacubufo no Caterefofo,367
O Sol Nascerá,364
Sorriso Negro (Ao Vivo),364
Camisa 10 / Curtindo a Vida,364
Como Dizia o Mestre,364
Ofício Sambista,363
O Orvalho Vem Caindo,362
Vesti Azul,362
Apaixonadin (feat. Thiaguinho),362
Verão para Te Aquecer,362
O Bom De Bola,362
Profissão,361
Paciência (Participação especial de Ludmilla),361
Bateu A Responsa,360
Flamboyant,360
Primeira Estrela,358
Loucura,358
Choque De Ordem,357
Linha de Passe,357
Tá Frio Lá Fora,357
Olha A Rima,357
Sem Perceber,357
Asas,357
Volta de Vez pra Mim,356
Ministério Da Saúde,356
Sem Ela Não Dá,356
Cohab City / Vem Pra Cá / Beijo Geladinho,355
"Jequitibá / a Surdo um / Exaltação À Mangueira / Chico Buarque da Mangueira / Atrás da Verde e Rosa Só Não Vai Quem Já Morreu / Maria Bethânia, a Menina Dos Olhos de Oyá ",355
Jurar Com Lágrimas,355
Amor difícil,355
"Prazer, eu sou Ferrugem ",354
Encanto da Paisagem,354
Nosso Filme,354
Não Quero Saber Mais Dela / Que Mulher / Mulher Ingrata,354
Coração Feito Menino,354
Você e eu,354
Disfarça,353
Mundo de Ilusão,353
O Poder da Criação,352
Como Eu Era Importante ao Lado Dela,352
Promessas,352
Afoxé de Oxalá,352
Fernando de Noronha,352
Jaguatirica,352
Mulher Bicuda,351
Dois peixinhos,351
Memórias De Um Sargento De Milícia,351
Virou Religião / Poder de Sedução,351
Teor invendável,351
Yáyá Massemba,351
Baiana Serrana/ Serei Teu Ioiô/ Vem Menina Moça,351
Mustang Cor De Sangue,351
Nossa Batucada,351
Me Arrependi,350
Não Seria Justo,350
"Alegria, Alegria ",350
Samba do Ernesto,350
Recaída,349
Penacho de Aroeira,349
Morena Do Mar,349
Baile No Jardim,349
Segunda Opção (feat. Mart'nália),348
Banho de Folhas,348
Ilha De Mare,348
Se,348
Ninguém Ama (Ao Vivo na Fonte Nova),348
Será,348
Contos de Areia / Ilu Ayê (Terra da Vida),347
Congênito,347
Não Te Darei Esse Prazer,347
Como Nunca Amei Ninguém,347
Meu Sofrimento / Tudo Mudou Tão de Repente,347
"Zumbi dos Palmares, Zumbi",347
Nas Veias Do Brasil,346
Chega de saudade,346
Minha Comadre/Garçon,346
Monstro É Aquele Que Não Sabe Amar. Os Filhos Abandonados Da Pátria Que Os Pariu,346
Contentamento,346
Coração da Massa,346
Sinuca de Bico,346
Século do Samba,346
Ya Ya do Cais Dourado,346
Dilúvio de Solidão,346
Lã do Meu Cobertor,346
"Mulher, patrão e cachaça",346
O Mestre Sala Dos Mares,346
Noite Dos Mascarados,346
Ária Cantilena No. 1 das Bachianas Brasileiras No. 5,346
O Valor do Dinheiro,346
Festa,345
Sem Radar,345
Todo Menino é um Rei (Ao Vivo),345
Só Pra Ver Você Sambar,345
Batucajé,345
É dela que eu gosto,345
Águia na Cabeça,345
Flor,345
Feira de São Cristóvão,345
Prisão Especial,345
Coisa De Pele (Ao Vivo),345
Das Maravilhas Do Mar,345
Na Voz do Povo,345
Pássaro Sem Ninho,345
Pena de Morte,345
Trovão / Dói Demais,345
Piranha,345
Cavaco Vadio,345
Haja Amor,345
A Cartela,345
História do Brasil,344
Curto Circuito / Fala / Te Amo,344
A Bata da Vovó,344
Moleque Atrevido / Onde Mora o Pagode / Essa É a Hora,344
Ai maria,344
Tudo Acabou,344
Cacique a Consagração,344
Nosso Samba,344
Bilhete,344
O Que Vier Eu Traço,344
Morenguera Contra 007,344
Dama Ideal,344
"Um Ai, Ai Pro Meu Amor",344
Já Faz Tempo,344
Filhos da fé,344
O amor que eu guardei,344
Vivo Pra Você,344
Noite Dos Mascarados,344
Quem Dera,344
Se Liga Doutor,344
No morro da casa verde,344
O Loca,344
Preste Atenção,344
Samba Na Medida,343
Gato Manhoso / Dona da Minha Sina,343
Toda Menina Baiana,343
Menina Mulher da Pele Preta,343
Julgamento,343
Cada Dia Mais Amor,343
Dona Clementina,343
Virou Religião / Poder de Sedução,343
Mainha Me Ensinou,343
Água de Chuva no Mar (Ao Vivo),343
Presepada do Mané,343
Mete a Mão Que Tu Vai Ter,343
Mascara Negra,343
Deus É Quem Ilumina,343
Onde Está Meu Boi De Guia?,343
Festa Para Um Rei Negro,343
A Nega Da Gafieira,342
Minha Fé (Ao Vivo),342
Orgulho de um Sambista,342
O Baile Todo,342
A paz,342
Saudosa Mangueira,342
Jeitinho Manhoso / Sincera,342
Filho Da Simplicidade,342
Saudade do Poeta,342
A Lapa,342
O Malandro,342
Papo do Samba,342
Filmando Na América,342
Baiana Serrana / Serei Teu Ioio / Vem Menina Moça,342
Risoleta,342
Fui Ao Japão,342
Poeta Do Morro,342
Zagueiro,342
Perfume de Champanhe,342
"Eu, Hein, Rosa!",342
O Negócio é Amar,342
Caninana (Ai de Mim),342
Eu Sou do Samba,342
Neguinho poeta,342
Ressuscita Ele,342
Aquele Abraço,342
Odara,342
Bêbadosamba,341
Galocantar,341
Eu Amo Você,341
Sorri,341
Tarde Demais / Tô Te Filmando / Quando a Gente Ama,341
Estonteante,341
Pelo Telefone (feat. Vó Maria) [Ao Vivo],340
Emoção sincera,340
Parabéns,340
Razão de Viver,340
Rancho de Amor a Ilha,340
Alma Gêmea / Dom De Sonhar,340
De Lá,340
Segura Onda,340
Eu Só Quero um Xodó / Maravilha Te Amar,340
Verdade / Posso Até Me Apaixonar,340
Cara De Pau,340
Maria Rita / O Sol Nascerá / O Menino de 47,340
Fumo de Rolo,340
Bagaço da Laranja,340
Eterna Procura,339
Nada De Pensar Em Despidida,339
Pra Gente Ficar Legal,339
"A Vila Canta o Brasil Celeiro do Mundo, Água No Feijão Que Chegou Mais Um",339
Coisas da Vida,339
Muita Calma Nessa Hora,339
Vai acontecer,339
Anos Dourados,339
O Neguinho e a Senhorita,339
Azul Sem Fim,339
"Teu ""M"" Eu Trago Na Mão",339
Duas Vidas Num Só Ideal,339
Velha Guarda do Império,338
Pétala,338
Alvorada / Ao Amanhecer,338
Pout Pourri: Separacao / Cilada,338
Conselho de Amigo,338
Ó Nêga,338
Eu Só Quero um Xodó (Ao Vivo),338
É Para Ficar,338
Eternamente / Búzios e Tarô,338
Incompatibilizado,338
Tirilê,338
Resumo,338
Tempestade,338
Cavaco emprestado,338
Seleção de Partido Alto: Samba na Tendinha / Já Clareou / Não tem Veneno / Olha Hora Maria,338
Não Dá Mais Sem Você,338
Danadinho Danado,338
Cordel dos Mortais,338
Don Juan,338
100% Você,338
Cintura da Rapaziada,337
Poder da Criaçao,337
Pra você dar o nome (Participação especial de Thiaguinho),337
Tudim,337
Megastar,336
Eu te homenageava (Participação especial de Nego do Borel),336
"Dança do Bole, Bole",336
Pagode Formado,336
Amor E Amizade,336
Explosão De Alegria,336
Sempre a Sonhar,335
Três palavras (Participação especial de Suel),335
Para de Falar Tanta Besteira,335
Camisa 10,335
O meu coração tem medo,335
Os Sabores da Mulher,335
Dona Zica e Dona Neuma,335
"Luz, Cama e Ação ",335
Minha namorada,334
Teu Beijo,334
Já Fui de Você,334
A Musa Da Praia,334
Viver Sem Ti,334
Saudades do Amor,334
Cantor de Sacola,334
Ponto para Os Negrithin,334
Teste De Conhecimento,334
Não Tenho Lágrimas,334
O Canto da Sereia,334
Uma Simples Carta (Ao Vivo),334
Vou Voltar Pro Rolé,334
Iluminada,334
Santo Amaro Ê Ê / Quixabeira / Reconvexo / Minha Senhora / Viola Meu Bem (Ao Vivo),334
Triste,333
Eu Já Te Quis um Dia,333
Davi (Participação especial de Péricles),333
Cantando,333
Quem Errou,333
Eu sou feliz assim,333
Foi Inevitável,333
Leite Condensado,333
Na Boca do Povo,333
"Caraca, Muleke! ",333
Flashback (Participação especial de Marcos & Belutti),333
Saudade não é solidão,333
"Hey, Mundo! ",333
Saia da Casa dos Outros,333
Tá com Deus,332
Vai Acabar Sem Ninguém,332
Pagode Da Cigana,332
Tumulto No Canavial,332
Pega Essa,332
Chupa Cabra,332
A Gente Se Pá,332
Em Sua Direção,332
À Deriva,332
E Aí que Quebra a Rocha / Viola em Bandoleiro,332
Palmas,332
Lá Vem a Baiana,332
O Bicho Que Deu,332
Eu Te Uso e Sumo,332
Medida Provisória,332
Hoje a Noite é Nossa,332
Serra Dos Meus Sonhos,332
Tanto Fez ou Tanto Faz,332
Trinta Graus,332
Baião da Penha,331
Noite pelo Dia,331
Samba de Verão,331
Ano de Eleição,331
Não é assim,331
Muleke Conquista,331
Samba da Antiga / Olha o Samba Sinhá / A Flor e o Samba,331
Levada Desse Tantã,331
Não Sei Se Te Mereço,331
Noites de Luanda,330
O Ideal É Competir,330
Lalau,330
Gema (342 Amazônia ao Vivo no Circo Voador),330
Sorriso Negro,330
Meu Compadre,330
Dedo Na Viola,330
A.M.O.R. Amor,330
Questão Familiar,330
Rainha das águas,330
Um Samba pro Ciro Monteiro,330
Viaduto Santa Efigênia,330
Meu Poema de Você,329
Show Tem Que Continuar,329
Jequitiba,329
Plac Ti Plac,329
Forró no Cafundá,329
Mal Entendido / Dia de Sol,329
Questão de Fé,329
Tão Linda,329
Seleção De Sambas Da Mangueira,329
Uma nova paixão,329
Põe Dendê e Tempero,329
Faz,329
Além do Centenário,329
Luz da light,329
Tem Validade,329
Influência do Jazz,329
Pimenta no Vatapá,329
Sonho de um Sonho,329
No Morro Do Piolho,329
Quando a Dor Já É Demais,328
Vai (Menina amanhã de manhã),328
Set #1,328
Pagodão (feat. Alcione),328
Ao Romper Da Aurora/Choro Sim,328
"Vira, Virou, A Mocidade Chegou",328
Simples Desejo,327
Pra Minha Mina,327
Marejou,327
Estar Apaixonado (Sem Moderação),327
Balada nº 7,327
Coração Vagabundo,327
Sacode,327
"Loka, Loka ",327
O Samba É do Bem,327
Copacabana,327
Transformação / Mas Quem Disse Que Eu Te Esqueço / Passado de Glória / Tristeza,327
Vai e Vem,327
Tratamento de Rainha,327
Um Samba Merece Respeito,327
Vou Partir,327
Deus Quer,327
Sem Vergonha,327
Ou Tudo Ou Nada,327
"Iemanjá, Desperta (Dique Um Mar De Amor)",327
Fases do amor,327
Sou Negrão,327
Enredos Ideais,327
Todo Amor Do Mundo,326
Quero Alegria,326
Eu Fico,326
Deus Não Me Esqueceu,326
All Star (feat. Xanddy),326
Uns e Alguns,326
Popará,326
João Ninguém,326
Arriba Saia,326
Conto de Pescador,326
Vem Chegando Chega Mais,326
Pururuca,326
Tá Faltando o Que?,326
Vê Se Eu Estou Na Esquina,326
Refem Da Solidao,326
É Tarde Demais / Cartão Postal / É Tempo de Aprender / Mô,326
Giro de 360 / Brilho no Olhar / Se a Fila Andar / Lucidez,326
Diferente,326
Cidade Lagoa,326
Vapor de Arerê,326
A Sereia Guiomar,326
Meu Desejo,326
Um Amor Em Cada Coração,325
Ultimo Desejo,325
Não Quero Mais Amar a Ninguém / Pranto de Poeta / Todo Tempo Que Eu Viver,325
Coisinha do Pai/Vou Festejar,325
Diz Que Fui Por Ai,325
"Amante, Amor, Amiga ",325
Meu Lirismo,325
Esfria a Cuca,325
Liberou Geral (feat. Sandra De Sá),325
O Samba Nunca Foi De Arruaca,325
A Paz Que Faltava,325
Na Beira do Prato (feat. Thiaguinho),325
Vou Me Embora Pra Bem Longe,325
Aproveite,325
É Bom a Beça,325
Água de Beber,325
Samba de Fato,325
A Cor Da Esperança,324
"Cabô, Meu Pai",324
Já Era (Palavra),324
Tesoura Cega,324
Bom,324
Folhas Secas / Exaltação à Mangueira,324
Mensageiro do Amor,324
Bons Ventos,324
Cria do Samba,324
Com A Vida Que Pediste A Deus,324
A Necessidade (Ao Vivo),324
Sem Compromisso (Ao Vivo),324
Tempo de Aprender / Energia Surreal / Ela Mexe Comigo / Deixa Acontecer (Ao Vivo),324
Fico Assim Sem Você,324
Quem sabe isso quer dizer amor,324
O Amor Chegou,324
"Quando Eu For, Eu Vou Sem Pena",324
Nunca,324
Vai Trabalhar Vagabundo,324
Vestido Tubinho,324
Dona do Meu Camarim,324
Disritmia / Andança / Aqui É Meu Lugar / Brilho no Olhar / Num Corpo Só,324
Mais quem disse que eu te esqueço,324
Casa De Bamba,324
A Amizade é Tudo (feat. Thiaguinho),323
Apitaço,323
Coração na Voz,323
Requebra Morena,323
Sogra,323
Se Não For Amor / Charlie Brown,323
Amor De Malandro,323
Tarzan (O Filho Do Alfaiate),323
Proezas do Coração,323
Xequeré,323
Tudo de Mim,323
Um samba no bexiga,323
Fogo No Paiol,323
Recado Ao Poeta,323
Nota Máxima,323
Para Tudo,323
O Dono Das Calçadas,323
Vestida De Samba,323
De Frente pro Mar,323
Estrela Do Mar,323
A Rainha do Sistema,323
Peguei um Itá no Norte,323
Lenço No Pescoço / Rapaz Folgado / Mocinho da Vila / Feitiço da Vila (Trecho) / Conversa Fiada / Palpite Infeliz [Trecho] / Frankenstein / Terra de Cego / Deixa de Ser Convencida,323
Mais uma Paixão,323
Colcha De Retalho,323
Demoro,323
Academia Do Samba,323
Meu Sorriso,323
Lero Lero,323
Terreiro de Safado,323
Palpite (Ao Vivo),323
Pedi ao Céu,323
Em Nome Da Alegria,323
"Tudo Passa/ O Grande Fingimento/ Vem, Oh Linda!/ Vou Navegar",323
Acalanto / O Mar Serenou,323
Oração Ao Tempo,323
Rabo de Cometa,323
Jogo de Azar,323
Samba Du Bom,323
Inocente Fui Eu,323
Cara do Gol,323
Virada,323
Com Que Roupa,323
Conselheiro,323
Fé em Deus,323
Samba meu,323
Hino Vira,323
Só você não vê,323
Águia de Haia,323
Tantas Você Fez,323
Tô Fazendo Falta (Ao Vivo),323
Nuance,323
Ninguém É Dono De Ninguém,323
Cadê Ioiô / Bagaço da Laranja / Quando Eu Contar,323
Mestre Coração,323
Se Você Visse,323
