titulo,valor
A Imperador Reluz Esperança Com... Don Quixote Dela Mancha,1350
O Teu Cabelo Não Nega (Só da lá Lá),1349
É Mentira,1348
R9 O Voo Real Do Fenômeno,1341
Sonhar Com o Rei Dá Leão / A Grande Constelação das Estrelas Negras,1340
Versando Nogueira Nos Cem Anos do Ritmo Que É Nó Na Madeira,1333
Nos Meus 60 Anos De Alegria: Sou Vila Maria,1331
Pra Tudo Se Acabar Na Quarta,1330
"Coré Etuba | a Ópera de Todos Os Povos, Terra de Todas As Gentes, Curitiba de Todos Os Sonhos",1330
Os Papagaios Amarelos Nas Terras Encantadas Do Maranhão,1329
O Que Conta No Faz de Conta (feat. Felismino Soares Dos Anjos (Pê Santana),1325
Coisinha do Pai,1314
Nenê da Vila Matilde,1309
"Mae, Baiana Mae",1299
O Mundo Melhor de Pinxinguinha (Pizindin),1293
1910 Burro na Cabeça,1284
"Verde, Amarelo, Azul",1279
Santa Cruz de Barbalha: Um Conto Popular No Cariri Cearense,1275
O Mundo Melhor de Pixinguinha,1269
Festa Para Um Rei Negro,1267
A Batucada Dos Nossos Tantãs / Do Fundo Do Nosso Quintal,1267
Bakhita,1263
O Campeão (Meu Time) [Domingo Eu Vou Ao Maracanã],1252
Peguei um Itá no Norte,1250
"""Reconstruindo A Natureza, Recriando A Vida: O Sonho Vira Realidade""",1247
Não Existe Pecado Abaixo Do Equador,1245
Memórias de Um Griô: A Diáspora Africana Numa Idade Nada Moderna e Muito Menos Contemporânea,1240
"Não Me Proibam Criar, Pois Preciso Curiar! Sou O País Do Futuro E Tenho Muito A Inventar ",1238
Ô Abre,1238
Aclamação E Coroação Do Imperador Da Pedra De Reino: Ariano Suassuna,1236
"""Trabalhadores Do Brasil"" / Citação Musical: Sou Brasileiro",1232
Elos da Eternidade,1221
Nas Chamas da Vai,1220
"Hoje Tem Marmelada / Das Maravilhas do Mar, Fez",1217
O Mundo Encantado de Monteiro Lobato,1216
Que Bobos,1210
Bahia de Todos Os Deuses,1209
Singrando Em Mares Bravios... Construindo O Futuro,1207
O Segredo das Minas do Rei Salomon,1205
Do Canindé Ao Samba No Pé. A Vila Madalena Nos Passos do Balé,1204
Trem Das Onze,1200
"Cara Ou Coroa, As Duas Faces Da Moeda",1199
Rosas de Ouro,1198
Peguei um Itá no Norte,1197
Tom Maior,1195
Madeira Matriz,1194
"Mulheres Guerreiras, Rainhas de Todos Nos! Eh Baiana, Com Sua Benção a Lean",1193
"""Teresinha, Uhuhuuu!!! Vocês Querem Bacalhau?""",1186
O Tempo Não Pára,1183
"Brasil, Marca Tua Cara E Mostra Para O Mundo",1183
Chica da Silva,1179
"Travessias de Milton Nascimento, Todo Artista Tem de Ir Aonde o Povo Está",1176
Imperatriz Leopoldinense O Teu Cabelo Nao Nega,1175
Cidade Aqueriana,1172
Liberdade Liberdade Abra As Asas Sobre Nós,1168
"Vou Festejar Com Beth Carvalho, A Madrinha do Samba",1167
"Luz, Câmera, Ação... A Colorado Apresenta a Roliúde No Sertão",1163
Pérola Negra Levanta As Mangas e Põe a Mão Na Massa,1161
"Música Na Alma, Inspiração De Uma Nação ",1160
Alô! Alô! Taí Carmem Miranda,1159
"Asas De Um Sonho, Viajando Com O Salgueiro, O Orgulho De Ser Brasileiro",1140
Exaltação À Mangueira / Tem Capoeira,1140
"Gentileza, O Profeta Saído Do Fogo",1139
Saudosa Maloca,1138
"Ouvindo Tudo Que Vejo, Vou Vendo Tudo Que Ouço",1136
"Rainhas do Rádio: Nas Ondas da Emoção, O Tigre Coroa as Divas da Canção!",1129
"""O Clemente João VI No Rio: A Redescoberta Do Brasil...""",1128
Vou Botar Teu Nome Na Macumba / Quem É Ela?,1124
Águia de Ouro,1121
A Tijuca Apresenta Nelson Rodrigues Pelo Buraco Da Fechadura,1121
"Vamos Vestir A Camisinha, Meu Amor",1118
O Sol da Meia Noite,1113
Bom Bonito E Barato,1110
Sonho Meu,1110
Aquarela Do Brasil Ano 2000,1105
Mundo Encantado de Monteiro Lobato,1095
Ivete Do Rio Ao Rio,1090
Tá Escrito,1089
"Paz E Harmonia, Mocidade É Alegria",1081
O Mundo é uma Bola,1078
"De Alegria Cantei, De Alegria Pulei, de Três Em Três Pelo Mundo Rodei",1077
Para um Bom Entendedor um Pingo É Letra e o Símbolo Mais Que uma Palavra,1066
Só Com A Ajuda Do Santo,1064
Transformando a Química da Vida,1061
Heróis da Liberdade,1059
"Viradouro, Viramundo, Rei Do Mundo",1056
No Reina da Mae do Ouro,1056
Mvemba,1052
O Que é Que a Baiana Tem?,1047
A Divina Comédia Do Carnaval,1027
Quimeras de um Eterno Aprendiz,1021
"Ginga Brasil, Futebol É Raça em 2014 A Copa Do Mundo Começa Aqui",1008
Catarina De Médicis Na Corte Dos Tupinambos E Tabajeres,1007
Onde Canta o Sabia,1004
Tiro Ao Álvaro,1004
"Chué, Chuá... As Águas Vão Rolar",1001
Caymmi Mostra ao Mundo o Que a Bahia e a Mangueira Tem,1000
Do Iorubá ao Reino de Oyó,999
O Conto do Vigário,996
"Iracema, A Virgem Dos Lábios De Mel ",996
"Do Mar de Pérolas e das Areias do Deserto à Cidade do Futuro. Dubai, o Sonho do Rei Maktoum",991
Os Tambores de Olokun,989
Uma Fantástica Viagem Pela Imaginação Infantil,989
Lapa em Três Tempos,982
Olimpo É Verde E Rosa,979
O Som Da Cor,978
Onisuáquimalipanse,974
Coisa de Pele,973
E O Borel Descobriu... Navegar Foi Preciso,971
Um Banho de Mar À Fantasia,960
"O Brasil Dá O Ar Da Sua Graça. De Ícaro A Ruben Berta, O Ímpeto De Voar",958
Olho por Olho,955
Caprichosos De Pilares Brasil Nao Seremos Jamais Ou Seremos,953
Os Nove Bravos Do Guarany,951
Festa do Círio de Nazaré,950
Brasil: Visões De Paraísos E Infernos,942
Menininha do Gantois,942
Ratos e Urubus... Larguem Minha Fantasia (feat. Gilson Bacana),934
"Ei, Ei, Ei Chateau É Nosso Rei",934
"No Voo Mágico da Esperança, Quem Acredita Sempre Alcança",934
Imperatriz Leopoldinense,933
"""O Futuro No Pretérito"", Uma Festa Feita À Mão",932
Foz Do Iguaçu: Destino Do Mundo,931
"No Saçarico da Marquês, Tem Mais um Freguês: Viriato Ferreira",929
O Segredo das Minas do Rei Salomão,929
Corações Mamulengos,926
"De Gama A Vasco, A Epopéia Da Tijuca",925
Nelson Sargento,925
A Festa Dos Deuses Afro,924
A Vida Que Pedi A Deus,922
Sustentabilidade Construindo Um Mundo Novo,919
Imperium,912
Coração Radiante,912
Insano,912
Tem Gringo No Samba!,912
As Mil E Uma Noites De Uma 'Mocidade' Pra Lá De Marrakech,912
Paulicéia Desvajrada 70 Anos de Modernismo,911
Sonhar Con Rei da Leao,910
Sublime Pergaminho,908
Exaltação a Tiradentes,905
Do fundo do nosso quintal,901
Deixa A Vida Me Levar,899
Malandro É Malandro E Mané É Mané,899
O Teu Cabalo Nao Nega,894
Sonho de um Sonho,893
Um Museu De Grandes Novidades,889
Chico Rei,887
Brazil Nao Sereos Jamais Ou Seremos,886
Viagem Pitoresca Pelos Cinco Continentes Num Jardim,880
Andança,871
Macunama,870
Os Cinco Bailes da História do Rio,867
"Eu Sou Índio, Eu Também Sou Imortal",860
Xirê Louvação Aos Orixas,858
Exaltação à Mangueira / Tem Capoeira,855
1995,854
O Príncipe Encoberto ou a Busca de D. Sebastião na Ilha de São Luis Dom Maranhão,849
Zé do Caroço,846
O Rei E Os Três Espantos De Debret,844
Malandragem dá um Tempo,841
"Caminhos Segui, Lugar Encontrei...Pérola Negra A Suprema Felicidade",839
Coisa Boa e para Sempre,839
O Sol Nascerá (A Sorrir),838
"Ontem, Hoje, Sempre Cinelândia ",838
A Amizade,831
Um Grito Que Ecoa No Ar (Homem/Natureza,823
Pé Na Areia,822
"Vilões, O Verso do Inverso",818
"Eu Que Te Benzo, Deus Que Te Cura",817
Um Pequeno Menino Se Tornou um Grande Otelo,811
O Sol Brilha Eternamente Sobre O Mundo Da Lingua Portuguesa,810
O Mundo Melhor De Pixinguinha (Pizindin),810
Criação do Mundo Na Tradição Nago,810
Kari'oka,807
O Rio das Arábias,805
"Incrível, Fantástico, Extraordinário",804
Não Deixa o Samba Morrer,804
Imperio Serrano,798
Estacao Primeira Da Mangueira,797
Espelho,795
Academicos Do Salgueiro,790
Palhaço Carequinha: Paixão e Orgulho de São Gonçalo! Tá Certo Ou Não Tá?,788
"Zaquia Jorge, A Vedete do Subúrbio, Estrela de Madureira",786
O Mundo Fantástico do Uirapuru,782
O Alabê de Jerusalém (2016),779
Gritos de Arquibancada e Incentivo ao Corinthians,778
Liberdade! Liberdade! Abre as Asas Sobre Nós,778
Vai Vadiar,777
"""Guanabaran"" O Seio Do Mar",775
Bom Bonito e Barato,766
Vou Levar Somente o Que Couber No Bolso e No Coração... Uma Viagem de Sabedoria Além da Imaginação...,763
Coração Em Desalinho,761
Mundo da Rua,752
Portela na Avenida / Exaltação à Mangueira,751
Yes Nós Temos Braguinha,749
Alô... Alô... Taí Carmen Miranda,749
Folhas Secas,741
O Mundo É Uma Bola,736
As Mil e uma Noites Cariocas,735
De Volta Aos Caminhos De Minas Gerais,734
"Amazonas, Esse Desconhecido (Delírios E Verdades Do Eldorado Verde)",733
O Quilombo Está Em Festa Vamos Celebrar 100 Anos De História,726
Quem É Você (Vem De Lá),724
O Rio Corre Pro Mar,720
Canto Das Três Raças,719
"Sangue da Terra, Videira da Vida (Um Brinde Ao Amor)",714
Ex,707
E por Falar em Saudade,703
"Samba, Festa de um Povo",699
Maneiras,698
"Negros Maravilhosos ""Mutuo Mundo Kitoko""",691
Brincadeira Tem Hora,690
"Bum, Bum Paticumbum Prucurundum",686
Tá Na Mesa Do Brasil,683
Portela Hoje Tem Marmelada,676
Paixões Proibidas e Outros Amores,673
"Diz Mata! Digo Verde, A Natureza Veste a Incerteza, E O Amanhã? (O Clamor da Floresta)",669
Quem Foi Rei Nunca Perde a Majestade,667
Isso é Fundo de Quintal,663
Raízes (feat. Gera),662
Retalhos De Cetim,660
Batucada,660
Ara Ketu Bom Demais,658
Criaco Do Mundo Na Tradicao Nago,655
Os 3 Tenores...Do Samba!,651
A Batucada Dos Nossos Tantãs,642
Buon Mangiare Mocidade! A Arte Está Na Mesa,641
Quilombo dos Palmares,638
A Dança das Horas,637
Chora Choroes,636
"Ilu Ayê, Terra da Vida",636
Lendas e Misterios do Amazonas,633
A Semente,629
Esperanças Perdidas,629
"Poeira, Poeira (Babalotim)",626
O Mundo Dos Sonhos De Beto Carrero,625
Há uma Luz Que Não Se Apaga,624
Sou Timão Até Morrer,617
Lendas do Abate,617
Argumento,613
Uma Rua Chamada Brasil,613
Taj Mahal / Fio Maravilha / País Tropical,612
Hino Dragões da Real,612
Pérola Negra,603
A Chave no Tempo,602
Hino do Corinthians,601
A Beleza É Imperfeita E A Loucura É Genial,598
A Felicidade Se Conta em Contos,590
Descobrimento do Brasil,590
Aquarela Brasileira: Império Serrano 1964,589
Salgueiro é uma raiz,587
"Amazônia, A Dama do Universo",587
"João Pessoa, Onde O Sol Brilha Mais Cedo",581
Yayá do Cais Dourado,579
Timoneiro,578
Rapsodia da Saudade,574
De Onde Vem A Alegria Dessa Gente,574
Verde Que Te Quero Rosa Semente,574
Hino S. C. Corinthians Paulista,574
Verdade,568
Samba Sabor Cerveja. Admirada Há Milênios. A Mais Nova Sensação Nacional,567
"Tengo Tengo (Mangueira, Minha Madrinha Querida)",567
"Oropa, França e Bahia",564
Samba De Arerê,564
O Importante É Ser Feliz e Mais Nada!,560
E Onde Houver Trevas... Que Se Faça A Luz,556
Disritmia,552
Me Masso Se Não Passo pela Rua do Ouvidor / Peguei um Itá no Norte,548
Samba do Arnesto,546
Eu E Você Sempre,537
Traços E Troços,537
Brasil Berço Dos Imigrantes,536
Beija,534
Memórias de um Sargento de Milícias,530
Orun,528
Bum Bum Paticumbum Prugurundum (feat. Arlindo Neto),528
A Ressureição das Coroas,525
Quilombo Catopés do Milho Verde (De Escravo a Rei),525
O Mundo Melhor de Pixinguinha (Pizindin),520
Brasil Berco Dos Imigrantes,516
Acreditar,510
Para Sempre No Seu Coração,510
Templo Do Absurdo,508
Rei da França na Ilha da Assombração (In Credo In Cruiz),506
No Pagode Do Vavá,506
"Malandro É Malandro, Mané É Mané",505
Embaixada de Sonho e Bamba,504
Deuses Africanos,503
O Bicho Vai Pegar... Medos!,502
Os Quatro Deuses Encantados Sob As Bençãos De São Caetano,501
"Non Ducor Duco, Qual é a Minha Cara?",497
Tem Capoeira,488
"Carnaval, Doce Ilusão. A Gente Se Vê Aqui no Meio da Multidão: 20 Anos de Liga ",487
1999,486
Carnavaleidoscópio Tropifágico,485
As Cinco Deusas Encantadas na Corte do Rei Gavião,482
Estória Para Ninar Um Povo Patriota,481
Caciqueando,478
Preciso Me Encontrar,474
Fogo de Saudade,470
Ilu Ayê (Terra da Vida),470
Meu Nome é Favela,469
Heroínas do Romance Brasileiro,468
Caymmi Mostra Ao Mundo O Que A Bahia E A Mangueira Tem,466
Amor Sublime Amor,466
Todo Menino É Um Rei,465
Casa Grande e Senzala,463
O Homem Nasceu pra Voar,463
Seca do Nordeste,463
Grades do Coração,463
"Uruçumirim, Paraíso Tupinambá",461
Pra Tudo Se Acabar na Quarta (feat. Gera),461
Aruanã,460
Vovo e o Rei da Saturnalia na Corte Egipciana,459
Camisa Verde e Branco,457
Deixa Eu Te Amar,456
Caciqueando,456
Glórias e Graças da Bahia,455
Preto e Branco na Avenida,455
"O Tempo Ruge, A Sapucaí É Grande e o Império Aplaude o Felomenal",454
"Nova Roma É Brasil, Brasil É Rocinha",452
Que Bobos!,449
Estrela de Madureira,448
Deixa Isso Pra Lá,447
Quatro Séculos de Modas e Costumes / Ya Ya do Cais Dourado / Glórias Gaúchas (feat. Jorge Tropical & Marcos Moran),445
"Lenda das Sereias, Rainha do Mar",441
Cacá Diegues,437
Água Cristalina,436
Conto De Areia,436
História da Liberdade no Brasil,435
Unidos Da Vila Isabel,431
Perdoa,428
"Perfume, um Banho de Cheiro",428
Coração Leviano,427
As Seis Datas Magnas,425
Portela Na Avenida,423
33 Destinos de D. Pedro Il,423
Mulher a Brasileira,423
Coisinha do Pai / Vou Festejar,418
Imagens Poéticas de Jorge Lima,417
Caxambu,415
São Borja / O primeiro dos Sete Povos,411
Criacao do Mundo Na Tradicao Nago,411
Non Ducor Duco (Samba,411
A Deusa da Passarela (E Ela),411
Arte Negra Na Legendária Bahia,410
O Mundo Melhor De Pixinguinha,410
Sublime Pergaminho,406
Renascer das Cinzas,403
Moro onde não mora ninguém,401
Coração em desalinho,400
Vai Passar,398
"Sonhar Com Rei, Da Leao",397
Lendas Da Mata,396
Diz Que Fui Por Aí,395
Alguém Me Avisou/Acreditar/Sonho Meu,393
Cabide,393
História do Carnaval,393
A Lenda do Arco Íris,391
Trabalhadores Do Brasil,388
A Voz do Morro,384
Tchau e Bença,383
"Vai Sacudir, Vai Abalar",382
Ê Baiana,381
"Tamborim, Cuica e Agogo",381
Iracema,381
Gostava Tanto De Você,381
Tristeza Pé No Chão,380
It's My Life,380
S.O.S Paixão,380
Coisas Nossas,377
Unidos do Peruche,377
Praça Xv Onde Tudo Acontece,377
"Dona Santa, Rainha do Maracatu",377
As Três Capitais,375
"Praça Onze, Carioca da Gema",375
Portela Na Avenida / Citação: Hino Nacional Brasileiro,374
O Misticismo da África Ao Brasil,372
"Cama, Mesa e Banho de Gato",370
"Rio, Eterna Capital do Samba",370
História de Carnaval,370
Quatro Séculos de Paixão,369
Sonhos de um sonho,368
Colorado do Brás,368
Imperador do Ipiranga,367
Magalenha,365
Seca no Nordeste: Tupy de Brás de Pina 1961,363
Mangueira Em Tempo de Folclore,362
Samba de Ararê,361
Portela Na Avenida / Vou Festejar,360
Arrastão da Alegria,358
"O Filho Fiel, Sempre Mangueira ",357
Imagens Poéticas de Jorge de Lima / No Reino da Mãe do Ouro,356
Heróis Da Liberdade,354
Amado Jorge (A História de Uma Raça Brasileira),353
Mas Quem Disse Que Eu Te Esqueço,352
Camarão Que Dorme A Onda Leva,348
"Adelaide, a Pomba da Paz",348
Apoteose ao Samba (Coronel Trigueiro),345
A Favorita do Imperador,343
Quando Eu Me Chamar Saudade,343
Estrela De Madureira,343
Meu Gosto Abraçado a Ilusão,342
Enredo do Meu Samba,341
Bahia de Todos os Deuses: Salgueiro 1969,341
Alguém Me Avisou,339
Juízo Final,339
Deixa Acontecer,338
Peguei um Ita No Norte,338
O Segundo Casamento de D. Pedro I,337
Exaltação À Mangueira,336
Samba Exaltação Dragões da Real,335
Tricolor Independente,335
Cheia de Manias,334
"Goiás, um Sonho de Amor no Coração do Brasil",334
Boca Sem Dente,334
Minha Fé,333
Alô! Alô! Taí Carmen Miranda,332
Eu Bebo Sim,330
Mineira,330
Rio dos Vice,329
Ilu Ayê (Terra Da Vida),329
"Lágrimas, Suor E Conquistas No Mundo Em Transformação",329
Mel Na Boca,328
Com Que Roupa?,328
Moleque atrevido,327
Acreditar,327
Camisa 10,327
Saco de Feijão,326
Do Jeito Que A Vida Quer,326
Até Que Durou,325
Cânticos à Natureza: Mangueira 1955,323
Tem Que Se Tirar da Cabeca o Que Nao,323
O Mundo Encantado de Monteiro Lobato: Mangueira 1967,321
Criacao do Mundo na Tradicao Nago,313
"Do Yorubá a Luz, A Aurora dos Deuses",313
Mulher A Brasileira,309
Salve a Mocidade,309
Orgulho de Ser Niterói (2014),308
"Bahia, Berço do Brasil",307
Quantas Lágrimas,305
Feijoada Completa,302
Alvorada,302
É Preciso Muito Amor,301
Peri e Ceci,299
Soy Loco Por Ti America (A Vila Canta A Latinidade) / La Bamba (feat. Gera),298
A Heróica Cavalgada De Um Povo,297
Imperio Serrano Mae. Baiana Mae,295
"Brasil, Flor Amorosa de Três Raças",292
Das Maravilhas do Mar Fez o Esplendor de uma Noite,292
"Nordeste, Seu Povo, Seu Canto, Sua Glória",291
Samba Exaltação,291
Meu ébano,290
Do Fundo do Nosso Quintal,289
O Rei da Costa Do Marfim,288
Natureza,287
Poder Da Criação,286
Lendas do Abaete,285
Nó Na Madeira,284
Pout,284
Apesar De Você,283
Só Pra Contrariar,283
Clube do Samba,282
Leandro de Itaquera,282
Morro da Casa Verde,282
A Noite que se Fez Luz,281
O Saber Poético da Literatura de Cordel,281
Conselho,280
Heróis da Liberdade: Império Serrano 1969,280
Cilada,280
Mal Acostumada,279
Acorda Brasil,279
Salgueiro Querido,277
Falsa Consideração,277
24 Horas De Amor,277
Identidade,277
Peguei um Ita No Norte,277
"Das Trevas à Luz. A Epopéia da Missão de São João Batista, Uma Visão do Paraíso",276
Feitio de paixão,276
"São Luiz, História & Estórias de um Povo Missioneiro",276
Alô Mamãe,275
Coisa Boa é Para Sempre (Samba,275
O Teu Cabelo Nao Nega,275
Macunaima (Herois De Nossa Gente),275
O Que É o Amor,274
Tem Coca Aí Na Geladeira,274
"Mangueira, Minha Querida Madrinha (Tengo Tengo)",273
Doce Refúgio / Caciqueando,272
A Morte da Porta,271
O Grande Presidente,271
Trem das Onze,271
Oxossi,271
Coisa Boa É pra Sempre,270
Brasil Ano Dois Mil,266
Brasil pandeiro,265
Carun Bera: Samba Enredo 2020,264
Carun Bera,264
Madalena,263
Moleque Atrevido,262
"Devagar, Devagarinho",262
"Liberdade, Liberdade, Abra as Asas Sobre Nós",262
Fricote,261
Cadê Tereza (Mono),259
A Jardineira,259
Me Apaixonei Pela Pessoa Errada,258
Festa Profana/Sonhar Não Custa Nada! Ou Quase Nada...,257
Dança da vassoura,257
Disputa de Poder,257
Andar Com Fé,257
Morango do Nordeste,257
Amado Jorge (A História de uma Raça),256
Quando A Gira Girou,255
Ogum,254
Cuando Yo Canto y Bailo,254
No Reina Da Mae Do Ouro,253
Quando o povo entra na dança,253
Rio De Janeiro,252
2005,252
Ganga Zumbi,248
Recordações do Rio Antigo / O Reino das Palavras (Carlos Drumond de Andrade),247
Tá perdoado,246
Ilu,246
Pra Que Chorar,246
Où l'Amour Sera Roi,246
Unidos Da Vila Isabel Sonho De Um Sonho,243
Vou Festejar,243
O Grande Decênio,243
Brasil Berco dos Imigrantes,242
G.R.C.E.S Torcida Jovem,240
Volta por Cima,240
Rio Grande do Sul Na Festa do Preto Fôrro,239
Carnaval À Vista,238
"A Cura para o Mundo Está Aqui, Vitória, um Manto Cheio de Esperança",237
O Rei de França na Ilha da Assombração,237
Tengo Tengo,237
Casa Grande E Senzala,236
Tá Escrito,235
O Reino Encantado da Mãe Natureza Contra o Rei do Mal,234
Tô Voltando,233
Desejo De Amar,233
Onde a Dor Não Tem Razão,232
Os dez mandamentos,231
Bahia De Todos Os Deuses,228
Agoniza Mas Não Morre,228
Cidades Feitas de Memórias,227
"Dona Bêja, Feiticeira de Araxá ",227
Guerreira,227
"Se Esta Terra, Se Esta Terra Fosse Minha",226
Coisa de Pele,225
Verdade,225
Caprichosos De Pilares,225
Pão Que Alimenta,224
Onde Canta o Sabiá,223
O Sol Da Meia Noite Uma Visagem Ao,221
Fanfarra,221
Promessa,221
Dona Ivone Lara: O Enredo do Meu Samba (feat. Arlindo Neto),220
Ainda É Tempo Pra Ser Feliz,216
Cidade Maravilhosa,215
Festa Para Um Rei Negro (Samba Reizado) (Pega No Ganzé),214
E Se Moda Pega,214
Zé do Caroço,212
Aquele Abraço,211
O Bem,211
Partido Alto,210
Samba Exaltação,209
Invenção de Orfeu,208
O Sol da Meia Noite uma Visagem Ao,206
Campeão do Mundial,206
Domingo,205
O Samba Da Minha Terra,204
Águas De Março,204
Pirata e tesouro,204
Você Me Vira A Cabeça (Me Tira Do Sério),204
"Meus Vinte Anos (Ai, Corinthians)",204
Serrinha,203
Você Abusou,202
Sonho Juvenil (Garoto Zona Sul),202
Lá Vem Salgueiro,201
Lute Como Antonieta,201
Amor Perfeito,201
"Canta, Canta, Minha Gente / Quem É do Mar Não Enjoa / Madalena do Jucu / Casa de Bamba ",201
A Loba,200
Água Da Minha Sede,199
Eu Sou Nilópolis,199
Tristeza,198
Carnaval de Ilusões,197
Renascer das Cinzas,197
Sequestraram Minha Sogra,197
Vai Vadiar,197
"Por Causa De Você, Menina ",196
Vamos Brincar de Ser Criança,196
Requiem por um Sambista,196
Samba de Arerê,195
"Sob a Luz do Luar, Guiada pelas Estrelas... Boa Vista em Alma Cigana, Optcha!",195
The A Team,195
Salve A Mocidade,195
Marrom Bombom,195
Zodíaco No Samba,195
Não Quero Saber Mais Dela / Malandro Sou Eu / Sonhando Eu Sou Feliz,194
Dança da Solidão,194
Deixa Acontecer,194
O Segredo Das Minas Do Rei Salomon,194
Amiga Da Minha Mulher,194
Poder Da Criação,194
Agora Viu Que Perdeu e Chora,194
Silêncio No Bixiga,194
Peito Vazio,194
Pt saudações,193
Lendas Do Abaete,193
Um Ser de Luz,193
Saigon,193
Cobertor de Orelha,193
Camarão Que Dorme a Onda Leva (feat. Zeca Pagodinho),193
Apaga O Fogo Mané,193
Pimpolho,193
Água Mineral,193
Preciso De Você,193
Assim Você Mata o Papai,193
Carrinho De Mao,193
Sina,192
A Gente Bota Pra Quebrar,192
Hino do Corinthians (Oficial),192
Alvará,192
Academia do Salgueiro,192
Nada pra Fazer / Nascente da Paz,192
Cheia de Manias,192
Malandro,192
Lancinho,192
Que Se Chama Amor,192
24 Horas De Amor,192
Saudação Corinthiana (Declamação),192
Jeito Carinhoso,192
Se Eu Largar O Freio,192
Azul Da Cor Do Mar,192
Essa Tal Liberdade,192
Swing da Cor,191
Abrigo De Vagabundo,191
Take on Me,191
Bandeira Branca,191
Saca,191
Sá Marina,191
Sutilmente,191
Mina Do Condomínio,191
Eu não quero mais,191
Vai Lá Vai Lá / Cantei pra Distrair / Cade Iôiô / Mole Que Nem Manteiga / Eu Não Quero Mais / Rosalina,191
Curtindo a Vida,191
Tempo Perdido,191
Luz Negra,191
Under Pressure,191
Sonhar Con Rei Da Leao,191
Walk,191
Vem meu amor,191
Fé Em Deus,191
Brincadeira de criança,191
Burguesinha,191
"Maria Bethânia, a Menina Dos Olhos de Oyá (Samba Enredo 2016)",191
Santo Ângelo Custódio: Gênese & Glória da Redução Final,191
High Hopes,191
Por um Dia de Graça,191
Aquarela,191
Sambas e Sambas Enredo,191
É Preciso Muito Amor (Ao Vivo),191
"Tá Bom, Aham",191
Cobertor,191
É D?Oxum,191
Bohemian Rhapsody,191
Cerveja De Garrafa (Fumaça Que Eu Faço),191
"Tudo, Menos Amor",191
"A Vila Canta o Brasil Celeiro do Mundo, Água No Feijão Que Chegou Mais Um",191
Sultans Of Swing,191
"Palmares, Raiz da Liberdade",191
Cigana,191
Knockin' On Heaven's Door,191
Do Lado Direito da Rua Direita,191
Nobre Vagabundo,191
Ponta de dor,191
Calma Amor,191
Californication,191
Black,191
Caxambú,191
Melhor Amigo,191
Stairway to Heaven,191
Nem de Graça,191
Phoenix,190
"Eu Hein, Rosa! ",190
Pumped Up Kicks,190
Even Flow,190
Omae Wa Mou,190
Spirits,190
Paradise City,190
Do I Wanna Know?,190
Pierrot apaixonado,190
"Mama, I'm Coming Home",190
Every Breath You Take,190
Master Of Puppets,190
Starboy,190
Sublime Pergaminho: Unidos de Lucas 1968,190
Eu Não Quero Mais / Canto de Rainha,190
Stressed Out,190
Soldier of Love,190
Eu Sou Cacique,190
Plastic Beach (feat. Mick Jones and Paul Simonon),190
Eu Sei Que Vou Te Amar,190
Oh Lonesome Me,190
Dirty Deeds Done Dirt Cheap,190
Man in the Mirror,190
Made In Heaven,190
Você em Mim / Ôa Ôa (feat. Márcio Art & Leandro Lehart),190
Money For Nothing,190
Mainha Gosta Assim,190
Paranoid,190
Strutter,190
Meu Oceano,190
Quando Te Vi Chorando,190
Psycho (feat. Ty Dolla $ign),190
Mas que nada,190
Onde Mora O Pagode / Essa E A Hora,190
Posso Te Chamar de Mô,190
Without Me,190
Ela Entrou Na Dança / Armadilha / Amor E Amizade,190
Yuve Yuve Yu,190
Don't Look Back in Anger,190
Echoes,190
Earth,190
Wonderwall,190
You Reposted in the Wrong Neighborhood I Glue70 Mashup,190
Don't Stop (Color on the Walls),190
Posso Até Me Apaixonar,190
Wish You Were Here,190
Don't Stop Believin',190
Mina Do Condomínio,190
Os cinco bailes da história do Rio,190
Year of the Cat,190
Everybody (Backstreet's Back),190
Maravilha Te Amar,190
Yesterday,190
Superstar,190
Supersonic,190
Don't,190
Wellfare,190
Wake Me up When September Ends,190
Walk Of Life,190
Miss Jackson (feat. LOLO),190
"Paint It, Black",190
Don't Threaten Me with a Good Time,190
Doce Refúgio,190
Doidinho / Ta Na Hora De Ir,190
death bed (coffee for your head),190
Walk Like an Egyptian,190
Summer Of Love,190
Zé Fofinho de Ogum,190
Minha Missão,190
Welcome To Paradise,190
Envelheço na cidade,190
"We All Lift Together (From ""Warframe"")",190
Enter Sandman,190
Ensaio de Ritmo N.° 3,190
Ordinary Man (feat. Elton John),190
Sweater Weather,190
Sunflower,190
We Built This City,190
Weak,190
Yellow Submarine,190
RUNNING IN THE 90'S,190
Ocean Man,190
Learn to Fly,190
I Want It That Way,190
I WILL SURVIVE,190
I Me Mine,190
I Don't Care (with Justin Bieber),190
Hurt,190
How Deep Is Your Love,190
Houdini,190
Home Sweet Home,190
Holiday,190
Não Quero Dinheiro (Só Quero Amar),190
Turma do funil,190
The Times They Are A,190
Samba Do Approach,190
Não Tenho Lágrimas,190
The Sky Is A Neighborhood,190
Mr. Blue Sky,190
Seven Nation Army,190
Hey You,190
Hey Ya!,190
Hey Jude,190
Leftovers,190
Shape of You,190
Lego House,190
The Phoenix,190
Here Comes The Sun,190
Heartbreak Hotel,190
Heads Will Roll,190
Have You Ever Seen The Rain,190
"Gwyn, Lord of Cinder",190
O Bêbado e a Equilibrista,190
