titulo,valor
I Was Made For Lovin' You,190
I Write Sins Not Tragedies,190
I'm Still Standing,190
Triste Madrugada / A Minha Madrugada / Tristeza,190
Insensato Destino / Sonho Meu / Judia de Mim / A Pureza da Flor / Malandro Sou Eu,190
Toalha de Mesa / Pedrinhas de Cor / Idade de Fazer Bobagem / Marina / Bolada Nº 7 / O Negrinho e a Senhorita / A Volta por Cima,190
"Se Você Chamar Eu Vou: Vai Lá, Vai Lá ",190
Nicotine,190
Scary Monsters (And Super Creeps),190
Indio quer apito,190
No More Lonely Nights,190
Incensa,190
It's The End Of The World As We Know It (And I Feel Fine),190
Sedução,190
No Rancho Fundo (feat. Luciana Mello),190
Sapo Cai,190
Tiny Dancer,190
Jojo Sono Chino Sadame,190
Sentinela,190
Santo Santo,190
Imagine,190
Nancy Drew,190
Not Too Late,190
Killer Queen,190
Samba Pra Shiva,190
King of the Jungle,190
Time In a Bottle,190
Time,190
Triste Madrugada,190
Ticket To Ride,190
Ice Ice Baby,190
Thriller,190
This Is Gospel,190
Should I Stay or Should I Go,190
O Campeão,190
Na Cadência do Samba,190
Red Right Hand,190
Lost on You,190
Rafaga (Una Noche De Terror),190
Vai e Chora,190
Vai no Bixiga pra Ver / Pot Pourri Ataulfo Alves,190
Smoke On The Water,190
"Mulher, Patrão E Cachaça",190
Frevo Mulher,190
Smooth Criminal,190
Footloose,190
Love Gun,190
"Fighting Gold (From ""Jojo's Bizarre Adventure: Golden Wind"")",190
Vendi meu peixe,190
R U Mine?,190
Love Of My Life,190
Lucy In The Sky With Diamonds,190
Tangled up in Blue,190
Vermelho (feat. David Assayag),190
Luz Argentina (Leyendas Guaranies),190
Vertigem,190
Quero Que Tu Vá,190
Que Se Chama Amor / Utopia / Vergonha Na Cara,190
Luz Do Desejo / Carona Do Amor / Mais Uma Vez,190
So Happy Together,190
Vida de Amante,190
Father of All...,190
Mr. Sandman,190
Faraó divindade do Egito,190
Lá No Morro,190
Lábios De Mel,190
Long Road To Ruin,190
Lone Digger,190
Tô Fazendo Falta,190
Linger,190
Na Avenida,190
STAND PROUD,190
Run,190
Ruby,190
Great Days,190
Roundabout,190
"Rocket Man (I Think It's Going To Be A Long, Long Time)",190
Gotta Go Home,190
Rock It for Me,190
Goodbye to Romance,190
Goodbye Yellow Brick Road,190
Given to Fly,190
Sit Next to Me,190
Gimme Shelter,190
Gimme Chocolate!!,190
Mãos,190
"Ghostbusters (I'm Not Afraid) (from the ""Ghostbusters"" Original Motion Picture Soundtrack) (feat. Missy Elliott)",190
Smells Like Teen Spirit,190
Riders on the Storm,190
Um Samba No Bexiga,190
Let’s Go,190
GIANTS,190
Ride,190
Reunião de Bacanas,190
Levada Desse Tantã,190
Level of Concern,190
Resto de esperança,190
My Brave Face,190
Uragirimonono Requiem,190
Menor Abandonado,190
チョコレイト・ディスコ,190
Condor,190
Carry on Wayward Son,190
Another One Bites The Dust,190
Boulevard of Broken Dreams,190
"Another Brick in the Wall, Pt. 2",190
Cum on Feel the Noize,190
Andorinha / Dedo de Luva / Vícios / Transplante de um Coração / Quatro Velas / Pedra Noventa / Disse Me Disse,190
Breakout,190
Cross Me (feat. Chance the Rapper & PnB Rock),190
Burn the House Down,190
Ate quarta feira,190
Crazy Train,190
"Crazy Noisy Bizarre Town (From ""Jojo's Bizarre Adventure: Diamond Is Unbreakable"") [feat. Skully Tun]",190
A Luz de Tieta,190
Calango Longo,190
A Horse with No Name,190
Can't Buy Me Love,190
Can't Smile Without You,190
A Hard Day's Night,190
American Idiot,190
Carimbó do Macaco,190
Bloody Stream,190
Blinding Lights,190
A Saudade Que Ficou,190
Dancing In the Dark,190
Au revoir,190
Dança da Solidão,190
Aurora,190
Ave Maria,190
Abre alas,190
Bad Company,190
Bandeira branca,190
Banho De Cheiro,190
Bar Da Neguinha,190
Bitter Sweet Symphony,190
Barracuda,190
Bataque,190
Bate Na Viola,190
Batendo A Porta,190
Batendo a Porta,190
Beat It,190
De Frente Pro Crime,190
Better Now,190
De Volta Pro Aconchego,190
Buttercup,190
Como É Grande o Meu Amor por Você,190
Carunbera (Eterna Niñez),190
Começaria Tudo Outra Vez,190
Closer,190
A Cruel Angel's Thesis,190
Chico Não Vai na Curimba / Pintou uma Lua Lá / Isso É Fundo de Quintal / Só pra Contrariar / Boca Sem Dente,190
Cherry Bomb,190
Conquista,190
Clube do Samba (feat. Martinho Da Vila),190
"Chase (From ""Jojo's Bizarre Adventure: Diamond Is Unbreakable"")",190
Centuries,190
Comparsa Emperatriz: Contando Historias Desde el Corazón,190
Comparsa Arandu de Rosario: Samba Institucional,190
Cartão Postal / Gamei,190
Cohab City / Música Incidental: ABC / Vem Pra Cá,190
Come Together,190
Come and Get Your Love,190
Death of a Bachelor,190
"Comparsa Ráfaga: Samba Enredo , el Mundo de las Hadas",190
Coisinha Do Pai,190
Se a Fila Andar,188
Os Imortais,187
Seu Balancê,185
Naquela Mesa,185
"Dona Bêja, Feiticeira do Araxá",185
Clareou,184
Retalhos De Cetim,184
Viagem Pitoresca Através do Brasil,183
"Nas Taças da História... Sou Vítis, Vinífera, o Néctar da Humanidade",183
Cântico à Natureza,183
Caxambu,182
Insensato Destino,181
Lá Vem O Salgueiro,180
Quatro Séculos de Modas e Costumes,179
Riquezas do Brasil,179
Yaya do Cais Dourado: Vila Isabel 1969,178
Encontro das águas,178
Noel,176
Camarão Que Dorme a Onda Leva,176
Lapa Em Três Tempos,174
2003,174
Contos De Areia,173
A Flor e o Espinho,171
Tive Razão,170
Acreditar (Ao Vivo),170
Uma Homenagem ao Teatro Brasileiro (2003),167
Mulheres,166
"Bom, Bonito E Barato",165
Cinco Bailes da História do Rio: Império Serrano 1965,164
Chica Da Silva: Salgueiro 1963,164
"Kizomba, a Festa da Raça",162
Sorriso Aberto,160
Olha a virada,160
Avatar e a Selva Transformou Se em Ouro,160
Deixa Clarear,159
Saudade Louca,159
Samba De Arerê,159
Zé Tambozeiro (Ao Vivo),158
Da Terra Sem Mal ao Império do Sol o El'dorado de Aleixo Garcia,156
O Mundo É Um Moinho,156
"Do Yorubá a Luz, À Aurora dos Deuses",155
Sorriso Aberto,153
Tendência,153
Burro Na Cabeça,153
Mar Baiano em Noite de Gala,152
Feirinha da Pavuna (Confusão de Legumes),152
Sou Imperador Até Morrer,152
Verdade Chinesa,152
Alguém Me Avisou / Sonho Meu,152
"Deu pra Ti! Tô em Alto Astral! Tô Com Porto Alegre, Trilegal!",151
Noel Rosa e os Poetas da Vila nas Batalhas do Boulevard,150
Menininha Do Gantois,150
"Brasil, Teu Espírito É Santo",149
Gritos De Arquibancada E Incentivo Ao Co / Caiu Na Rede,149
Dos Carroceiros do Imperador ao Palácio do Samba,148
A Batucada Dos Nossos Tantãs,148
"De Bar Em Bar, Didi Um Poeta",148
Tristeza Pé No Chão,148
Falsa Baiana,147
Um Gago Apaixonado,147
Festa do Sol,146
Ouro Escravo,146
Singelo Menestrel,145
Dia do Fico,145
Benfeitores Do Universo,145
Tristeza,144
Mineira,144
O Mestre Sala dos Mares,143
O Bêbado E A Equilibrista / Citação Musical: Smile,143
Mocidade Independente,143
Luz do Repente,142
Iaiá do Cais Dourado,142
Na Arca de Noel Rosa,142
Mormaço,142
"É Domingo, É Dia de Clássico, Todos os Caminhos Levam...",141
Mais Que Nada,141
Uma Rosa para Neide Maria,141
"Sou Embaixador, Tenho 50 anos de Brasil",141
"Sobre as Asas de um Anjo Barroco, Ecoa um Lamento Guarani",141
Esta Terra Já Tinha Dono,141
Nosso Grito,141
Eternamente Feliz,140
Chegamos Ao Fim,140
Nomes de Favela,140
Tendência,140
"A Luta, Vai",140
Amor Proibido,139
Temporal,139
Teu Segredo,139
No Reino da Mãe e do Ouro,139
Nas Asas da Canção,139
Xuxa e Seu Reino Encantado no Carnaval da Imaginação,139
"Samba, Festa de um Povo ",139
As Treze Naus,139
Levada Louca,139
Beijo Sem,139
Alma Boêmia,138
Conversa de Botequim,138
Viola em Bandoleira,138
Atrás Da Verde E Rosa Só Não Vai Quem Já Morreu / Festa Do Interior,138
Marinheiro Só,138
Preceito,138
Rumo Ao Infinito,138
No Bailar dos Ventos,138
Pra você acreditar,137
Quem É Ela?,137
Verdade Chinesa,137
Fatalmente / Separação / Temporal (Ao Vivo),137
Volta Meu Amor,137
Quatro séculos de paixão,137
Fala Mangueira,137
Papel de pão,137
Fica Combinado Assim,137
Além do Meu Querer,136
Tão Linda,136
Hoje Eu Vou Parar Na Gaiola,136
"Vida Loka, Pt. 1",136
Tá Perdoado,136
Valeu Pra Aprender,136
Expressão do Teu Olhar,136
Diz Que Fui por Aí,136
Vide Gal,136
O Mundo É Uma Bola / O Campeão (Meu Time),136
Chão de Giz,136
Matriz ou filial,136
Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer (Ao Vivo),136
Filho Maravilha,136
Jesus Chorou,136
Tia Anastácia,136
Fulminante,136
Alguém me avisou,136
Diário de um Detento,136
Ponto Fraco,136
Negro Drama,136
Pagode Do Mengão,136
Um Ser De Luz,136
Loucuras de uma paixão,136
"Seu Samba, Meu Samba",136
Samba de Arerê,136
Desde Que O Samba É Samba,136
Talvez / Teu Segredo / Mina de Fé (Ao Vivo),135
Igor Sorriso   Carumbé 2017 (Em espanhol),135
Não Tem Perdão,135
Chega,135
Mocidade 1998 614  Brilha No Céu a Estrela Que Me Faz Sonhar,135
Boa Noite / Carnaval de Ilusões / Caramba,135
O Amor esta no Ar,135
Mini,135
Eu Sambo Mesmo,135
SAMBA ENREDO OFICIAL CARUMBE 2017,135
Agora Viu Que Perdeu E Chora / Mulher Não Manda Em Homem,135
Linguagem Dos Olhos,135
O Descobridor dos Sete Mares,135
Vou Deitar E Rolar (Qua Qua Ra Qua Qua),135
Curto Circuito,135
Que Bobos (A Gaviões Não Acabou),135
Quem Gosta de Mim,135
A Carta,135
Sandália de Prata,135
"Beija Flor de Nilópolis 2005   Em nome do Pai, do Filho e do Espírito guarani",135
Mega Star,135
São Murungar,135
Os Orixás/Anunciação,135
Não Tem Hora Nem Lugar,135
Taj Mahal / Filho Maravilha (fio Maravilha) / País Tropical,135
Carumbé   Popurri de los '80 Pagode,135
Carumbé,135
Cuidado Cupido,135
16 Toneladas,135
Esquenta 1998,135
Na Onda do Berimbau,135
Zé Pelintra Vem de Aruanda,135
Ainda é tempo pra ser feliz,135
Seu Zé Que Ta Chegando,135
Jongo,135
Até O Sol Quis Ver,135
Brasília Periferia,135
Samba Da Benção,135
Notícia,135
"Bum, Bum Paticumbum, Prugurundum",135
"Viradouro 1998   Orfeu, o negro do carnaval",135
Beija Flor 2005   Sete Povos na Fe e na DorSete Missoes de Amorwmv,135
Renasce e Sacode a Poeira e Dá a Volta por Cima,135
Suingue de Samba,135
Samba enredo oficial con letra,135
Beija Flor 2003 114  O Povo Conta a sua História Saco Vazio não,135
Imperador do IPIRANGA 2020 Samba OFICIAL,135
Manero,135
O Poeta Falou (Zona Leste Somos Nos),135
Mangueira 1994 1116    Atrás da verde e rosa só não vai quem já,135
Batucada 2,135
Batucada 1,135
Mangueira 2002 114   Brazil com 'z' é pra cabra da peste,135
Samba Da Minha Terra,135
"O Que É, o Que É",135
El Tango De Roxanne,135
Samba Enredo En Vivo,135
Bateria da Viradouro,135
Da pré,135
America,135
"Vida Loka, Pt. 2",135
"Beija Flor 2001 214  A Saga de Agotime, Maria Mineira Naê",135
Canto De Ossanha,135
Ainda Gosto de Você,135
Da Ponte pra Cá,135
O carimbador maluco,135
O Trem,135
Caravana Carumbé 2014,135
Periferia ao Vivo,135
Medley da Gaiola,135
Gandaia,135
Oitavo Anjo,135
Desfile da Mocidade Independente de Padre Miguel 1998,135
Samba Enredo 2004,135
Martin Cerere,135
SAMBA CARUMBÉ 2013 LETRA!!!,135
02CarnavalDeLibres2015,135
Volta por cima,135
"Tô Chegando, Já Cheguei",135
Círio de Nazaré (2004),133
Kid Cavaquinho,133
Dia do Fico: Beija,132
"Rio, Capital Eterna do Samba: Portela 1960",132
Na Boca da Avenida / Kizomba Festa da Raça (feat. Martinho da Vila),131
Brasil Em Aquarela,130
Portela,130
Festa Do Cirio De Nazare,127
Ritmo da Escola,127
Tete,126
Vestida de Doida,126
E a Magia da Sorte Chegou (1992),125
Iaiá do Cais Dourado,125
Rio Grande Do Sul Na Festa Do Petro Do Forró,124
Gabriela Cravo E Canela,121
"Bravo, Bravíssimo (1991)",121
Exaltação A Tiradentes,121
Sociedade Rosas de Ouro,119
Peguei Um Ita No Norte / Citação: Cidade Maravilhosa,117
"Portela, o Mundo Melhor de Pixinguinha",116
Aqualera Brasileira,114
"Ô Irene / Cadê Ioiô / Vai Lá, Vai Lá ",114
Madelena do Jucú,113
Volta por Cima,113
"Entrou Por Um Lado, Saiu Pelo Outro",113
Terra De Caruaru,111
O Samba É Meu Dom,111
De Cara Pintada Com a Piedade na Avenida,110
Maracangalha,110
"Barra de Ouro, Barra do Rico, Barra de Saia",110
A Deusa da Passarela,108
"Zumbi, Rei de Palmares e Herói do Brasil. A História Que Não Foi Contada",108
"Panapanã, O Segredo do Amor",108
Personagens Marcantes Dos Carnavais Cariocas,107
"Macunaima, Heroi da Nossa Gente",107
A MUG Dá as Cartas!,104
Glórias Gaúchas,103
Avatar... e a Selva Transformou,102
"Adoradores do Sol nas ""ondas"" da Ilha da Magia",101
Toma Lá Dá Cá,101
Embaixada Copa Lord 2016,101
"Solano, Poeta Negro",100
"Rio, Carnaval Dos Carnavais",100
O Segredo Das Minas Do Rei Salomão,100
Avatar e a Selva Se Transformou Em Ouro,100
"Abram Alas pra Folia, Aí Vem a Mocidade",100
Vale do São Francisco,100
Rainha Mestiça Em Tempo de Lundu,99
"Madureira, Seu Samba, Sua História",99
Gran Circo Imperatriz Anuncia: Venha Se Divertir no Picadeiro da Emoção!,99
De Nonô a Jk,98
O Samba No Morro e Na Sociedade,98
"Brasil, Flor Amorosa de Três Raças ",98
Brasil das 200 Milhas,98
Alegre Menina,98
Nostalgia,97
A Ilusão do Fantastico Eldorado,97
Meu Gosto Abracado a Ilusao,97
Orfeu / Trevas (1998/1997),97
Deixa Eu Te Amar,97
Exaltacão ao Criador,97
Madalena Do Jucú/ Isso É Fundo De Quintal/ Feliz Da Vida,97
Vovo o Rei da Saturnalia Na Corte Egipiciana,97
Avatar...e a Selva Transformou,97
Guerreiros Vermelhos,96
Entre Lutas e Glórias,96
"Vinte Luas de Esperança, Vinte Luas de Saudades... Das Matas da Babitonga ao Velho Mundo",96
Mãe Malvina os Búzios Não Mentem Meu Rei,96
Nenê de Vila Matilde,96
Dança,96
Gaviões da Fiel Torcida,96
"E Vem de Lá do Centro do Mundo, a Força de um Povo",96
Malandro,96
Camisa Verde Branco,96
A Epopéia de Savas...De Kastelorizón ao Desterro Tem Grego na Conselheiro,96
Com a Força da Raça,96
Atlantis Insulae,96
"Ashantis, os Filhos de Akan e a Força Que Vem do Berço",96
Falsa Consideração,94
Festa No Morrão / Rap do Silva,93
Ilha de Maré / Roda Ciranda,93
Castelo de um Quarto Só,92
O Feijão de Dona Neném,92
Chico Não Vai Na Corimba,92
Isso Aqui Tá Bom Demais / Frevo Mulher / Pagode Russo,92
Inigualável Paixão,91
Gostoso Veneno,91
"Dos Malandros e das Madames: Lapa, a Estrela da Noite Carioca",91
As Rosas Não Falam,91
Fanatismo... Enigma da Mente Humana,90
Desejos,90
Bem,90
Quando Eu Contar (Iaia) / Deixa A Vida Me Levar,90
Folia No Matagal,90
Malandro / Malandro Também Chora,89
Mulheres,89
Nos Pagodes da Cidade,89
Imperatriz Leopoldinense,89
Menina Você Bebeu,88
Coragem,88
Posso Até Me Apaixonar,88
Boteco do Arlindo,88
"Kizomba, Festa da Raça",88
Apoteose ao samba,88
A Viradouro Vira o Jogo (2007),88
Ao povo em forma de arte,88
De Frente Pro Crime,88
Cântico à natureza,88
Quando Eu Contar (Iaiá),88
Só Pra Contrariar,88
Fugidinha,87
Madalena do Jucú / Ô Irene,87
"Malandro É Malandro, Mané É Mané ",87
Não Deixa o Samba Morrer (Ao Vivo),87
Meu Pitel,87
Os Meninos da Mangueira,87
Águia na Cabeça,87
"É Corpo, É Alma, É Religião ",87
Campeao Do Mundial,87
Por Ti América (feat. Fito Paez),86
Pierrot Apaixonado / Ta Hi (Pra Você Gostar de Mim) / Quem Sabe Sabe / Aurora,86
Brinquei Demais,86
Te Encontro No Ilê (feat. Band Aiyê & Margareth Menezes),86
Glórias Gaúchas / Candongueiro,86
Amiga da Minha Mulher / Cilada,86
"Mae,bahiana Mae",86
O Amigo Do Rei,86
Kizomba a Festa da Raça,86
Deixa A Vida Me Levar,86
Coisinha Do Pai (Citação) / Firme E Forte / Caciqueando,86
Pour Qui Tout Termine Mercredi (Pra Tudo Se Acabar Na Quarta,86
Meu País,86
Eu Sou Flamengo,86
"Iemanjá, Desperta (Dique Um Mar De Amor)",86
O Teu Cabelo Não Nega (Só Dá Lalá),86
"Canta, Canta, Minha Gente",85
Sou Eu,85
Chora Viola Chora,85
"Macunaima, Heroi Da Nossa Gente",85
"Lapa Em Três Tempos / Música incidental: ""Abre A Janela""",85
Face Oculta,85
Sorrir e Sambar É Só Começar,85
Nas Veias do Brasil / Kizomba (A Festa da Raça),85
Nas Veias do Brasil,85
Sina (Ao Vivo),85
Quem É de Sambar,85
Tá na Cara,85
Tributo a Vaidade,85
Magalenha,85
Primeira Estrela,85
Martim Cererê,85
Lendas e Festas das Yabás,85
A Criação do Mundo na Tradição Nagô,85
Andança,85
Amores no Carnaval,85
A Chave do Perdão,85
Diacho de Mulher (Ao Vivo),85
Festa na Cidade (Ao Vivo),85
Pra Levantar a Poeira (Ao Vivo),85
Resumo,85
Várias Queixas,85
"Brazil, Nao Seremos Jamais,ou Seremos ?",85
Meu Ébano,85
Mas Que Disse Que Eu Te Conheço,85
Dependente Do Amor,85
A Possibilidade,85
Fanfarra (Ao Vivo),85
Seca Do Nordeste,85
Se A Fila Andar,85
Divino maravilhoso (Participação especial de Caetano Veloso),85
Hino do Flamengo,85
Amantes,85
O Imperador de Paradas de Lucas,85
Ara Ketu Bom Demais (Ao Vivo),85
Foi um Rio Que Passou em Minha Vida,85
Embolaê,85
Pot Pourri Acadêmicos do Tucuruvi,85
Do Leme Ao Pontal / O Descobridor Dos Sete Mares,84
Vovó e o Rei da Saturnália na Corte Egipciana,81
"É Pirata, Fica de Olho! Rosas de Ouro Vai Desvendar o Tesouro",80
Quem Vai Chorar Sou Eu,80
Nascente da Paz,80
Será que é amor,79
A Chuva Cai,79
Do Fundo Do Nosso Quintal,79
Sorriso Negro,78
Sonho De Um Sonho,78
A Riqueza desta Negra me Fascina,78
Mais Feliz,78
"A Visita de Dona Leopoldina ao reino da Sbórnia, uma Imperatriz Entre Tangos & Tragédias",78
Baixa Essa Guarda,77
Bola Dividida,77
Amor em Tom Maior (1981),76
"Alô! Alô! Brasil, Quarenta Anos De Rádio Nacional",76
Lepo Lepo,76
Só Felicidade,76
Tudo Ok,76
Medley: Pra Amenizar Teu Coração / Na Boutique / Pra Ninguém Mais Chorar,75
O Mar Serenou,75
Clareou,75
O Assassinato Do Camarão (Tragedia No Fundo Do Mar),75
A Banda do Zé Pretinho,74
Pasen y Voten,74
Facho de Esperança / Nascente da Paz / Poesia de Nós Dois,74
Invocada (Participação especial de Léo Santana),74
Capital del Carnaval,74
Combatchy (feat. MC Rebecca),74
Pot: Pourri: Nó Na Madeira / Maria Rita / Clube do Samba Il,74
Non Dvcor Dvco (Qual a Minha Cara),74
Temblor Negro Y Dorado,74
Preciso Desse Mel / Trilha do Amor,74
"Brazil com Z é pra cabra da peste, Brasil com S é pra nação do nordeste ",74
Te Lo Canto Así,74
"Mirá, soy de Papelitos",74
"drop the beat, scooter!",74
dear melancholy,74
Onda diferente (feat. Papatinho),74
Falando do Jacarezinho,74
symphony (intro),74
Contatinho,74
¡Alegría!,74
Egos,74
Segue o Som,74
El Gallo Llegó,74
El Sortilegio Carumbé,74
Romance A Dois,74
Mangueira Mostra o Que Caymmi e a Bahia Tem (Samba,74
midnight,74
Tributo à Vaidade,74
Camarão Que Dorme a Onda Leva,74
Pedaços,74
Cantico A Natureza,74
Engano,74
Tiro Ao Alvaro,74
"Pará o Mundo Místico dos Caruanas, Nas Aguas do Patu",73
Vou Botar Teu Nome Na Macumba,72
No reino da mãe do ouro,72
Quatro Séculos De Modas E Costumes,72
Rapsódia de Saudade,72
Bagaço Da Laranja,71
Desafio,70
A Deusa Dos Orixás,70
Nó na Madeira,70
Se Eu Sorrir Tu Nao Podes Chorar,70
Brasil Pandeiro,70
Tem Que Provar Que Merece,70
Vem Neném (Ao Vivo),70
Alto Lá,70
Chega de Saudade,70
Segure Tudo,70
"Bum, Bum Paticumbum, Prugurundum ",70
Saco Cheio,70
Ai Se Eu Te Pego,69
Desde Que o Samba é Samba,69
Verde e Rosa,69
Olha,69
Tá Vendo Aquela Lua,69
Carinhoso,69
Alagados,69
Os Orixás / Anunciação,69
Tropicana,69
Quando Eu Contar Iaia / Hei De Guardar Teu Nome / Vou Lhe Deixar No Sereno / Quem Sorriu Foi A Patroa / Bagaço Da Laranja,69
Peço Liceça / Madalena do Jucú / Caxambu,68
Aurora,68
Suíte do Pescador (Minha Jangada) / Eu Quero É Botar Meu Bloco Na Rua,68
Samba De Arerê / Zé Do Caroço,68
Endereço Dos Bailes / Igualdade / Rap das Armas / Rap da Felicidade,68
Dança Da Solidão,68
Inaraí,68
Arere,68
Gamei,68
Voa Canarinho,68
Céu Da Boca,68
Primavera (Vai Chuva),68
Não Sou Mais Disso,68
Quando Eu Contar (Iáiá),68
Reconvexo,68
Samba da Bênção,68
Todo Menino É Um Rei,68
Ya Ya do Cais Dourado,68
Journey to Rio 1 (Batucada),68
Morena De Angola,68
Não Deixe o Samba Morrer,68
Eu Mereço Ser Feliz,68
Vai Passar,68
Eu Bebo Sim,68
Tempo De Don Don,68
Gostoso Veneno,68
carnaval,68
Saudade Colorida,68
Samba Do Grande Amor,67
Alegria,67
Cigana / Estou Mal,67
Vilarejo,67
Samba De Uma Nota So,67
Humilde Residência,67
Sexy Iemanjá,67
Chuê... Chuá as Águas Vão Rolar!,67
Na Beira do Mar,67
Tarde Em Itapoã,67
Pra Que Dinheiro?,67
Comparsas/O Pequenez E O Pit Bull,67
Só Tinha De Ser Com Você,67
"Nunca Foi Sorte, Sempre Foi Deus",67
Bola Pra Frente,67
O Bagaço da Laranja,67
Swing da Nega,67
Porta Aberta,67
A Vida É Festa,67
Beijo Geladinho / Cohab City (feat. Netinho De Paula),67
O Leãozinho,67
O Meu Destino É Ser Campeão,67
"A Vizinha (Pega ela, Peru)",67
O Que É Que A Baiana Tem,67
Aquarela do Brasil,67
Balanço do Busão,67
O homem falou,67
Ogum Chorou Que Chorou,67
Olha a Estação Aí,67
Pedra Preciosa,67
País Tropical / Música Incidental: Sou Flamengo,67
Os Sucessos de Roberto Carlos,67
Assim Você Mata o Papai,67
Palco,67
Negue (Ao Vivo),67
Brilho Nos Olhos,67
Chiclete Com Banana,67
Mulher Bicuda,67
Jenifer,67
"Vai Lá, Vai lá",67
Chatuba,67
Lady Furação,67
Lamento No Morro,67
Lembranças,67
Linda Cinderela,67
Regra Três,67
Cara Caramba Sou Camaleão / Preciso Dormir Princesa,67
Madalena Do Jucú,67
Capoeira,67
Malandragem,67
Tá afim de Sambar /Olho Grande/Tô dentro Tô fora,67
"Maltratar, não é direito / Coração em desalinho (Participação especial de Maria Rita)",67
Mangueira Sambaliza,67
Amigos Novos e Antigos,67
Toró de Lágrimas,67
Menina Não Chora,67
Meu Canario,67
Toda Menina Baiana,67
Meu Off Rio (feat. Maíra Freitas),67
Santo Antônio,67
Mineirinho / Sai da Minha Aba (Bicão),67
Mini Saia,67
Cabelo Raspadinho,67
Minha Fe,67
Samba Batucada 1,67
Esperanças Perdidas/ Trem Das Onze/ Vai Vadiar,67
Firme E Forte,67
Esotérico,67
Dou a Fantasia,67
Eu Vou Mostrar,67
Diga Que Valeu,67
Deixa a Fumaça Entrar,67
Yayá Yoyo,67
Você Não Entende Nada / Cotidiano,67
Ensaboado,67
É Hoje (feat. Funk'N'Lata),67
Eu Carrego Patuá,67
groooovy samba batucada,67
"Estácio, Holly Estácio",67
Esse meu Rio,67
Estranha Loucura / Falando Sério / Sufoco / Além do Horizonte / Meu Ébano / Nêga (feat. Alcione),67
Desafinado (Off,67
Enquanto durmo,67
Fera Ferida,67
Cómo Quieres Que Te Quiera,67
Doce Amor,67
Era Ela,67
"Eneida, Amor e Fantasia",64
Os Sertóes,63
Tronco do Ipê,63
"No Universo da Beleza, Mestre Pitanguy",62
Unidos De Lucas No Ano Da Copa Bota No Meio,61
"Estácio, Mangueira",60
O Meu Pé de Laranja Lima,60
Estação Derradeira,60
Um Cântico À Natureza,59
Mangueira em tempo de folclore,59
Oby: O Imaculado Santuário das Lendas,58
O Último Baile do Cangaço: Carnaval 2020,58
O Império do Divino,58
"Na Natureza Nada Se Cria, Nada Se Perde, Tudo Se Transforma",58
"Sim Salabim, o Caldeirão Vai Ferver",57
"Novos Ventos, Novos Tempos ",57
Os Cinco Bailes Da História Do Rio,57
"Uganda, a Pérola da África",57
A Deusa Dos Orixás,57
"Na Busca pela Sabedoria, Meu Caminho É Independente",57
"Sou tripeiro com muito orgulho! Prazer, Sou a Gigante do Continente!",56
Salomão & Sabá nas Mil & Uma Noites de Bagdá,56
Cuba Sim! Em Nome da Verdade!,56
Embaixada Copa Lord 2015,56
Em Cima Da Hora,56
Sabe a Última do Papagaio? Claro ! Virou Enredo de Escola de Samba,56
O Feitiço da Lua: Samba Enredo 2020,56
"Era uma Vez... Valdir Dutra, o Mago do Teatro Infantil",56
"São Lourenço, o Despertar da Arte Guarani",56
"Acadêmicos de Mala & Cuia Viaja a São Miguel, Berço do Rio Grande, Patrimônio Histórico da Humanidade",56
Dona bêja,56
"Haiti: A Pérola das Antilhas, o País Mais Africano das Américas",56
"Dos Quatro em Verso eu Canto, Nesta Festa a Real é Meu Encanto",56
"Das Telas de Debret, o Amanhecer de uma Nação",56
Quatro Séculos de Modas e Costumes,55
Mercadores e Suas Tradições,54
"Pernambuco, O Leão do Norte ",54
"Gabriela, Cravo e Canela ",54
Rapsódia Folclórica,54
"Ibrahim, De Leve Eu Chego Lá",53
Vida e Glória de Francisco Adolfo Varnhagen,53
Toda A Hora,52
Rapsódia da Saudade (feat. Tôco),50
Pra Tudo Se Acabar na Quarta,50
Lama Nas Ruas,50
"Beth Carvalho, a madrinha do samba",49
Não Existe Pecado do Lado de Baixo do Equador,48
O grande presidente,48
"Pernambuco, Leão do Norte",48
O Guarani,47
Flor de Lis,47
Chuê,47
A Menina Dos Olhos de Oyá,47
Passado de Glória,47
Vovo E O Rei Da Saturnalia Na Corte Egipciana,47
Coração Em Desalinho,47
Avatar E A Selva Transformou Se Em Ouro,47
Mas o Que Foi Que Aconteceu?,47
As Execelencias E Seus Carnavais (Live),47
Na Boca da Noite,46
Se Acaso Você Chegasse,46
"É Hoje Só, Amanhã Não Tem Mais",46
Feliz por um Dia,46
"Nordeste, Seu Povo, Seu Canto E Sua Gloria",46
Festa do Círio de Nazaré (Ao Vivo),46
Poxa,46
"Do Batuque À Apoteose, O Samba Pede Passagem",46
"Portela, Desde Que Eu Nasci (Vinheta) ",46
"Gente Fina, Mas...",46
Olhar caricato,45
São Paulo é Como Coração de Mãe... Sempre Cabe Mais Um,45
"Dragão, guardião real, mostra seu poder e soberania na corte do Carnaval!",45
João das ruas do Rio,45
"Ojuobá, nos céus os olhos do rei, na terra morada dos milagres, no coração um Obá muito amado",45
"Odoyá, Mãe Senhora! ",45
Angra com os Reis,45
Sacopenapã,45
Mens sana et corpore sano,45
