titulo,valor
Eu Juro,175
Ô Sorte,175
Misunderstood,175
Vôo de Paz,175
Saudade Arregaça,175
Eu Também Sei Fazer,175
California Gurls,175
Devil Eyes,175
Tudo no lugar,175
Pisando Descalço,175
Filha das Águas,175
Sem Auê (Deluxe Edition),175
Música Boa / Mina de Ouro,175
Nada Vai Mudar / Chuva Passageira / Sonho Lindo,175
Fissuras de um Casal,175
Vivendo uma Loucura,175
Mirante,175
Esperando Aviões,175
Fase Vila,175
Tudo pra Chamar Sua Atenção,175
"Muito Orgulho, Meu Pai",175
Oração Cantada,175
Ancestrais,175
Motorzão,175
Empurradão,175
Farol,175
Falta de Juízo,175
Essa Noite,175
Bilhete,175
Seguirei em Paz,175
Stars,175
"Sem Sinal, Motoloka",175
Cuidado Aí,175
Fala pra Mim,175
Olha o Tirinho,175
My Sweet Lord,175
Nao dá,175
Filho Único,175
Nada Vai Tirar Você De Mim,175
Oxossi,175
Por Onde Andará,175
O Que Tinha Que Dar,175
Sarra Na Pista Novinha,175
Musa,175
Véu Do Luar,175
Facho da Esperança / Nascente da Paz / Poesia de Nós Dois,175
Festa no Motel,175
Special,175
Onde Bate Fica,175
Tipo Crazy (Participação especial de Jeremih),175
Tudo Que Ela Quer,175
Então Tchau,175
Amor Dos Anjos,175
Diamante,175
Sunday Morning,175
Tudo Vai Dar Certo,175
Estilo Cachorro,175
Eu não vou chorar,175
Extrapolei / Perdi Você,175
Você e o Sol,175
Blue Monday,175
Na Hora Errada,175
Apaixonado Estou / Como as Ondas São do Mar,175
Cadência / Fé na Paz,175
07:30,175
Tia Anastácia,175
Se Envolve,175
Envolvidão / O Sol / Não Precisa Mudar / Evidências (Ao Vivo),175
Bole,175
Se Entregar de Corpo e Alma,175
Antes de Dizer Adeus,175
Onde está?,175
Amor Desce Comigo,175
Cama Fria,175
Strip That Down,175
Sobrenatural / Amor Eterno,175
Sunday Best,175
Fala Aqui Com a Minha Mão,175
Fala Serio,175
Vou cuidar de mim,175
Namor,175
Saturday Night’s Alright (For Fighting),175
Superman,175
Enquadra,175
Trip do Boyzinho,175
Você beija tão bem,175
Sonho de Luz / Choque de Ordem,175
Sonho Meu,175
Sábado a Noite (feat. Lulu Santos),175
Batuque do Meu Samba,175
Tua Cara,175
Poesia de Nós Dois,175
Seja Sambista Também / Canto de Rainha,175
Encontro Marcado,175
Olha Como Está A Minha Mesa,175
Encostar na Tua,175
Perigosa,175
7 Chamadas,175
Tiger Triumph,175
Picante,175
Você Desorganiza,175
Seja Para Mim,175
Bilhete 2.0 (feat. Luccas Carlos),175
Sapopemba E Maxambomba,175
Abana Que O Papai Tá Mal (Abana),175
Nego Ney,175
Alô Madureira,175
Despertador da Favela,175
Deus Me Livre Ser Seu Ex,175
É Tudo Improvisado,175
Teoria e Prática,175
Just Want You to Know,175
Just Lose It,175
De Quebrada no Meio dos Cria,175
Dubai,175
Teu Olhar (In Your Eyes) [Ao Vivo],175
Vamo Dale / Hoje Tem / Chama as Zamigas,175
Bem maior que eu e você,175
Quem Vai Te Segurar,175
Treasure,175
Jogo Dos 7 Erros,175
Clandestino,175
Clareia,175
Desencontros,175
Não Vai Aguentar,175
Só pro Meu Prazer / Um Dia pra Nós Dois / Eu Nunca Amei Assim / Já Tentei / Teu Segredo,175
Jiló Com Pimenta,175
Slide (feat. Frank Ocean & Migos),175
Cilada / Já Que Tá Gostoso Deixa (Mata Papai) / Vergonha Na Cara [Ao Vivo],175
Sexy And I Know It,175
Baladeiro,175
Kika em Cima do Maloca,175
Nossa música,175
Ainda estou apaixonado,175
Jéssica,175
Shortie Like Mine,175
Todo Fim De Tarde,175
A Vida É Engraçada,175
Para pra Pensar,175
Medley: Como Nunca Amei Ninguém,175
Me namora,175
A Massa,175
Para e Pensa,175
Toda a maldade,175
Não Tem Mais Nós Dois,175
Diário de um Detento,175
Sit Next to Me,175
Desencontro,175
Pelo Amor de Deus,175
Labirinto da Favela,175
Jeito Especial,175
Vem pra Cá Ser Meu Refrão,175
Menina Mulher Da Pele Preta / O Telefone Tocou Novamente,175
Para Que Tá Feio,175
Não É Sério,175
Insegurança (Luiz Carlos) [Ao Vivo],175
Vem pra cá ser meu refrão,175
Inquilino,175
ROXANNE,175
Menina mimada,175
Beija Eu,175
Pra Te Namorar,175
Ninguém É de Ferro,175
Inaraí / Marrom Bombom (Ao Vivo),175
Solta Essa Bola,175
Colcha de Algodão / Falando Com os Astros,175
Razão De Viver,175
O Amor,175
Vem Sambar / Pagode Safado / De Descer,175
Não É Nada Mal,175
Interfone,175
À Sua Maneira (De Música Ligera),175
Velho Ditado,175
Janaína / Cotidiano,175
Não Vou Fugir,175
No Meu Ap,175
Não Vá Embora,175
All Apologies,175
Não custa nada perdoar,175
A Voz do Morro,175
Pensa Direito (Ao Vivo),175
"Só o Básico, Socadão ",175
Astronauta (feat. Lulu Santos),175
Tá sobrando popô (Participação especial de Zé Felipe),175
Toda Noite / Eu e Você,175
À Vera,175
Astral,175
Coisa Louca (Ao Vivo),175
Drop It Like It's Hot,175
Quebra no Meu Camarote,175
Sereia,175
Don't Wait,175
Doce Tentação,175
Não Deu Valor,175
Pro mundo inteiro,175
Sim ou Não,175
Baiana (feat. Caetano Veloso),175
A Procura da Batida Perfeita,175
Um Dia de Sol,175
Marília Mendonça,175
Amor Não Vai Faltar,175
Cavalo de Troia,175
Não Faz Sentido,175
Uma dose,175
Quando Você Não Está,175
Brota no Bailão,175
Pegou de Jeito,175
Pare pra pensar,175
Peguei um Itá no Norte,175
Lá Vem o Negão,175
Problemas,175
Baby By Me (Featuring Ne,175
A Sombra Da Maldade (Ao Vivo),175
Dois Lados,175
Maldade Dobrada,175
Malandro é Malandro e Mané é Mané,175
Bagacin,175
Nunca Perca Essa Mania,175
Um Tal de Tan,175
Malandrinha,175
Um a Um,175
Bunda na Água,175
Príncipe Malandro,175
A Sombra da Maldade (Acústico),175
Bum Bum Bum / A Musa das Minhas Canções (Spanish Guitar) / Vem Me Amar (Amame),175
Uma Brasileira / Sina (Ao Vivo),175
"Sim, Sou Eu",175
Cedo Pra Lhe Esquecer / Tô Dizendo / Quero Voltar,175
Mania de Sofrer,175
Unsteady,175
De uma Chance pro Amor,175
Lancei Meu Foguetão,175
Cheia de Manias / Out Door / É Bom Demais (Ao Vivo),175
Take It Easy My Brother Charles,175
Liga Lá em Casa,175
Liberdade pra Dentro da Cabeça,175
Não Se Apaixona,175
Me Faz Feliz / Maravilha Te Amar (Ao Vivo),175
Libera Ela,175
Preciso de um Beijo Seu,175
Letreiro,175
Me Leva Pra Casa,175
Que Situação / Falando Segredo / Brilho de Cristal (Ao Vivo),175
Amor Moleque,175
Que falsa,175
Casalzão Da Porra,175
Do Jeito Que Eu Gosto / Chuva de Verão,175
Quebra,175
Larga Tudo,175
U Can't Touch This,175
Ligação Urbana,175
Like Toy Soldiers,175
Talk (feat. Disclosure),175
Pressentimento,175
Love 66,175
Paraíso Proibido,175
Me Ajuda a Te ajudar,175
Primavera,175
Sigo Tranquilo,175
Together,175
Que Amor É Esse?,175
Paranoid,175
Limite,175
Amor No Elevador,175
A Oitava Cor,175
Não Quero Despedida (Ao Vivo),175
Baile da Pesada,175
Sou Foda,175
Me Faz Acreditar,175
Bem Melhor,175
Para E Pensa,175
Hipnotizou,175
To de Saco Cheio / Acordar Com Você / Segue Sua Vida,175
Groove Bom,175
Fricote,175
O Melhor Pedaço (feat. Levi Lima (Jammil e Uma Noites)) [Ao Vivo],175
Deixa Ela Saber,175
O Dia Pra Você,175
Ela Tem,175
Armadilha/A Gente Bota Pra Quebrar/Amor e Amizade,175
Grande Amigo /Cheiro De Amor (Acústico),175
Meu vício é você,175
Respira,175
Como Vai Você,175
Forever,175
Grillz,175
Como Que Ocê Pôde Abandoná Eu?,175
Foram Tantas Coisas,175
Sentimento,175
A Distância,175
Nessa Manhã,175
Pra Gente Se Encontrar de Novo / Não Deixe o Samba Morrer / A Amizade,175
Ela Não Quer Casar,175
Guerra e Paz / Isso é o Amor,175
Tempos Modernos,175
Guerrilla Radio,175
Delirious (Boneless) (feat. Kid Ink),175
Meu Nome É Amante,175
Como Dizia o Mestre,175
Como Dizia O Mestre,175
Hey Ragga / Natiruts Reggae Power,175
Ruínas,175
Gold,175
Minha Rainha,175
História De Amor,175
Rolo Antigo,175
Funk Total: Vai danada,175
Fullgás,175
Fui Eu,175
Minha Obsessão,175
Desculpa Linda,175
Senta Aqui,175
Rindo à Toa / Xote da Alegria / Inquilina,175
Minha Felicidade,175
Vingança,175
Minha Essência,175
Whatever You Like,175
Ela É Linda (Toda Boa),175
Fugir Com o Sol,175
Beco Sem Saida,175
Comparsas/O Pequenez E O Pit Bull,175
Só Na Cintura,175
Giant (with Rag'n'Bone Man),175
Beco Sem Saída,175
Gin,175
Daquele Jeito,175
Retrato de um Playboy (Parte II),175
Retrato De Um Coração,175
When I'm Gone,175
Compensa Me Amar,175
Vida Real,175
Rouxinol,175
Recado Das Estrelas,175
Who Can It Be Now?,175
O Cara,175
"Canta, Canta Minha Gente",175
Ela Gosta do Preto,175
Seqüência de Vapo Vapo,175
Foi Assim Com Você,175
Demoro Já Tá,175
Só Vai Me Encontrar no Pagodão,175
Aceito Tudo,175
A Fera,175
Foi Só Te Ver,175
Por um Triz (Ao Vivo),175
Sempre Acesa (feat. Beth Carvalho),175
Meu Bem Querer,175
Meu Amorzinho,175
Flores e Sentimentos,175
Holding Back the Years,175
Very Good,175
Por Que Você Não Vem Me Ver?,175
Pensando Besteira,175
A Casinha Caiu,175
Honda Preto (Ao Vivo),175
"Tem Cara, Tem Cheiro, Tem Nome (Tô Feliz)",175
Disco Inferno,175
Hotline Bling,175
The Next Episode,175
World Hold On (Radio Edit) [Vintage Culture & Dubdogz Remix],175
As Novinha Tão Sensacional,175
Fiz Esse Som Pra Você,175
I Wanna Love You,175
Deletei Você,175
I'm the One,175
Would You Ever,175
"Hoje Tem, Chama as Zamiga ",175
To de Saco Cheio / Acordar Com Você / Segue Sua Vida,175
Ela Domina o Ratatá Tum Tum,175
S.O.S Paixão (Ao Vivo),175
Hoje Eu Vou Pagodear / Capoeira / Bate Tan Tan,175
O Bartira,175
Teu refém,175
História de Verão,175
Ain't No Mountain High Enough,175
Pensando Em Nós Dois,175
SPC,175
Adolescente no Amor,175
Reggaeton,175
Ela Fuma e Senta,175
Te Mando um Beijo,175
Come Back For You,175
Sequência de Pente,175
Zero a Zero,174
Sinto Sua Falta / Pirata e Tesouro / Eu Juro,174
Domingueira,174
Sonho que eu sonhei,174
É Patricinha,174
Sou Mais o Samba,174
Welcome To St. Tropez,174
Zeca Cadê Você,174
Sou Mais Eu / Em Transe,174
Dirty Sexy Money (feat. Charli XCX & French Montana),174
Din Din Don,174
Sob a Luz do Luar,174
Deu Mofo,174
Silencio Não,174
Dona Esponja,174
Water (with Mahalia),174
Encontrar Alguém,174
Dois Peixinhos,174
Don't Be so Hard on Yourself,174
Soltera,174
Dom de Se Dar,174
Welcome to Saint Tropez,174
Wellcome,174
Esqueça Tudo,174
Em Todo Lugar,174
What Goes Around.../...Comes Around (Interlude),174
Em Todo Lugar,174
É Fogo O Nosso Amor,174
Don't Call Me Up,174
Sol e Luar,174
Weekend,174
Dino,174
Descendo o Rio,174
Descobri Que Te Amo,174
É Pra Matar A Saudade,174
É Desse Jeito,174
Dia Louco,174
Sempre Mais,174
Essa Não (Pianista),174
Deslizes,174
Em Silêncio,174
Descaminhos,174
"Don't Get Much Better (with Jeremih, Ty Dolla $ign & Sage The Gemini)",174
E Feliz Eu Serei,174
You Know How We Do It,174
Warriors,174
Desde Que Eu Nasci,174
Dói Sem Tanto,174
Sonho De Valsa,174
Desembaça Minha Vitrine,174
É Natural / Péssimo Negócio / Ponto Fraco,174
X (with KAROL G),174
É Vencer ou Vencer,174
Dá um Alô,174
Sou seu Anjo,174
Dá Um Sinal,174
So Beautiful,174
Enquanto Eu Viver,174
Depois do Prazer / Essa Tal Liberdade / É Tarde Demais (Ao Vivo),174
Desencontros,174
Sozinho em casa,174
Slow Down Love (feat. Chelsea Cutler),174
We Belong Together Remix,174
Woah,174
Óculos,174
És Meu Viver,174
Eduardo e Monica,174
Educação sentimental,174
Entidade,174
South of the Border (feat. Camila Cabello & Cardi B),174
Diz Que Eu To Dormindo,174
Ei Olha o Som (Empinadinha),174
El Perdedor (feat. Yandel),174
Enredo do meu samba,174
Solinho Doido,174
Vícios e Manias,174
Desejo Me Chama,174
Desejo Meu,174
É o Clone,174
Snap Yo Fingers,174
Sem Você Não Dá,174
Wind Of Change,174
Somebody's Watching Me,174
"Y, ¿Si Fuera Ella? ",174
Ela Virou Sereia,174
Sorri Sou Rei,174
Sol Loiro,174
a gente faz,174
Ela É Foda,174
Dissolver e Recompor,174
Último Pau,174
You Rock My World,174
Disputa das Potrancas,174
Sol Ou Chuva,174
Sou Favela / Só Você / Sou o Cara pra Você,174
Youngr,174
Ele Não Desiste de Você,174
Dona dos Meus Sonhos,174
Sensualidad,174
boyfriend (with Social House),174
Senta Vá,174
Desenho De Deus,174
Sem Te Machucar,174
So Much Trouble In The World,174
Yellow Ledbetter,174
Sonho Realizado,174
Ela Que Decide,174
Sorriu Pra Mim,174
You Don't Know,174
Deus é Mais,174
Down The Road,174
Ela Tá Virada,174
Distante de Mim (Ao Vivo),174
Social Cues,174
Why'd You Only Call Me When You're High?,174
É Paixão,174
Do Jeito Q' Eu Gosto,174
Somebody That I Used To Know,174
Oral Bebê,174
Essência do Prazer,174
Meu nome é favela,174
Miragem / Mal Acostumado (Ao Vivo),174
Mira,174
Minha Raiz,174
Minha Paquera,174
Minha Mina,174
Minha Festa,174
Tela especial,174
Mineirinho/Forró No Escuro,174
Mineirinho / Sai da Minha Aba (Ao Vivo),174
Te Vejo Na TV,174
Mexe Coração,174
Meus Sentimentos / Oceano (Ao Vivo),174
Te Robaré,174
Pra Chamar Sua Atenção,174
"Tanto Fez, Tanto Faz",174
Meu Nome É Trabalho,174
Meu Nome É Favela (Ao Vivo),174
Tá Rescindido,174
Meu Maior Presente,174
Tá Rindo de Que?,174
Meu Jeito,174
Pra Sempre Com Você,174
Tá na Cara,174
Mentiras,174
Mente Louca,174
Menino Da Bike,174
Menina Má,174
Menina Mulher,174
Miragem De Amor,174
Mistério,174
Mizuneira,174
Por Esse Ângulo,174
Tempestade em alto mar,174
NI BIEN NI MAL,174
Mão Fina,174
Tu Ta na Gaiola,174
Máfia Records Cypher #01,174
Má,174
Piscar de Olhos (feat. Dudu Nobre),174
My Place,174
My Boo,174
Mundo Perdido,174
Planeta amor,174
Mundo De Paz,174
Plano Perfeito,174
Playboyzinha/Birinight,174
Please Me,174
Plena Confiança,174
Mulher Traiçoeira,174
Mr. Jones,174
Poesia Pra Ela,174
Tudo Que Ela Gosta De Escutar,174
Polly,174
Tudo Que Você Quiser,174
Polo da Lala,174
Monstro invisível,174
Tem Que Ser Foda,174
Por Cima Ou Por Baixo,174
Molejo,174
Menina Carolina / Carolina,174
Melô do Marinheiro,174
Te Esquecer na Marra,174
Um Anjo do Céu,174
Me Ama Mentindo,174
Me Ajuda Amor,174
"Um Cristal, Um Rubi",174
Tava por Aí,174
Marrentinha,174
Princesa Negra De Angola,174
Tatalondirá,174
Tarzan,174
Mar de gente,174
Manias,174
Mania de Sofrer,174
Um Marco na Vida,174
Mandou Bem (feat. Nile Rodgers),174
Um Pião Di Vida Loka,174
Um Refrão pra Sua Alma,174
Mamãe Quero Ir pra Gaiola,174
Mamita,174
Malícia (feat. Hélio Bentes),174
Prometo,174
Pronto pra Guerra / Tudo Tem Saida,174
Tarde De Outubro,174
Um Velho Ditado,174
Mais uma Batalha,174
Pump Up The Jam,174
Tapa Pandeiro,174
Putaria Tá de Volta,174
Maioridade,174
Pretin,174
Me Dando Calor,174
Tão Especial,174
Me Deixa,174
Melhor Amiga,174
Te Esperei Demais,174
Te Desejo Vida,174
Meduza,174
Praça da Paixão,174
Tô Lascado,174
Tô Louco por Você,174
Tô Me Sentindo Culpado,174
Medley: Duas Paixões / Opções / Duvido / Disfarça / Insegurança / Nem de Graça,174
Tô Ouvindo Alguém me Chamar (Ao Vivo),174
Tô Querendo Algo Mais,174
Medida Protetiva,174
Me and Mrs. Jones,174
Preciso Ouvir Você,174
Tô de Boa,174
Me Solta,174
U / Preservê,174
Me Pega Ou Me Larga,174
Preciso Ter Alguém,174
Me Liga,174
Me Levantou Jesus,174
U Got That,174
Me Faz Lembrar,174
Uau!,174
Preferido No Giro,174
Me Dê uma Chance (A Carta),174
Me Deixa Que Eu Vou,174
Na Dor de uma Lágrima,174
Na Fé,174
"Na Intimidade, Meu Preto",174
O Playboy Rodou,174
O Pai Tá Voando,174
Paixão Goiana,174
O Meu Guri,174
O Leão Virou Gato,174
O Lamento de Israel,174
Toca Uma Regguera Aí,174
O Erê (Acústico),174
Papel Mache,174
O Deus Que Te Leva,174
O Destino Não Quis,174
O Céu É o Limite,174
O Cheiro das Águas,174
Papo Reto (Prazer É Sexo O Resto É Negócio),174
O Astronauta de Mármore (Starman),174
Papum,174
Toda Manhã,174
O Amigo,174
Para Ser Minha Mulher,174
Não É Nada Meu,174
Não basta,174
Não Vou Me Omitir,174
Não Vivo Sem Você / Mel na Minha Boca / Fim de Noite,174
Não Vejo a Hora de Você Voltar,174
Não Vai Voltar,174
Não Tô Te Entendendo,174
Não Tô Aguentando / Jeito Boêmio,174
Para de fazer charminho,174
Paixão Certeira,174
The Other Side (from Trolls World Tour),174
Todo Mundo Admira,174
O Povo Inteiro,174
One for the Road,174
Time of Our Lives,174
Onde Será Que Ela Anda,174
Olho Gordo,174
Olha pra Mim,174
Oração de Davi,174
Orgulho Bobo,174
Otário,174
Ousadia & Alegria,174
Tip Toe (feat. French Montana),174
Ocupado,174
Oceano,174
Oakley Virou Viciante,174
Outrória,174
Tira Minha Paz,174
Tira Onda de Gostoso / Festa da Língua,174
O Vencedor,174
O Tempo É Agora,174
O Tempo Não Para,174
O Tempo Me Fez Enxergar,174
O Sonho Terminou,174
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",174
O Samba Impera,174
O Rei Mandou,174
O Que Vem Depois (Ao Vivo),174
O Que Tua Glória Fez Comigo? (Version 1) [Ao Vivo],174
O Que Aconteceu ?,174
Todo Dia Até Morrer,174
Parabólica,174
Pipoca e Brigadeiro,174
Tente Lembrar,174
No Love,174
No Jogo do Amor,174
Trem das onze,174
Ninguém Merece,174
Ninguém Explica Deus (feat. Gabriela Rocha),174
Tricolor de Coração,174
Ninguém,174
New Year's Day,174
People of the Sun,174
Nem um Segundo,174
Nem Tudo É Perfeito,174
Perdidamente Apaixonado,174
Neguinho Poeta,174
Nega de Angola,174
Nega Judite,174
Perfume / Intriga da Oposição / Nada Vai Separar,174
Perguntas Repetidas,174
Pescador,174
Pescador de Ilusões / Minha Alma,174
Nada Pode Superar,174
Nada De Pensar Em Despidida,174
Truth Hurts,174
Na Tua Casa,174
Na Real,174
Na Pizadinha,174
Pick U Up,174
Na Na Na,174
Tenta Imaginar,174
Noite Do Prazer,174
Não Se Envolva Comigo,174
Treasure,174
Não Pensei,174
Tom & Jerry,174
Não Para,174
Não Não Não,174
Toma Jeito ou Sai Pra Lá,174
Toma Jeito ou Sai pra Lá,174
Não Esqueço,174
Parte de Mim,174
Passinho,174
Pau Mandado,174
Não Brinca Assim Comigo Não,174
Tomara baby,174
Nunca Será Perfeito,174
Pedras Que Cantam,174
Nuance,174
Teste de Conhecimento,174
Too Good At Goodbyes,174
Novo Ciclo,174
Top Down,174
Nova História,174
Total Sigilo,174
Touch My Body,174
Nothin' on You (feat. Bruno Mars),174
Nosso Santo É Forte,174
Terra da Paz,174
Nosso Caso,174
Nossa Despedida,174
Maior Barato,174
Madrugada,174
Estilo Anitta,174
Salve Este Mundo Menino,174
Run Through The Jungle,174
Formatura,174
Running Miles,174
Foi Difícil,174
Virtual Insanity,174
Foguetão de Natal 3,174
Fogo Envolvente,174
Sad (feat. Afrojack),174
Foda Que Ela É Linda,174
Fixação,174
Firmamento (Wrong Girl to Play With) [Acústico],174
Sally,174
Sally Walker,174
Salve o Nosso Amor,174
Lã do Meu Cobertor,174
Ficar Com Você,174
Samba de Rodeio,174
Samba de Sinhá,174
Fica Com Deus,174
Voce por Perto,174
Samba no Coração,174
Ferrari & Lamborghini,174
Sangue do Calvário,174
Santa Clara Clareou,174
Swing & Simpatia,174
Feel Your Love (feat. Javeon),174
Satisfaction (I Can't Get No),174
Favo De Mel,174
Só Faço Com Você,174
Run It! (feat. Juelz Santana),174
Rugas,174
Roubou a Brisa,174
Gostinho de Hortelã,174
"Vida Loka, Pt. 1 (Ao Vivo)",174
Gostava Tanto De Você,174
Good Together,174
Giro no Morro,174
Girls Go Wild,174
"Vida Loka, Pt. 2 (Ao Vivo)",174
Girls / Girls / Boys,174
Retro 80 90 Ingles,174
Gin de Laranja,174
Gimme That,174
Get Lucky (feat. Pharrell Williams & Nile Rodgers),174
Get Low,174
Geni E O Zepelim,174
Revoltada (feat. Ivete Sangalo),174
Gatas Extraordinárias / O Vencedor,174
"Gasolina, Óleo e Fogo",174
Fé Na Maluca,174
Rio 40 Graus (feat. Fausto Fawcett),174
Ritmo Louco,174
Rock You Like A Hurricane,174
Fun (feat. Chris Brown),174
Só Felicidade / Nosso Grito / A Amizade,174
Romance Dos Astros,174
Rosa Norte,174
Rosalina,174
Fruta Doce,174
Favela Sinistra,174
Fato raro,174
Você Tá Boa?,174
Se Liga Aê,174
Eu Sou do Mar,174
Se Perde,174
Voo Pro Japao,174
Eu Sou 157 (Ao Vivo),174
Eu Sou 157,174
Eu Sei Que Tu Me Sondas (Acústico),174
Se Quiser Tem,174
Se Tudo Acaba,174
Eu Não Vou Deixar,174
Suavesita,174
Se o Espírito Santo Te Tocar,174
Segredo De Amor,174
Vou Catucar Seu Boga,174
Segundas Intenções (Ao Vivo),174
Eu Me Perdi de Mim,174
Eu Já Sabia,174
Seja Bem Vinda,174
Seja Forte,174
Eu Entendo,174
Vou Pro Mar Iemanjá,174
Eu Canto Nense,174
Eu Amo Beber,174
Vou Viajar,174
Estrelas Lá do Céu,174
Still D.R.E.,174
Estou Sendo Sincero,174
Estilo Anitta,174
Voo Livre,174
Summer In The City,174
Saudade do Paredão,174
Summer Jam,174
Surfista Do Lago Paranoã,174
Falso Sai Pra Lá,174
Falso Alarme,174
Falling (blackbear Remix),174
Falei Que Ia Girar,174
Say It's Gonna Rain,174
Fala Serio,174
Você e o Sol,174
Fada Madrinha,174
Facho de Esperança,174
FEFE,174
FDP 3 (feat. Jorge Tito & Aninha Lima),174
Eyes. Lips. Face. (e.l.f.),174
Se Chama Mulher,174
Eye of the Tiger,174
Supera (Ao Vivo),174
Ex É Ex,174
Evil Friends,174
"Se Ela Dança, Eu Danço",174
Você é Tudo,174
Super Freak,174
Volta,174
Eu Vou Pegar,174
Eu Vou Ficar Bem,174
Eu Você e o Amor,174
Voltei,174
Voltei Pras Putas,174
Vida Loka Também Ama,174
Vida De Cão,174
Graveto,174
Lembranças de Jesus,174
Que história é essa,174
Que não te falte amor,174
Largo Dos Leões,174
Vai No Cavalinho,174
Vai No Cavalinho (Vai No Cavalim),174
Ta Na Hora,174
La Barca,174
"Kátia Flávia, a Godiva do Irajá",174
Kings & Queens,174
Já é!,174
Quem Inventou,174
Ta Espalhando por Ai,174
Já Vai Clarear,174
Vai pra Cima,174
Já Foi,174
Vale Ouro,174
Justiça do Senhor,174
Valor,174
Vambora (Ao Vivo),174
Juntos Somos Mais Fortes,174
Juicy Wiggle,174
João e Grazi,174
Jorge Da Capadócia,174
Só um Desabafo,174
Jogo de Azar,174
Jogo De Ilusão,174
Vaper,174
Lembrança de um Beijo,174
Levitating,174
Jiraiya (Sekai Ninja Sen Jiraiya),174
Lights Out,174
Pára Com Essa Loucura,174
Tanto Amor Pra Dar,174
Luz do Desejo / Carona do Amor / Gamei,174
Luz Da Minha Vida,174
Quando Eu Amo É Assim,174
Lua e Estrela,174
Quando Voce Me Olha,174
Loyal (feat. Lil Wayne & Tyga),174
Love Somebody,174
Love Shack,174
Love Samba Soul,174
Quanto Tempo Faz,174
Loucura & Atitude,174
Usted Se Me Llevo La Vida / Necessidade (Necesidad) / É Por Amor (Es Por Amor),174
Louca Paixão / Cartão Postal / Gamei (Acústico),174
Losing My Religion,174
Vacilação Acontece,174
Loirinha,174
Locked Up,174
Que Mulher,174
Vai Amor,174
Livin' On a Prayer,174
Vai Cavala,174
Vai Dar Namoro,174
Que Pena (Ela Já Não Gosta Mais De Mim),174
Linguagem Dos Olhos,174
Linger,174
Joga a Corda,174
Jesus Chorou (Ao Vivo),174
Greenlight (feat. Flo Rida & LunchMoney Lewis),174
I See Love,174
How To Love,174
House Hot,174
Houdini,174
Verdadeiro Amor,174
Verdadeiro Amor Chegou,174
Vermelhão,174
Homem é homem (Participação especial de Gusttavo Lima),174
Só Você e Eu,174
Recaída (Acústico),174
Redes Sociais,174
Só Se Vive uma Vez,174
Refém do Coração (Acústico),174
Hoje Ainda É Sexta,174
Hit do Pão,174
Reggae Bom,174
Regina Let's Go!,174
Regueiros Guerreiros,174
Rei da Glória,174
Hidropônica,174
Help Our Souls (Urban Contact Radio Edit),174
Helena Beat,174
Have A Nice Day,174
Relaxando,174
Relação,174
Remédio da Verdade,174
"Guajupiá, Terra Sem Males",174
Respeita Nois,174
I Know What You Want,174
I Will Survive,174
Jerusalém e Eu,174
I'm a Flirt Remix,174
Jeito de Olhar,174
It’s My Birthday,174
It's So Easy,174
It's A Mistake,174
It Takes Two,174
Vem Amor,174
Isso é Amor,174
Isso É o Amor / Meu Desejo,174
Quero (Quiero),174
Isso Cê Num Conta,174
Is This Love,174
Vem Jogar Comigo,174
Só por Diversão,174
Intro / Libera,174
Quero Vacilar,174
Quintal dos Robô,174
Inquilina / Solteiro Não Trai / Notificação Preferida,174
Rabança,174
Radinho do Seu Zé,174
Incendeia (Encerramento),174
In Bloom,174
Imagine,174
Imagination,174
Razão de Viver,174
Ready To Let Go,174
If I Ain't Got You,174
Recado a Dilma,174
Vai Voltar Chorando,174
������ Radio Mania,174
Ao Vivo e a Cores,174
"Boom Boom Boom (Bum, Bum, Bum)",174
Amor de Pantufa,174
Cara Safada,174
Dei Mole,174
"Beber, Cair e Levantar / Que Pescar Que Nada / Vamos Fazer Festa ",174
Birinight,174
93 Million Miles,174
Dei Penetrada,174
Apaga a Luz,174
Cachê Normal,174
"Chove, É O Céu Que Chora",174
Amor de Gelo,174
A Vida do Viajante / Riacho do Navio,174
Bebe Água,174
Deixa em Off / Que Situação / Toda Noite / Curtindo a Vida / Deixa Acontecer,174
Come and Get Your Love,174
Coração Te Acalma,174
Deixa em Off / Curtindo a Vida / Ta Louca Hein,174
Ahorita,174
Apaguei,174
Deitei pra Dormir,174
Bola de Lã,174
As Rosas Não Falam,174
Baile da Penha,174
Blecaute,174
Balaio Campeao,174
Carro dos Modão,174
Balança Brasil,174
Arriba y Avante,174
Amor E Pouco,174
A Vitória Demora Mas Vem,174
Combate de Bunda,174
A Volta Do Malandro,174
Bonde Dos Rela,174
Agora É Hora,174
Atração da Massa,174
Beija Eu / Bem Que Se Quis,174
Bonde dos Troca o Trator,174
Ciumeira / Cobaia / Lençol Dobrado,174
Circuito Fechado,174
Da Um Sinal (Se Voce Quiser),174
Atomic Man,174
Company,174
Broken Bones,174
Ao Cheiro Das Águas,174
Deixe Estar,174
Baby Can I Hold You,174
Creep in a T,174
06:00,174
Amor De Enlouquecer,174
Contatinho,174
Cigarras (Deluxe Edition),174
Dedeco,174
Cravo e canela (Participação especial de Vitin),174
A de Amor,174
Astronauta (feat. Gabriel Pensador),174
Bad Boys (Theme from COPS),174
Bad For Me,174
Cada Vez Mais Feliz,174
