titulo,valor
Vaga Lembrança / Camarim,7
Mamãe Que É Mamãe,7
Casal Modão,7
Eu Te Amo Tanto (Ao Vivo),7
Não Demora Perceber,7
I Love You Baby,7
Ela Só Pensa Em Beijar,7
Aquecimento do Pedro Sampaio,7
Safado e Meio,7
Estava Perdido Num Mar,7
Alvorada,7
Aprendeu a Se Amar,7
Samba,7
Poeira Da Estrada/Dia De Visita/Fazenda São Francisco (maior Proeza),7
Apelo / Sinuca de Bico / Trapaças do Amor,7
Sim ou não (participação especial Maluma),7
Contratempo (Ao Vivo),7
Pode Se Soltar,7
Subindo e Descendo,7
Farra,7
Planos,7
Não To Valendo Nada (Single),7
Esqueci Você,7
Saudade Boa,7
Fogo E Paixão,7
Não Vou Mais Atrás De Você (Agora Eu Me Curei),7
Bateria Acabou,7
Aquela Ali É Minha,7
Cê Quer Fazer Amor,7
Não Diga Nada,7
Não Casa Não,7
Contagem Regressiva,7
Céu Azul,7
Pra Frente,7
Alma De Guerreiro,7
Retrato Cantado De Um Amor/ O Preço Da Traição,7
Reza pra Agradecer,7
Só Falta Você Aceitar,7
Rita,7
Foi Um Rio Que Passou Em Minha Vida,7
Só Depois do Carnaval,7
Só Chamo de Meu Anjo,7
Não Fale Mal da Viola,7
Aquele Abraço,7
Por Toda Vida / Mala Pronta / Não Vou Mais Chorar,7
Cê Não tá Entendendo Não (feat. Mano Walter),7
Cê Que Sabe,7
Por Mais 3 Horas,7
Não Vá,7
Não É Nada Mal,7
Repertório de Outro,7
Saudade do Caramba,7
Paraquedas,7
Parango Que Fala Né,7
Fiquei Sabendo,7
Amor Descartável,7
Slow Down (feat. Jorja Smith),7
Segura na Mão de Deus (Ao Vivo) (feat. Thiaguinho),7
O Samba Não Tem Fronteiras (Ao Vivo),7
Sei e Bem Assim (Ao Vivo),7
Em Qualquer Lugar,7
Festa,7
Big Bang,7
Pais Tropical / Arerê / Taj Mahal,7
Sem Tirar a Roupa,7
Sem o teu amor,7
Separa Namora (Ao Vivo),7
Ser Teu Ex,7
Orando a Deus,7
Copo de Boteco,7
Seu Oposto,7
O Que Você Quiser,7
Se o Passarinho Voou,7
Se Você Se Entregar,7
Pense em mim,7
Saudade do Caramba,7
Perdição,7
Nó cego,7
Sorte Pra Nós,7
American Pie,7
O Amor Que Tu Perdeu,7
Esperando Na Janela,7
Esperando Na Janela,7
Anunciação,7
Sofridas Por Minuto,7
Se Eu Chorar,7
"Se Eu Pedir, Cê Volta ",7
O Doutor e o Caipira,7
Se Joga na Minha Vida,7
Passarinho Que Voa,7
Ele Quer Ser Eu,7
Anjo Moderno,7
O Que Nunca Acabou,7
Pra Ver Se Sente Falta,7
Amor Pra Recomeçar,7
Remexe mexe,7
Quem Gosta de Mim,7
Nosso Sonho,7
Azul Da Cor Do Mar,7
Ainda Existe Uma Saída,7
Talismã,7
"Preto, Pobre e Favelado ",7
Que Sofrimento É Esse,7
Ainda Ontem Chorei de Saudade,7
Rapariga Digital,7
Fugidinha,7
"Eu, Você, o Mar e Ela",7
Quebradeira,7
Rabetão,7
Duas da Manhã,7
Quando o povo entra na dança,7
Promessa De Cachaceiro,7
Quando,7
Te Amar Foi Ilusão,7
Quer Casar Comigo?,7
Te Amo Demais / Não Olhe Assim (feat. Maiara),7
Te Amei Com Classe,7
Nocaute,7
No Vazio Dessa Casa,7
Eu Vou Morrer De Amor,7
No Som Da Viola/Sangue Novo,7
BBzinha,7
Quem Tem Amigos,7
Baixa Essa Guarda / Capaz de Tudo / Nunca Mais,7
Cabelo Raspadinho,7
Quase Sem Querer,7
"Ai, Que Vontade ",7
E AÍ,7
Numb,7
E Agora? / Cadê Você,7
As Andorinhas,7
Rei do gado,7
Marca Registrada,6
País Tropical,6
Se Organizar Todo Mundo Beija,6
Se Prepare Pra Sofrer,6
Diz Que Me Ama,6
Olho por Olho,6
Maravilhosa É Ela (Faixa Bônus),6
Megamix do Baile,6
Amor de Primavera,6
Marcas Do Prazer,6
Coração Mal Assombrado,6
Mariana Parte Minha,6
Vamos Fugir De Casa,6
Se Quiser Ficar,6
Caçador,6
Paredão Espanca,6
Coração Infectado,6
Desandeiro,6
Mas Que Nada,6
Quem Falou Mentiu,6
Velocidade da Luz / Mina de Fé / Som do Tambor (Ao Vivo),6
Se Olha No Espelho,6
Shopping center,6
Mala Amarela,6
Beijo Amador,6
Carro do Amor,6
Malandramente,6
Boa Memória,6
Um Sonhador,6
Um Só que pra Mim é Tudo,6
Da Água Pro Lixo,6
Eu Quero Ser Teu Sol,6
Shape of You,6
Última Letra (Mi Última Letra),6
Se Eu Tiver Solteiro,6
Blusinha Branca,6
Cor de Ouro,6
A Rosa E O Beija Flor,6
Se Meu Violão Falasse,6
Pedaço de Mim,6
Fecha o Porta,6
Vem Dançar o Mestiço,6
Hawái,6
É Servo do Senhor (feat. Filipe Pereira),6
Cavalo enxuto,6
É Tanta / Minta Meu Sonho / Falsa Consideração,6
Sem Esse Coração,6
Discurso Decorado,6
Uma coisa puxa outra,6
Papo De Jacaré,6
Vai Lá Vai Lá / Cantei pra Distrair / Cade Iôiô / Mole Que Nem Manteiga / Eu Não Quero Mais / Rosalina,6
Disk Recaída,6
Amor Verdadero (Amor Verdadeiro),6
Como Não Me Apaixonar,6
Sem Avisar (Ao Vivo),6
Vai Faltar Conveniência (Forçando a Amizade),6
Quando as Bocas Já Se Conhecem (feat. Hugo & Vitor),6
Quanta Saudade,6
Paixão Goiana,6
Avançada,6
Me Rehúso,6
Pagode em Brasília/ Pagode/ Falou e Disse/ Mini,6
Amor de Veneza,6
É o Mundo,6
Amor de Rapariga,6
Paga Pau,6
Distante do Seu Mundo / Vivendo de Passado,6
Casa Mobiliada,6
Deixa Ela,6
Seleção de pagodes: Pagode em Brasilia / Pagode na praça / Pagode / Baiano no côco / Pagode do alá,6
Bengala e Crochê,6
Matéria Preferida,6
Automaticamente,6
Sede Pra Te Ver,6
Felicidade Escondida,6
Paraíso (Heaven),6
Inclusive Eu,6
Me Ajeito do Seu Jeito,6
É na Madrugada,6
Felina / Não Tive a Intenção / Encaixe Perfeito,6
Paradinha,6
Crush Blogueirinha,6
Parabéns Pra Você,6
Se Ame Mais,6
Quando Você Passa / As Quatro Estações / A Lenda,6
Sete flechas,6
Segure Tudo,6
Azul Piscina,6
Me Deu Tchau / Não Tem Hora e Nem Lugar,6
Disco Arranhado,6
Pensamento,6
Savage Love (Laxed,6
Majestade O Sabiá,6
Eu Gosto É de Problema,6
Porradão / Som do Tambor,6
Por um Minuto (Por un Minuto),6
Fala a Verdade,6
Você de Volta,6
Chove Chove,6
Baile Funk Virou Rave,6
Bate Palma,6
Hoje Eu Vou Pagodear,6
Deixa eu te amar / Me apaixonei pela pessoa errada / Já que tá gostoso deixa (Mata papai),6
Réplica,6
Wisk & Gyn,6
Estou Apaixonado (Estoy Namorado) / Apaixonado,6
Mais de Deus,6
Xereca de Mel,6
Rave Automotiva,6
Levada Louca,6
Jesus É o Caminho,6
Jesus de Nazaré,6
Levo Jeito,6
Aquecimento da Lexa,6
Currículo,6
2050,6
Ponto G,6
Polivalência,6
"Rosalina / Vai Lá, Vai Lá",6
Porta Do Mundo,6
Prefixo de verão,6
Recaída Favorita,6
Ciganinha,6
Arranja Outro,6
Ex É Tudo Igual,6
Pra Rezar Ninguém Me Chama,6
Rei do gado (Participação especial Leandro & Leonardo),6
Restitui (Ao Vivo),6
Arruma um Cantinho,6
Várias Novinhas,6
Desse Jeito É Ruim pra Mim / Perfume / Advinha,6
Volta Pra Mim,6
Fada,6
7 Dias 7 Corpos,6
Pot Pourri de Pagode,6
La Raba,6
Lado Esquerdo,6
Posso Até Me Apaixonar (Ao Vivo),6
Ladrão de Mulher / Pagode em Brasília / Goiás É Mais,6
Rio de lágrimas,6
Você e Eu (Acústico),6
Bala de Prata,6
Ritmo Mexicano,6
Céu da Sua Boca,6
A,6
Clichê (Participação especial de Felipe Araújo),6
"Batucada / Vai Lá, Vai Lá ",6
Hit Do Ano,6
Pintou Sujeira,6
Peão Apaixonado,6
Vida de Solteiro,6
Prometo,6
Chegue Mais,6
Eu Não Deixei De Te Amar,6
Faxina,6
Lugarzinho (feat. Zeca Pagodinho & Emicida),6
Chega De Silencio,6
Faxina,6
Querido Eterno Amor,6
"Bebeu, Lembrou ",6
É Isso Ai,6
Luz do luar (feat. MC Ju Bronx e MC Vagninho),6
Vida Bandida,6
Lê Lê Lê,6
Vezinho Azul,6
Rei dos Canoeiros,6
Coisa da pele,6
Eu Não Sou Novela,6
"Insensato destino / Vai lá, vai lá",6
Mainha Gosta Assim,6
Desatino,6
É Pra Cabá,6
Villamix (Suave),6
Loucuras de uma paixão,6
Primeiro Lugar,6
Esquema Que Fala Né,6
Fama de Pegador,6
Poema Bobo,6
"Com Ele é Cinema, Comigo é Cama ",6
Samba De Arerê/ Parabéns A Você (Happy Brithday To You)/ Está Chegando A Hora,6
Aperte O Play,6
Zé Ninguém,6
Fantoche,6
Ralando O Tchan (Dança Do Ventre),6
meu investimento,6
Raimunda,6
Faraó Divindade Do Egito / Ladeira Do Pelô / Doce Obsessão,6
Essa É Pra Comemorar,6
DNA do Interior,6
Farol das Estrelas,6
"Chicleteiro Eu, Chicleteira Ela",6
Cracudo,6
Problemática,6
"Vish, Aff, Putz, Nossa",6
Sanduíche,6
Sangue Quente,6
Santo,6
Viola Pagodeira,6
Pipoca (Ao Vivo),6
Lo Que Tú y Yo Vivimos (feat. Gente de Zona),6
Fulminante / Só Hoje / Talvez,6
Dançando,6
Nos bares da cidade,6
Franqueza/Tão Inocente,6
Na Frente do Paredão,6
Meu Jeito De Ser (Ao Vivo),6
Na Hora de Amar (Insensível),6
Bom Ator,6
Tócame (feat. Arcangel & De La Ghetto),6
Na Hora do Adeus,6
Minha Bela,6
Tô Apaixonado Nessa Mina,6
Goiabada e Queijo,6
Sou Teu Nego,6
Tudo certo,6
Adeus Bye Bye,6
Tô Com uns Problema Aí,6
Não Tão Menos Semelhante / Fada,6
Alguns Defeitos,6
Muié brava,6
Fio De Cabelo,6
Muito Prazer,6
Dois Corações,6
Sou um Milagre (Ao Vivo) (feat. Kelen Rodrigues),6
Ela Já Namora,6
O Senhor É Meu Pastor,6
Metamorfose,6
Abertura / Face A Face,6
Agora Vai Sentar,6
Não Tem pra Onde Correr,6
Só Falta Você,6
Só Esquece Quem Tenta,6
Nome Sobre Todo Nome,6
Sofridas Por Minuto,6
O Poder do Criador,6
Final Feliz,6
O Melhor Dos Amores,6
Amiga Parceira,6
O Bebê,6
Doendo Pra Carai,6
Bumbum Perigoso,6
Toca um João Mineiro e Marciano (Ao Vivo Em Campo Grande),6
Mil Anos,6
Não Deixa o Samba Morrer (Ao Vivo),6
Ela Só Quer Samba,6
O Dono da Boca,6
Fotos,6
Amizade / Lucidez,6
Ela É Top,6
Doce Paixão (Acústico),6
Amo Noite E Dia,6
Solteiro Faz Tempo,6
Teus Olhos,6
Só Posso Estar Sonhando,6
O Movimento Que Ela Tá Fazendo,6
Tumbalatum,6
Agindo Deus,6
Meu Oxigênio,6
Tá com o Papato (feat. BIN),6
Conversando Com o Abajur,6
Não aprendi a dizer adeus,6
Amor Covarde,6
O Pequeno Burguês,6
Convite (Gostosinho),6
Glamourosa (Rap Glamurosa),6
Ela Que Lute,6
Fogo,6
Tchuco no Tchaco,6
Frente a Frente,6
Gatinha Assanhada,6
Ela Chorou De Amor,6
Campo Minado,6
Ainda Tô Aí,6
Cabaré,6
Empina E Treme,6
Boate Azul,6
Namorar Não Dá,6
Tentativas em Vão,6
Duas Vezes Você,6
Garupa,6
Alvará (Ao Vivo) (feat. Elaine Martins),6
Decadência,6
Nave Espacial,6
Boate Azul (Doente de Amor),6
Tropa Inteligente,6
Tendência,6
Miseravelmente,6
Sinal Disfarçado,6
Caminhão De Amor,6
Boate Azul / Ipê e o Prisioneiro / Telefone Mudo,6
Canarinho Prisioneiro,6
Mentaliza Aí,6
"Mordida, Beijo e Tapa",6
Ainda Ontem Chorei De Saudade,6
Não Te Troquei Por Ela,6
Minha Vontade,6
No Talento,6
Não Era Pra Eu Te Amar,6
Copo que Vai Enchendo,6
Como É Que Faz,6
De Bebê a Zé Ninguém,6
Sábado Sóbrio,6
O Verão Está Chegando,6
Oi paixão,6
Foi Ela,6
Acertou Míseravi,6
Tempo Ao Tempo,6
Deixa,6
Sinto Sua Falta / Traição / 12 Horas (Ao Vivo),6
Fui Obrigado a Te Amar,6
Minha felicidade,6
Filho de araçatuba,6
Alucinação,6
De Bem Com a Vida,6
Aceita Que Dói Menos,5
Não Me Toca (feat. Ludmilla),5
Não Me Conte Seus Problemas,5
60 Dias Apaixonado,5
Toda Metralhada,5
Cama Desocupada,5
Pra Curtir um Pagode,5
Tome Amor,5
Por Mim Tá Feito,5
Monalisa do Boteco,5
Não Pare de Crer,5
Balão,5
Mundo velho,5
Só Se Eu Fosse Doido,5
Não Aprendi a Dizer Adeus,5
Não Atende Não,5
Pra Ter o Seu Amor,5
Pra Sempre Amar (Quero Te Encontrar),5
Já Que Tá Gostoso Deixa (Mata Papai),5
Vou Deixar,5
Arerê,5
Camomila,5
Pra Que Viver Nesse Mundo?,5
Pra Que Entender,5
Respiração Boca a Boca,5
Retalhos de Cetim,5
Volta por Cima,5
Moradia,5
Só As Cabeças,5
Só Jesus,5
Não Deu,5
Pot Pourri: Facho de Esperança/ Malandro Sou Eu/ Sonhando Eu Sou Feliz,5
Acredito de Mentira,5
Volta Comigo,5
Praia do Rosa,5
"Chue Chuá, As Águas Vão Rolar/ Fui Passear No Norte/ Moema Morenou",5
Romântico Anônimo,5
Poxa,5
Ladrão,5
Legítima Defesa (feat. Xand Avião),5
Totalmente Alteradinha (feat. Maiara & Maraisa),5
Lalala,5
Rio de Janeiro,5
Não Enche,5
Mudar pra Quê?,5
"Rosas, Versos e Vinhos",5
Reza Aí,5
Traz Ela De Volta Pra Mim,5
Pouca Roupa,5
Morango Do Nordeste,5
Mulher Brasileira,5
Chão de Giz,5
Jéssica,5
Trevo de Paz / Vício / Alma Gêmea / Onde Está / Eu e Você Sempre,5
Sábado À Noite,5
Só Dessa Vez,5
Bate Lata,5
Só Papai,5
Volta de Vez Pra Mim,5
Kikadinha,5
Retrato cantado de um amor,5
Só Não Quero Que Você Vá Embora,5
Morena Cor do Pecado,5
Arapuca,5
Relaxa e Toma,5
Olha Amor,5
Baldin de Gelo,5
Quem É Você,5
Tentei Te Esquecer / Coração Está Em Pedaços,5
Qual E,5
Insegurança,5
CPF Cancelado,5
"Qual Bumbum Mais Bate, Qual Bumbum Mais Pula",5
"No Groove (Pega, Pega, Pega)",5
Quem Perdeu Bebeu!,5
CENA DE NOVELA (feat. Anitta),5
Quem Vai Lembrar,5
No Seu Tempo,5
Pão de Mel,5
É Lama,5
Aí Fechou,5
No Talo (feat. Lexa),5
Teste Love,5
Querido Meu Amor,5
Puxado no R,5
Tchubirabirom,5
Quero Mais / Marrom Bombom / Eu e Ela,5
11 Vidas,5
Prá tudo se dá jeito,5
Inventor dos Amores,5
É Bom Demais / Out Door / A Barata (Ao Vivo),5
Quintal Do Céu,5
Te Esperando,5
Tenho Ciúme de Tudo / A Dama de Vermelho / Brigas,5
Proibido é Mais Gostoso,5
Implorando Pra Trair,5
I Loveando Tu (feat. MC Kekel),5
#Baladeira (feat. Maiara & Maraisa),5
I Will Find,5
Ai Pai Pirraça,5
Teleguiado,5
Nem Ele Nem Eu,5
Telefone Mudo / Boate Azul,5
"Que Dá Vontade, Dá",5
Que Nada,5
É só você voltar,5
Nem Se Fosse Combinado,5
Avisa,5
Nana Neném,5
Naturalmente,5
Quando a vontade bater,5
Inaraí / Nascente,5
Never Let Me Go,5
Tempo de Renovação,5
Ninguém (Ao Vivo),5
Te Espero no Farol (Acoustic),5
Quando Tem Prejuízo,5
Ninguém Estraga,5
Aí Desgramou,5
Audaciosa E Louca,5
Agora Posso Dormir Tranquilo,5
Procurando Metade,5
All The Lies,5
Ta Tirando Onda,5
Take Me Out,5
Ciúme Lento (Ao Vivo em Goiânia),5
2345MEIA78,5
Agenda,5
Symphony (feat. Zara Larsson),5
Nota Dez,5
Presença De Paz,5
Vó Tô Estourado,5
Presentinho de Deus,5
Rave do Lalala,5
Jogo É Jogo,5
Baixinha,5
Rave da Meduza,5
Súplica Cearense,5
Novinha Você É uma Flor,5
Preciso Me Encontrar,5
Vê Se Não Demora,5
Recém Abandonado,5
Bumbum no Paredão,5
Bumbum No Paredão,5
My Way,5
Só Vc Não Vê,5
Vou Vencer,5
Não Abro Mão,5
Wonderwall,5
Rave Jogando o L,5
Tchau,5
death bed (coffee for your head),5
Na Manteiga,5
Radin Ligado,5
Bahia,5
Rain On Me (with Ariana Grande),5
sentimento errado,5
Rajadão,5
nan,5
Nossa Paradinha,5
hj eu tirei o dia pra vc,5
Tarde Demais,5
goosebumps,5
Zé Trovão,5
Xereta / Superfreak (Sample),5
Zé Ruela,5
Rancho dos ipês,5
Taquitá,5
Tapa na Cara,5
Rapunzel,5
Tanta Coisa pra Fala / Castigo,5
Jesus Apaga a Luz (Ao Vivo),5
Textão,5
Nosso Plano,5
Xo Satanas,5
Caixinha De Felicidade,5
Tristeza Pé No Chão,5
Pode Ficar,5
Can't Get Over You,5
Para De Graça,5
Catedral,5
Vai Voltar Chorando,5
Sobrenatural / Ela Mexe Comigo / Nuvem / Palpite / Condição,5
Tô Mal,5
Tô Pouco Me Lixando,5
Amém,5
Nego Vem Sambar,5
A Mil por Hora,5
Tô Tranquilão,5
Tô de Férias,5
Me Diga,5
Me Dá,5
Vai Esperar,5
Bola De Sabão,5
Boiadeiro Errante,5
Me Dê uma Chance (A Carta) [Ao Vivo],5
Papo de Buteco,5
Sistema Bruto,5
O Tal do Swing,5
Boi soberano,5
Me Fala Aí,5
O Tempo Não Pára,5
Ultima viagem,5
Caso Indefinido,5
Catimbau,5
Parado No Tempo,5
Segunda Opção,5
Sobrou Silêncio,5
Vamu,5
Manual do Sofrimento,5
Solinho da Maldade,5
Solidão Nunca Mais,5
Maresia,5
Anjo Chapadex,5
Se Quiser Melhorar,5
Se Tem Paixão,5
Anjo,5
Paredão Metralhadora,5
O Que Eu Tava Falando,5
Caxambu,5
Caviar,5
Tão Só (Ao Vivo),5
Vai no Chão,5
Meu Fraco,5
Meu Ex Amor,5
Maturidade,5
"Se É Pra Beber, Eu Bebo",5
Cavalo Enxuto,5
Boladona,5
A Vitória de Deus,5
Meu Corpo da Sinal (Tome ó) [Sony Music Live],5
O Tempo Voa,5
Me Jogou no Lixo,5
Tá Tirando Onda,5
A Tomada,5
Orora Analfabeta,5
Obrigado Jesus,5
Blefe,5
Bobão,5
Menino da porteira,5
Amor Original,5
Será Que Cê Deixa,5
Amor Pirata,5
Seu Amor Ainda é Tudo,5
One Kiss (with Dua Lipa),5
Onde Mora O Pagode / Essa É A Hora,5
Seu Padre,5
Amor e saudade,5
Seu Sutiã e Eu,5
Seven Nation Army,5
Olhos Espirituais,5
Olhos,5
Menina Veneno,5
Señorita,5
Meio Termo,5
Shake It Off,5
Um Velho Malandro de Corpo Fechado,5
"Oi, Fake",5
Olha,5
Sincera,5
Os Maloca,5
Overdose de Cocada,5
Sempre Sou Eu (feat. Luiz Carlos),5
Me Leva pra Casa,5
Papai (Ai Danda),5
Panela Velha,5
Um Ano Atrás,5
Amor de Violeiro,5
Casalzin,5
Paixão Errada,5
Big Jet Plane,5
Pagodes,5
Pagodeiro,5
Um Bom Perdedor (Un Buen Perdedor),5
Me Usa,5
Mentirinha,5
"Sinhá, Sinhá / Gamação / Peixeiro Granfino / Sinhá, Sinhá ",5
Um Coração,5
Billie Jean,5
Mente Pra Mim,5
Padrão de Elegância,5
O carioca,5
O mineiro e o italiano,5
Amor Não Vai Faltar,5
Oâ Oâ (Canção do Amor),5
Sempre Fui Eu,5
Passinho do Bota,5
Pau Que Nasce Torto / Melo Do Tchan,5
Safadezinha,5
Amar Não é Pecado,5
Canoeiro / Peito Sadio,5
Viver (Participação especial de Lula Queiroga),5
A Cera,5
Sua Cabeça Não Passa na Porta,5
Stories,5
Tua Raivinha,5
Amando Sem Parar,5
Apaixonado / Duas Paixões,5
Pitbullzado Loratcho Bradock,5
Santa Luzia,5
Sapato Velho,5
A Culpa É Do Amor,5
Abajur,5
Pinguço,5
Minha Estrela Perdida,5
Sarra na Pista Novinha,5
Saudade Afogada,5
Lovenejo,5
Tudo Vai Ficar Bem,5
Perigosinha,5
Chegou o Piracicabano,5
Saudade Inocente,5
Saudade Pega,5
Saudade Que Fala,5
Não Tem Como Resistir,5
Minha Vitória,5
Batuque na Cozinha,5
Olha Só Você,5
Swing da Cor,5
"Safado, Cachorro, Sem",5
Liberdade Virou Solidão,5
Você Me Conquistou,5
Sweet Dreams (Are Made of This),5
Chora Viola/Caminheiro/Ladrão De Mulher/O Campeão/A Vaca Já Foi Pr'o Brejo,5
Trocaria Tudo,5
Você Me Atrasa,5
"Aquece no Cacete / Kika uma Vez, Kika de Novo",5
Sai do Mato Veiaco,5
Liguei Pra Dizer Que Te Amo,5
Poesia Acústica,5
Limite,5
Brincar De Ser Feliz,5
Suor Da Sua Boca,5
Você,5
Poeira da estrada,5
Você,5
Suingue de Samba (feat. Seu Jorge & Rogê),5
Pode Ser,5
Minha vida,5
Localiza Aí,5
Três Pontinhos,5
Tudo de bom,5
Luz Na Escuridão,5
Paz de Jah,5
Pega e Não Se Apega,5
Save Me (feat. MKLA),5
Mal Acostumado,5
O Baque Foi Grande,5
Pensa em Mim,5
Meu mel,5
O Bem,5
O Bêbado E A Equilibrista / Citação Musical: Smile,5
Se Duvidar,5
A Gente Nem Ficou,5
Pegada do Negão,5
Meu Velho Pai,5
Sonhei Que Tava Me Casando,5
Chega Mais,5
Beijo e Tchau,5
Se Eu Pedir Cê Volta,5
Sonha Comigo,5
Vem Fazer Amor Comigo,5
Cerol Na Mão/Entra E Sai,5
Se Mordendo De Raiva,5
Vem Dançar o Mestiço,5
A mão do tempo,5
Meu Prazer (Em Espirito em Verdade),5
Velho amor,5
Beleza Rara,5
Sonâmbulo,5
Vem Vem (Sony Music Live),5
A Gente Dá Risada,5
Vendinha,5
Não Vou Mais Chorar,5
Sossego,5
Saudade Tocando Terror,5
A Doida,5
Lá Vem Você,5
Perfeitinha,5
Saudade de Você,5
A Dona do Primeiro Andar,5
Vibe Surreal,5
Não é mole não,5
Bebida e Fumaça,5
Turutum,5
Bebim da Silva,5
Madalena Do Jucú/ Isso É Fundo De Quintal/ Feliz Da Vida,5
Tá Baixo pra Roçar,5
Tá Com Medo de Mim Por Quê?,5
Perda Total,5
Save Me,5
Mi Gente,5
Mexidinho,5
Peraê,5
Peraê,5
"Sorri, Sou Rei (feat. Claudia Leitte)",5
Bengala e Crochê,5
One,5
Envolvidão,5
Futuro Incerto,5
Coração Sentiu,5
Forçar a Barra,5
Decida,5
De Ladinho,5
Flor Do Reggae,5
Condor,5
Estação da Curtição,5
Conselho/ Sonho Juvenil (Garoto Zona Azul)/ Sorriso Aberto,5
Disk Me,5
Dessa Misera Eu Lembro,5
Decreto Liberado,5
Dá Preferência Pra Mim (feat. Hugo & Guilherme),5
Hotel Quase Particular,5
Do Fundo da Grota,5
Crime Perfeito,5
Da Música / O Show Tem Que Continuar (feat. Sombrinha),5
Encantos da natureza,5
Dama de Vermelho,5
De Sol A Sol,5
Cuando Acaba el Placer (Depois do Prazer),5
Coríntios 13,5
Deixa Eu Ficar,5
Dim Dom,5
Dormi na Praça,5
Coração em desalinho,5
Falei de você pra minha mãe,5
Cuando Es Amor (Quando E Amor),5
Eu Ligo Pra Você,5
Eta (Empina Essa Rabêta),5
Era Diferente,5
Eu Quero Ver,5
Deus Faz Assim,5
Despacito,5
Esperanças Perdidas/ Trem Das Onze/ Vai Vadiar,5
Empreitada perigosa,5
Fé Nas Malucas,5
Esquece O Medo E Vem,5
Eu Vou pro Baile da Gaiola,5
Dançando,5
Eternamente / Procura,5
"Explodiu, Hein? ",5
Doido Varrido,5
Coração Mal Assombrado,5
Exagerado,5
Faz Parte do Meu Show / Maria das Mercedes,5
Explosao,5
Deixa Eu Chorar,5
Drinkee,5
Com Muito Louvor (Ao Vivo),5
De Mala e Cuia,5
Decide Aí,5
Furacão,5
Homem Das Ruas/ Zé Do Caroço,5
"Din, Din, Din / O Samba Não Pode Parar / Clareou ",5
Dia 25,5
Delírios De Amor,5
Desperdiçou,5
Deixa de Banca,5
Eu Amo a Vida,5
Final das Contas,5
Eu Tô Chegando,5
Eu Amo Você,5
Eva / Alô Paixão / Beleza Rara,5
Depois do Baile,5
Estou Noutra,5
Fuego,5
Fica à Vontade,5
Desistir Jamais,5
Eu Tô Mudando,5
Fazendo as Pazes,5
Consagração,5
Fala de amor prá mim,5
Comprando Amor,5
Finalidade Era Ficar em Casa,5
Escreve Aí,5
Escravo da Sofrência,5
"Eu Te Amo, Te Amo ",5
Coração Pede Socorro,5
Como Eu Te Amo,5
Encontrei Você,5
Eu Te Amo Sexta,5
Estrago,5
Pout Pourri: Proposta / Amargurado,4
Como Nunca Amei Ninguém / Me Apaixonei pela Pessoa Errada / 40 Graus de Amor (Acústico),4
Caso Marcado,4
Voltei pras putas,4
Me Esconde em Teus Braços,4
Um Morto Muito Louco,4
Ai Que Saudade Do Meu Amor,4
Dança Do Vampiro,4
Volume Três (Acústico),4
Eu Quero É Tu,4
Minha Prisão,4
Sweet Child O' Mine,4
Tem Que Ter Você,4
Hipnotizou,4
Cancela o Sentimento,4
O Matuto se Apaixonou,4
Um Homem Apaixonado,4
Boom Boom Pow,4
60 dias Apaixonado/ Fazenda Sao Francisco (Maior Proeza),4
O Menino da Porteira,4
Papel de Bala,4
Tem Tudo A Ver,4
Jurei Que Não Ia Falar De Amor,4
Facho de Esperança / Nascente da Paz / Poesia de Nós Dois,4
Eu Te Amo Porra (Ao Vivo),4
Um Lugarzinho Na Sua Cama,4
Wonderwall / Mantenha o Respeito (Ao Vivo),4
Delegada,4
Divisão de Bens,4
Pout pourri: Escolta de vagalumes / Porta do mundo / Poeira da estrada,4
Pra Mudar Minha Vida / Programa de Fim de Semana,4
Surpresa,4
Work,4
Justiceiro,4
Banheira de Espuma,4
Te Espero no Farol,4
Deixa Isso pra Lá,4
Faca Que Não Corta,4
Amor Para Eternidade,4
Bolo Doido,4
Difícil Resposta,4
Losing It,4
A Gente Precisa Sair,4
Teimosa,4
Que Vontade Que Dá,4
O Portão,4
De Ressaca Eu Entendo,4
Sweet Disposition (Vintage Culture & Lazy Bear Remix),4
Bom Te Ter,4
Te Jurupinga,4
De Repente Vem Você,4
Bar Não É Farmácia,4
Fabio Assunssão,4
Ainda Há Esperança,4
Que Se Chama Amor (Ao Vivo),4
Vem Me Satisfazer,4
De Quem É a Culpa,4
Sincera Comigo / Como Ninguém Dá,4
Vem Novinha (Ao Vivo),4
Fique Comigo,4
Surrender,4
Hoje tem samba,4
Avisa Que Eu Cheguei,4
Guenta Pressão,4
O Rodo,4
Vem Cá Moça,4
Sinal,4
Ai Que Vontade,4
Juízo Final,4
Tem Café (Cover),4
Sinais de Fogo / Olhos Coloridos / São Gonça,4
Empina E Treme,4
Desejo de Amar,4
Que Dure Para Sempre / Absoluta,4
Já Destampei,4
Sinais do Amor,4
Te Conheço Só De Olhar Na Sua Cara,4
Pow Pow,4
Uma Chance,4
A Sementinha,4
Terra roxa,4
Deixa (Ao Vivo),4
O Mar Parou,4
Cancela Essa Briga,4
Bass (Hold On),4
Em Teus Braços,4
Gata Faceira,4
Sinônimos (Ao Vivo),4
Se Mordendo de Raiva,4
Clichê (feat. Jorge & Mateus),4
"Ela Bebi, Trupica e Não Cai ",4
E Deixa o Tempo Ver / Chega Mais pra Cá,4
Flores,4
Dorme Junto e Acorda Separado,4
