,Palavra,Artista,Quantidade_y,Quantidade_total,Gênero,Década de nascimento,UF de nascimento,Nome
6284,apenas,clara-nunes,14,538,Mulher,1940-1949,MG,Clara Nunes
6285,aprender,clara-nunes,12,704,Mulher,1940-1949,MG,Clara Nunes
6286,ar,clara-nunes,8,778,Mulher,1940-1949,MG,Clara Nunes
6287,azul,clara-nunes,8,668,Mulher,1940-1949,MG,Clara Nunes
6288,bahia,clara-nunes,16,658,Mulher,1940-1949,MG,Clara Nunes
6289,balançar,clara-nunes,8,668,Mulher,1940-1949,MG,Clara Nunes
6290,bater,clara-nunes,26,1694,Mulher,1940-1949,MG,Clara Nunes
6291,batucar,clara-nunes,7,526,Mulher,1940-1949,MG,Clara Nunes
6292,beber,clara-nunes,7,983,Mulher,1940-1949,MG,Clara Nunes
6293,beijar,clara-nunes,13,1982,Mulher,1940-1949,MG,Clara Nunes
6294,beleza,clara-nunes,14,765,Mulher,1940-1949,MG,Clara Nunes
6295,belo,clara-nunes,15,561,Mulher,1940-1949,MG,Clara Nunes
6296,boca,clara-nunes,7,1198,Mulher,1940-1949,MG,Clara Nunes
6297,bom,clara-nunes,26,3691,Mulher,1940-1949,MG,Clara Nunes
6298,bonito,clara-nunes,15,1166,Mulher,1940-1949,MG,Clara Nunes
6299,branco,clara-nunes,11,706,Mulher,1940-1949,MG,Clara Nunes
6300,brasil,clara-nunes,11,1094,Mulher,1940-1949,MG,Clara Nunes
6301,brasileiro,clara-nunes,5,549,Mulher,1940-1949,MG,Clara Nunes
6302,braço,clara-nunes,8,799,Mulher,1940-1949,MG,Clara Nunes
6303,brigar,clara-nunes,5,610,Mulher,1940-1949,MG,Clara Nunes
6304,brilhar,clara-nunes,13,921,Mulher,1940-1949,MG,Clara Nunes
6305,brincar,clara-nunes,7,742,Mulher,1940-1949,MG,Clara Nunes
6306,buscar,clara-nunes,4,674,Mulher,1940-1949,MG,Clara Nunes
6307,cabeça,clara-nunes,2,760,Mulher,1940-1949,MG,Clara Nunes
6308,cair,clara-nunes,17,1544,Mulher,1940-1949,MG,Clara Nunes
6309,calar,clara-nunes,2,549,Mulher,1940-1949,MG,Clara Nunes
6310,calor,clara-nunes,12,629,Mulher,1940-1949,MG,Clara Nunes
6311,caminhar,clara-nunes,15,1179,Mulher,1940-1949,MG,Clara Nunes
6312,cansar,clara-nunes,15,880,Mulher,1940-1949,MG,Clara Nunes
6313,cantar,clara-nunes,243,8891,Mulher,1940-1949,MG,Clara Nunes
6314,canção,clara-nunes,25,1030,Mulher,1940-1949,MG,Clara Nunes
6315,carnaval,clara-nunes,13,816,Mulher,1940-1949,MG,Clara Nunes
6316,caro,clara-nunes,15,2089,Mulher,1940-1949,MG,Clara Nunes
6317,casar,clara-nunes,15,2147,Mulher,1940-1949,MG,Clara Nunes
6318,certa,clara-nunes,3,522,Mulher,1940-1949,MG,Clara Nunes
6319,certo,clara-nunes,11,571,Mulher,1940-1949,MG,Clara Nunes
6320,chamar,clara-nunes,27,1650,Mulher,1940-1949,MG,Clara Nunes
6321,chegar,clara-nunes,50,4489,Mulher,1940-1949,MG,Clara Nunes
6322,cheio,clara-nunes,15,743,Mulher,1940-1949,MG,Clara Nunes
6323,chorar,clara-nunes,67,4386,Mulher,1940-1949,MG,Clara Nunes
6324,chuva,clara-nunes,12,635,Mulher,1940-1949,MG,Clara Nunes
6325,chão,clara-nunes,18,1037,Mulher,1940-1949,MG,Clara Nunes
6326,cidade,clara-nunes,9,1002,Mulher,1940-1949,MG,Clara Nunes
6327,cima,clara-nunes,10,979,Mulher,1940-1949,MG,Clara Nunes
6328,coisa,clara-nunes,24,2410,Mulher,1940-1949,MG,Clara Nunes
6329,comer,clara-nunes,41,4536,Mulher,1940-1949,MG,Clara Nunes
6330,comigo,clara-nunes,5,1583,Mulher,1940-1949,MG,Clara Nunes
6331,como,clara-nunes,52,3838,Mulher,1940-1949,MG,Clara Nunes
6332,comprar,clara-nunes,7,536,Mulher,1940-1949,MG,Clara Nunes
6333,conhecer,clara-nunes,3,878,Mulher,1940-1949,MG,Clara Nunes
6334,conseguir,clara-nunes,6,767,Mulher,1940-1949,MG,Clara Nunes
6335,contar,clara-nunes,18,1269,Mulher,1940-1949,MG,Clara Nunes
6336,cor,clara-nunes,12,821,Mulher,1940-1949,MG,Clara Nunes
6337,coração,clara-nunes,100,6266,Mulher,1940-1949,MG,Clara Nunes
6338,corpo,clara-nunes,10,1523,Mulher,1940-1949,MG,Clara Nunes
6339,correr,clara-nunes,10,1081,Mulher,1940-1949,MG,Clara Nunes
6340,criança,clara-nunes,6,708,Mulher,1940-1949,MG,Clara Nunes
6341,cuidar,clara-nunes,5,514,Mulher,1940-1949,MG,Clara Nunes
6342,céu,clara-nunes,37,2061,Mulher,1940-1949,MG,Clara Nunes
6343,dançar,clara-nunes,15,1429,Mulher,1940-1949,MG,Clara Nunes
6344,dentro,clara-nunes,14,1212,Mulher,1940-1949,MG,Clara Nunes
6345,depois,clara-nunes,17,1839,Mulher,1940-1949,MG,Clara Nunes
6346,desde,clara-nunes,8,562,Mulher,1940-1949,MG,Clara Nunes
6347,desejar,clara-nunes,7,1051,Mulher,1940-1949,MG,Clara Nunes
6348,desfazer,clara-nunes,7,554,Mulher,1940-1949,MG,Clara Nunes
6349,destinar,clara-nunes,4,562,Mulher,1940-1949,MG,Clara Nunes
6350,deus,clara-nunes,50,3257,Mulher,1940-1949,MG,Clara Nunes
6351,dever,clara-nunes,7,955,Mulher,1940-1949,MG,Clara Nunes
6352,dia,clara-nunes,70,4842,Mulher,1940-1949,MG,Clara Nunes
6353,dinheiro,clara-nunes,5,680,Mulher,1940-1949,MG,Clara Nunes
6354,dizer,clara-nunes,72,8012,Mulher,1940-1949,MG,Clara Nunes
6355,doce,clara-nunes,8,690,Mulher,1940-1949,MG,Clara Nunes
6356,doer,clara-nunes,9,639,Mulher,1940-1949,MG,Clara Nunes
6357,dono,clara-nunes,8,564,Mulher,1940-1949,MG,Clara Nunes
6358,dor,clara-nunes,45,2290,Mulher,1940-1949,MG,Clara Nunes
6359,dormir,clara-nunes,6,868,Mulher,1940-1949,MG,Clara Nunes
6360,embora,clara-nunes,28,1492,Mulher,1940-1949,MG,Clara Nunes
6361,emoção,clara-nunes,1,671,Mulher,1940-1949,MG,Clara Nunes
6362,encantar,clara-nunes,9,514,Mulher,1940-1949,MG,Clara Nunes
6363,encontrar,clara-nunes,23,2135,Mulher,1940-1949,MG,Clara Nunes
6364,entender,clara-nunes,12,970,Mulher,1940-1949,MG,Clara Nunes
6365,entrar,clara-nunes,11,1652,Mulher,1940-1949,MG,Clara Nunes
6366,entregar,clara-nunes,2,774,Mulher,1940-1949,MG,Clara Nunes
6367,errar,clara-nunes,14,872,Mulher,1940-1949,MG,Clara Nunes
6368,esperançar,clara-nunes,14,622,Mulher,1940-1949,MG,Clara Nunes
6369,esperar,clara-nunes,29,1753,Mulher,1940-1949,MG,Clara Nunes
6370,esquecer,clara-nunes,27,2291,Mulher,1940-1949,MG,Clara Nunes
6371,existir,clara-nunes,12,1025,Mulher,1940-1949,MG,Clara Nunes
6372,falar,clara-nunes,24,2676,Mulher,1940-1949,MG,Clara Nunes
6373,falir,clara-nunes,4,940,Mulher,1940-1949,MG,Clara Nunes
6374,faltar,clara-nunes,8,925,Mulher,1940-1949,MG,Clara Nunes
6375,favor,clara-nunes,7,665,Mulher,1940-1949,MG,Clara Nunes
6376,felicidade,clara-nunes,9,1110,Mulher,1940-1949,MG,Clara Nunes
6377,feliz,clara-nunes,34,2585,Mulher,1940-1949,MG,Clara Nunes
6378,festa,clara-nunes,14,808,Mulher,1940-1949,MG,Clara Nunes
6379,fim,clara-nunes,26,1834,Mulher,1940-1949,MG,Clara Nunes
6380,flor,clara-nunes,23,1265,Mulher,1940-1949,MG,Clara Nunes
6381,fogo,clara-nunes,2,724,Mulher,1940-1949,MG,Clara Nunes
6382,forte,clara-nunes,8,723,Mulher,1940-1949,MG,Clara Nunes
6383,forçar,clara-nunes,9,658,Mulher,1940-1949,MG,Clara Nunes
6384,frente,clara-nunes,6,637,Mulher,1940-1949,MG,Clara Nunes
6385,fugir,clara-nunes,9,584,Mulher,1940-1949,MG,Clara Nunes
6386,fundir,clara-nunes,11,635,Mulher,1940-1949,MG,Clara Nunes
6387,fé,clara-nunes,6,861,Mulher,1940-1949,MG,Clara Nunes
6388,ganhar,clara-nunes,3,720,Mulher,1940-1949,MG,Clara Nunes
6389,gente,clara-nunes,38,5724,Mulher,1940-1949,MG,Clara Nunes
6390,gostar,clara-nunes,18,2259,Mulher,1940-1949,MG,Clara Nunes
6391,grande,clara-nunes,42,1626,Mulher,1940-1949,MG,Clara Nunes
6392,gritar,clara-nunes,8,642,Mulher,1940-1949,MG,Clara Nunes
6393,guardar,clara-nunes,13,807,Mulher,1940-1949,MG,Clara Nunes
6394,história,clara-nunes,5,728,Mulher,1940-1949,MG,Clara Nunes
6395,hoje,clara-nunes,30,2878,Mulher,1940-1949,MG,Clara Nunes
6396,homem,clara-nunes,13,1384,Mulher,1940-1949,MG,Clara Nunes
6397,hora,clara-nunes,19,2096,Mulher,1940-1949,MG,Clara Nunes
6398,igual,clara-nunes,9,658,Mulher,1940-1949,MG,Clara Nunes
6399,ilusão,clara-nunes,5,847,Mulher,1940-1949,MG,Clara Nunes
6400,inteirar,clara-nunes,5,1032,Mulher,1940-1949,MG,Clara Nunes
6401,irmão,clara-nunes,6,590,Mulher,1940-1949,MG,Clara Nunes
6402,jamais,clara-nunes,12,638,Mulher,1940-1949,MG,Clara Nunes
6403,jeito,clara-nunes,13,1733,Mulher,1940-1949,MG,Clara Nunes
6404,jogar,clara-nunes,9,1562,Mulher,1940-1949,MG,Clara Nunes
6405,juntar,clara-nunes,7,544,Mulher,1940-1949,MG,Clara Nunes
6406,junto,clara-nunes,4,755,Mulher,1940-1949,MG,Clara Nunes
6407,jurar,clara-nunes,9,789,Mulher,1940-1949,MG,Clara Nunes
6408,lado,clara-nunes,17,1321,Mulher,1940-1949,MG,Clara Nunes
